aX,aY,aZ,gX,gY,gZ,sample
-0.013,1.164,1.613,-84.412,-54.321,74.585,1
-0.02,1.155,1.756,-78.491,-32.043,59.509,1
-0.142,1.14,1.907,-74.036,-4.028,39.49,1
-0.288,1.102,1.995,-59.509,31.433,17.029,1
-0.397,1.054,2.027,-47.241,77.209,-6.714,1
-0.5,0.995,1.979,-26.917,130.676,-31.494,1
-0.55,0.903,1.834,2.075,183.228,-55.42,1
-0.523,0.818,1.668,28.076,225.464,-74.28,1
-0.52,0.707,1.483,54.932,254.456,-85.876,1
-0.483,0.6,1.305,68.97,268.982,-88.745,1
-0.437,0.532,1.187,62.744,271.179,-83.862,1
-0.392,0.514,1.139,53.955,267.09,-73.608,1
-0.423,0.517,1.135,56.824,262.268,-60.974,1
-0.493,0.497,1.132,59.509,259.46,-50.598,1
-0.543,0.441,1.103,53.711,259.705,-45.654,1
-0.573,0.336,1.053,47.485,263.123,-46.936,1
-0.614,0.167,1.005,46.204,267.822,-49.744,1
-0.665,-0.096,0.975,55.725,272.278,-49.805,1
-0.658,-0.399,0.954,60.974,275.024,-39.917,1
-0.634,-0.643,0.964,45.41,276.062,-12.451,1
-0.597,-0.755,0.996,21.118,276.611,30.823,1
-0.583,-0.676,1.056,4.639,281.982,92.529,1
-0.655,-0.339,1.13,-5.249,295.654,159.607,1
-0.876,0.138,1.108,-13.794,323.181,213.379,1
-1.114,0.558,0.813,-25.574,373.047,241.943,1
-1.26,0.907,0.216,-44.373,443.909,247.192,1
-1.15,1.148,-0.683,-46.021,507.751,239.319,1
-0.948,1.376,-1.497,-61.218,529.724,215.454,1
-0.705,1.51,-2.224,-78.43,494.629,187.317,1
-0.457,1.596,-2.64,-75.623,398.132,156.433,1
-0.276,1.641,-2.656,-48.096,258.423,124.451,1
-0.25,1.63,-2.147,-11.108,116.455,93.018,1
-0.23,1.526,-1.527,14.343,2.991,64.026,1
-0.198,1.462,-1.01,25.635,-43.274,43.762,1
-0.161,1.523,-0.833,31.494,-28.931,34.241,1
-0.144,1.684,-0.985,30.64,8.789,27.283,1
-0.165,1.795,-1.296,30.212,35.522,14.16,1
-0.216,1.806,-1.569,29.358,44.373,-7.202,1
-0.206,1.724,-1.764,20.508,29.541,-30.884,1
-0.193,1.628,-1.815,8.179,-5.493,-50.171,1
-0.213,1.543,-1.749,2.38,-49.5,-61.707,1
-0.221,1.5,-1.555,-2.075,-94.604,-68.787,1
-0.245,1.505,-1.303,-5.981,-134.827,-74.951,1
-0.285,1.535,-1.114,-3.296,-167.725,-83.679,1
-0.345,1.553,-1.023,5.188,-188.904,-97.412,1
-0.389,1.55,-1.056,14.221,-199.707,-114.685,1
-0.468,1.511,-1.162,19.897,-212.646,-132.629,1
-0.593,1.384,-1.227,25.024,-234.253,-151.794,1
-0.719,1.202,-1.204,23.254,-262.573,-169.25,1
-0.863,1.009,-1.053,17.334,-295.959,-182.19,1
-0.982,0.817,-0.786,11.719,-331.238,-190.186,1
-1.053,0.54,-0.417,20.63,-368.164,-197.632,1
-1.122,0.18,-0.03,38.391,-405.212,-205.811,1
-1.149,-0.176,0.378,45.837,-429.871,-205.505,1
-1.043,-0.463,0.812,40.649,-441.345,-190.43,1
-0.837,-0.599,1.311,30.701,-452.026,-157.288,1
-0.697,-0.552,1.874,22.705,-467.712,-111.572,1
-0.658,-0.441,2.527,14.709,-462.952,-62.683,1
-0.634,-0.403,3.073,3.296,-436.34,-30.273,1
-0.549,-0.269,3.505,-37.17,-380.371,-5.615,1
-0.416,-0.11,3.606,-44.495,-290.894,20.203,1
-0.248,0.095,3.385,-32.043,-187.195,40.71,1
-0.081,0.327,2.912,-30.762,-95.459,52.979,1
0.064,0.539,2.315,-25.94,-33.691,58.167,1
0.117,0.725,1.825,-16.907,-7.751,59.387,1
0.119,0.851,1.47,-12.512,-5.432,54.199,1
0.147,0.901,1.257,-17.09,-13.672,40.955,1
0.168,0.876,1.192,-18.433,-30.09,21.851,1
0.179,0.771,1.284,-15.625,-47.424,3.174,1
0.156,0.653,1.397,-8.301,-52.551,-9.155,1
0.133,0.588,1.382,-5.188,-37.903,-13.733,1
0.16,0.595,1.203,-1.282,-10.437,-13.367,1
0.181,0.632,0.966,13,12.207,-11.78,1
0.188,0.692,0.828,11.108,21.545,-10.498,1
0.15,0.689,0.756,0.793,21.973,-14.771,1
0.121,0.596,0.667,0.305,23.499,-21.24,1
0.148,0.505,0.582,-0.916,27.039,-23.315,1
0.173,0.497,0.531,-2.93,26.184,-17.09,1
0.146,0.558,0.529,-4.456,20.325,-6.592,1
0.121,0.599,0.537,-5.432,14.954,-1.16,1
0.103,0.584,0.547,-8.728,12.817,-0.671,1
0.092,0.523,0.552,-13.123,11.597,-1.038,1
0.078,0.468,0.558,-15.137,10.071,1.77,1
0.07,0.45,0.553,-15.625,8.24,8.606,1
0.066,0.511,0.556,-15.93,6.531,17.761,1
0.057,0.606,0.546,-11.597,6.348,25.269,1
0.047,0.656,0.533,-6.836,6.531,27.161,1
0.048,0.659,0.516,-5.066,5.798,25.33,1
0.06,0.662,0.49,-4.7,4.761,24.841,1
