aX,aY,aZ,gX,gY,gZ,sample
-0.451,-1.042,1.166,-5.615,47.607,-179.871,1
-0.081,-1.486,1.083,-22.156,56.58,-134.155,1
0.135,-1.633,0.896,165.955,23.132,-53.284,1
-0.264,-0.713,1.392,55.054,-17.7,33.447,1
0.236,0.691,-0.378,-109.375,-14.465,82.092,1
-0.095,-0.136,1.205,-104.492,-80.322,54.138,1
-0.156,-0.704,1.362,-116.333,-94.788,5.615,1
0.023,-0.264,1.118,-105.225,-91.187,5.859,1
0.051,-0.111,1.355,-146.79,-89.905,-19.958,1
-0.107,-0.278,1.302,-90.82,-74.219,-44.556,1
-0.161,-0.405,1.539,-78.003,-63.049,-51.941,1
-0.116,-0.481,1.707,-81.36,-42.114,-45.776,1
-0.119,-0.479,1.856,-86.67,-6.836,-35.278,1
0.103,0.052,0.553,-116.577,43.457,-19.714,1
0.087,0.066,0.333,-167.969,35.95,-26.917,1
-0.001,-0.103,0.734,-161.194,-42.419,-47.852,1
-0.094,-0.082,1.109,-101.868,-93.75,-43.091,1
-0.092,-0.051,1.099,-97.717,-101.196,-31.799,1
-0.027,-0.043,1.026,-110.657,-95.764,-20.813,1
0.006,-0.178,1.059,-110.779,-95.581,-20.935,1
-0.007,-0.193,1.23,-99.548,-90.759,-20.325,1
0.018,-0.13,1.379,-73.73,-74.585,-14.16,1
-0.021,0.041,1.318,-42.542,-48.035,-9.155,1
-0.257,0.187,1.269,-35.95,-20.447,-10.498,1
-0.32,0.246,1.03,-45.715,6.348,-22.217,1
-0.298,0.065,0.727,-74.768,25.574,-35.95,1
-0.274,0.047,0.645,-111.816,18.799,-34.79,1
-0.283,0.101,0.759,-104.736,-4.822,-23.437,1
-0.283,0.135,0.923,-100.281,-27.771,-15.259,1
-0.223,0.057,1.086,-97.656,-38.879,-19.409,1
-0.205,-0.064,1.164,-88.44,-39.856,-26.367,1
-0.237,-0.122,1.181,-71.35,-33.02,-24.353,1
-0.259,-0.108,1.208,-45.776,-30.151,-15.503,1
-0.319,-0.047,1.243,-29.053,-35.339,-6.958,1
-0.355,0.054,1.259,-22.461,-45.715,-2.747,1
-0.351,0.039,1.25,-20.386,-59.204,-4.883,1
-0.338,-0.022,1.229,-21.851,-70.618,-9.277,1
-0.322,-0.014,1.206,-18.311,-76.294,-6.531,1
-0.308,0.017,1.17,-12.512,-76.66,-1.282,1
-0.308,0.03,1.149,-11.353,-74.219,1.038,1
-0.294,0.004,1.117,-15.686,-71.655,-2.258,1
-0.308,-0.045,1.123,-20.996,-72.998,-9.155,1
-0.267,-0.079,1.127,-13.184,-76.355,-13.062,1
-0.225,0.024,1.073,-10.254,-73.792,-12.817,1
-0.308,-0.079,1.054,-10.498,-68.115,-15.137,1
-0.298,-0.051,0.996,-7.874,-63.354,-9.033,1
-0.324,0.044,0.939,-7.629,-60.303,-2.991,1
-0.286,0.053,0.923,-7.446,-63.416,-2.686,1
-0.306,0.056,0.964,-10.01,-67.322,-2.563,1
-0.3,0.137,0.996,-16.479,-70.313,1.343,1
-0.272,0.203,0.973,-21.912,-70.984,-0.916,1
-0.279,0.114,1.003,-31.677,-71.655,-13.794,1
-0.298,0.085,0.973,-40.344,-68.176,-22.461,1
-0.267,0.134,0.969,-46.692,-65.125,-27.1,1
-0.312,0.147,0.995,-48.828,-62.256,-29.724,1
-0.18,0.173,0.964,-50.72,-51.392,-26.428,1
-0.204,0.309,0.878,-59.937,-35.828,-20.752,1
-0.148,0.444,0.802,-71.838,-25.574,-23.01,1
-0.203,0.42,0.806,-82.031,-25.391,-31.738,1
-0.245,0.488,0.941,-98.022,-33.203,-32.166,1
-0.245,0.643,1.005,-114.014,-37.72,-29.724,1
-0.239,0.693,1.055,-124.268,-40.894,-38.635,1
-0.222,0.725,1.076,-143.86,-39.673,-44.067,1
-0.218,0.711,1.021,-170.837,-34.546,-45.532,1
-0.206,0.663,0.97,-194.153,-32.532,-46.204,1
-0.2,0.696,0.862,-216.125,-36.377,-36.255,1
-0.227,0.656,0.798,-230.591,-48.645,-21.79,1
-0.217,0.676,0.741,-243.042,-61.096,-3.296,1
-0.212,0.637,0.724,-250.122,-70.618,10.681,1
-0.154,0.608,0.801,-252.38,-72.632,12.573,1
-0.067,0.485,0.802,-255.92,-57.739,13.489,1
-0.08,0.467,0.677,-260.01,-31.616,23.865,1
-0.172,0.592,0.505,-258.301,-9.705,35.461,1
-0.365,0.65,0.441,-238.586,-3.235,36.926,1
-0.271,0.667,0.483,-233.459,-7.08,30.334,1
-0.18,0.59,0.441,-249.023,-1.892,16.296,1
-0.091,0.497,0.441,-267.212,17.517,-0.244,1
-0.067,0.467,0.343,-275.94,52.673,-14.099,1
