aX,aY,aZ,gX,gY,gZ,sample
0.18,-2.022,1.214,-42.542,-30.701,-162.048,1
0.198,-2.183,1.394,-26.672,-25.024,-148.682,1
0.329,-2.445,1.58,-12.024,-14.343,-139.16,1
0.509,-2.708,1.659,1.038,3.601,-127.991,1
0.622,-2.854,1.512,10.681,26.306,-110.779,1
0.639,-2.829,1.172,9.521,47.058,-86.792,1
0.546,-2.765,0.71,6.653,67.81,-57.922,1
0.478,-2.711,0.232,7.629,80.933,-24.658,1
0.427,-2.552,-0.18,5.798,73.364,8.301,1
0.413,-2.317,-0.394,4.089,56.396,39.856,1
0.451,-2.033,-0.377,3.296,34.912,69.153,1
0.495,-1.803,-0.212,5.493,12.756,92.224,1
0.582,-1.631,0.023,14.526,-1.16,104.736,1
0.641,-1.505,0.213,27.893,-8.606,106.079,1
0.669,-1.404,0.359,38.879,-10.986,103.21,1
0.678,-1.355,0.418,49.133,-5.554,101.379,1
0.637,-1.352,0.359,57.068,4.272,102.783,1
0.556,-1.344,0.236,54.565,14.832,110.352,1
0.476,-1.365,0.12,40.466,23.437,124.512,1
0.414,-1.402,0.032,23.56,28.015,142.822,1
0.359,-1.393,-0.061,10.01,26.611,162.659,1
0.312,-1.332,-0.107,5.493,22.095,179.504,1
0.273,-1.239,-0.121,10.986,16.174,190.857,1
0.24,-1.126,-0.128,23.621,9.583,195.679,1
0.218,-1.008,-0.132,39.246,4.7,195.984,1
0.186,-0.911,-0.173,53.04,1.709,195.801,1
0.134,-0.81,-0.209,60.242,-0.977,199.463,1
0.138,-0.731,-0.243,62.561,-4.272,206.848,1
0.15,-0.634,-0.229,62.622,-8.545,215.698,1
0.136,-0.494,-0.224,60.974,-14.893,224.548,1
0.148,-0.347,-0.201,61.096,-19.714,231.262,1
0.126,-0.192,-0.251,61.035,-24.231,235.413,1
0.137,-0.025,-0.231,58.716,-31.799,235.779,1
0.138,0.123,-0.234,53.833,-46.509,229.553,1
0.207,0.239,-0.196,50.232,-58.105,220.276,1
0.247,0.362,-0.145,48.157,-62.256,212.463,1
0.32,0.461,-0.053,44.006,-67.81,207.275,1
0.433,0.594,0.071,42.175,-71.655,202.087,1
0.544,0.764,0.23,47.363,-71.716,195.557,1
0.651,0.954,0.337,57.007,-72.754,185.059,1
0.752,1.142,0.413,66.528,-70.618,169.006,1
0.831,1.253,0.424,72.937,-67.261,150.513,1
0.908,1.292,0.41,76.66,-62.439,131.042,1
0.991,1.32,0.428,76.172,-55.237,113.464,1
1.061,1.372,0.454,72.815,-48.523,98.816,1
1.117,1.455,0.497,66.101,-44.8,85.327,1
1.184,1.512,0.575,56.335,-41.687,70.496,1
1.248,1.515,0.662,47.546,-35.583,53.162,1
1.303,1.464,0.724,40.71,-25.635,34.851,1
1.313,1.375,0.732,35.095,-12.756,17.822,1
1.286,1.262,0.695,29.297,1.282,3.113,1
1.238,1.138,0.633,22.705,15.442,-8.728,1
1.174,1.004,0.543,16.541,27.466,-20.02,1
1.11,0.883,0.458,10.132,36.865,-31.25,1
1.072,0.76,0.389,1.709,44.617,-41.382,1
1.03,0.663,0.327,-7.874,48.401,-47.852,1
1.016,0.63,0.298,-18.555,52.246,-51.819,1
1.0,0.628,0.298,-29.907,54.26,-54.626,1
0.993,0.6,0.299,-38.574,55.908,-59.021,1
0.978,0.54,0.283,-43.396,60.12,-65.491,1
0.966,0.469,0.252,-45.593,63.538,-72.632,1
0.942,0.393,0.203,-46.448,65.735,-78.064,1
0.915,0.326,0.145,-47.058,67.627,-82.214,1
0.873,0.249,0.089,-48.157,69.458,-85.083,1
0.836,0.175,0.046,-49.5,69.336,-87.219,1
0.8,0.082,0.002,-49.683,68.359,-89.294,1
0.773,-0.008,-0.034,-49.622,65.918,-91.248,1
0.746,-0.091,-0.078,-49.622,61.951,-92.468,1
0.742,-0.174,-0.096,-50.11,56.702,-90.942,1
0.742,-0.246,-0.108,-50.11,51.331,-87.402,1
0.748,-0.295,-0.113,-48.828,46.326,-83.496,1
