aX,aY,aZ,gX,gY,gZ,sample
0.562,-1.638,-0.65,95.581,-6.287,-65.979,1
0.519,-1.707,-0.727,96.68,-20.996,-34.546,1
0.503,-1.709,-0.808,91.98,-38.696,0,1
0.475,-1.624,-0.852,84.534,-60.242,36.804,1
0.429,-1.518,-0.767,77.454,-86.975,71.777,1
0.387,-1.418,-0.672,71.167,-113.403,102.051,1
0.344,-1.314,-0.524,61.707,-137.756,128.418,1
0.307,-1.226,-0.348,48.523,-160.461,152.771,1
0.284,-1.12,-0.137,31.006,-177.49,176.575,1
0.291,-1.005,0.094,13.855,-186.646,200.195,1
0.277,-0.886,0.289,2.808,-186.218,222.534,1
0.354,-0.755,0.508,-1.587,-176.208,244.446,1
0.4,-0.542,0.707,9.766,-155.151,258.484,1
0.417,-0.365,0.743,44.373,-130.188,262.085,1
0.388,-0.287,0.657,87.708,-108.704,259.094,1
0.375,-0.267,0.505,121.033,-96.313,255.493,1
0.316,-0.219,0.388,133.728,-94.055,257.507,1
0.278,-0.131,0.36,127.808,-99.365,258.606,1
0.256,-0.069,0.4,113.708,-111.816,257.263,1
0.261,-0.023,0.43,99.548,-117.126,255.981,1
0.243,-0.002,0.416,87.463,-116.516,256.775,1
0.232,-0.001,0.443,76.416,-118.042,259.155,1
0.253,0.04,0.549,66.406,-122.437,262.573,1
0.283,0.088,0.71,58.838,-124.329,268.433,1
0.288,0.22,0.861,57.739,-116.882,272.949,1
0.307,0.354,0.967,67.688,-102.112,275.635,1
0.308,0.453,1.002,87.341,-86.304,274.963,1
0.278,0.561,0.98,105.408,-71.777,271.423,1
0.236,0.698,0.899,111.389,-61.768,266.479,1
0.19,0.839,0.788,103.76,-56.152,260.986,1
0.158,0.968,0.719,85.083,-54.382,256.409,1
0.16,1.048,0.7,61.218,-53.711,252.014,1
0.194,1.117,0.748,38.33,-52.856,246.399,1
0.243,1.145,0.807,22.156,-50.293,238.342,1
0.291,1.134,0.874,16.296,-44.983,226.379,1
0.323,1.144,0.913,19.348,-37.048,213.501,1
0.296,1.157,0.905,28.748,-25.94,202.759,1
0.279,1.125,0.874,43.457,-13.55,190.735,1
0.265,1.108,0.844,59.143,-3.357,177.246,1
0.241,1.079,0.784,71.655,5.798,166.382,1
0.201,1.049,0.702,79.956,12.573,159.058,1
0.168,1.034,0.622,78.918,15.259,156.433,1
0.155,1.036,0.583,65.186,13.672,156.982,1
0.158,1.089,0.572,43.03,9.338,159.668,1
0.154,1.115,0.594,20.874,3.906,161.804,1
0.17,1.137,0.66,4.456,-1.465,159.18,1
