aX,aY,aZ,gX,gY,gZ,sample
0.812,-1.476,-0.307,28.809,-8.667,-63.782,1
0.831,-1.48,-0.277,13.855,-6.836,-56.641,1
0.806,-1.49,-0.307,1.526,-7.69,-49.927,1
0.825,-1.456,-0.273,-5.371,-7.568,-40.405,1
0.824,-1.452,-0.261,-7.69,-8.545,-28.809,1
0.817,-1.446,-0.233,-7.629,-10.742,-16.357,1
0.817,-1.427,-0.208,-8.362,-11.658,-3.479,1
0.805,-1.369,-0.178,-10.681,-11.597,9.644,1
0.796,-1.3,-0.171,-11.353,-11.536,22.888,1
0.81,-1.22,-0.149,-10.681,-10.254,35.034,1
0.797,-1.148,-0.143,-9.766,-10.193,46.265,1
0.79,-1.08,-0.134,-8.484,-9.46,55.786,1
0.788,-1.016,-0.139,-7.812,-9.094,64.697,1
0.787,-0.971,-0.143,-8.484,-8.911,71.533,1
0.783,-0.934,-0.156,-11.23,-8.667,75.806,1
0.791,-0.902,-0.172,-15.93,-8.118,78.369,1
0.799,-0.881,-0.189,-23.315,-7.568,78.857,1
0.803,-0.855,-0.206,-33.02,-7.507,77.393,1
0.807,-0.842,-0.225,-44.128,-7.385,75.195,1
0.811,-0.814,-0.241,-55.237,-7.385,73.059,1
0.808,-0.779,-0.247,-62.988,-8.484,73.181,1
0.785,-0.729,-0.24,-65.491,-9.888,76.599,1
0.766,-0.674,-0.22,-62.256,-12.207,84.167,1
0.747,-0.638,-0.197,-53.528,-14.221,94.238,1
0.738,-0.587,-0.151,-42.908,-15.015,105.164,1
0.722,-0.54,-0.126,-32.898,-16.479,116.15,1
0.714,-0.499,-0.1,-23.987,-17.7,125.671,1
0.703,-0.463,-0.084,-16.846,-17.944,133.179,1
0.689,-0.416,-0.069,-13.123,-17.944,139.16,1
0.695,-0.357,-0.059,-12.512,-17.578,143.433,1
0.715,-0.306,-0.053,-12.878,-18.066,145.63,1
0.72,-0.271,-0.049,-14.465,-19.104,143.799,1
0.725,-0.242,-0.057,-18.738,-19.531,139.526,1
0.722,-0.21,-0.058,-26.123,-20.325,134.094,1
0.715,-0.183,-0.049,-33.752,-21.179,128.296,1
0.695,-0.16,-0.022,-40.466,-22.156,122.437,1
0.681,-0.12,-0.001,-47.18,-23.499,117.493,1
0.662,-0.1,0.023,-51.575,-25.208,113.403,1
0.646,-0.098,0.05,-53.284,-26.062,110.229,1
0.649,-0.097,0.069,-55.847,-26.062,106.506,1
0.627,-0.101,0.092,-61.89,-24.719,101.501,1
0.614,-0.075,0.098,-69.885,-22.4,97.656,1
0.594,-0.026,0.114,-77.271,-18.372,96.619,1
0.611,0.044,0.13,-81.726,-12.451,97.595,1
0.616,0.143,0.114,-80.139,-6.531,101.685,1
0.638,0.246,0.097,-71.594,-1.526,108.948,1
0.679,0.334,0.092,-56.702,2.991,117.737,1
0.72,0.39,0.079,-39.429,5.737,125.366,1
