aX,aY,aZ,gX,gY,gZ,sample
-0.042,-0.13,1.006,-3.601,-2.808,6.775,1
-0.057,-0.125,1.003,-1.282,-2.38,4.028,1
-0.053,-0.115,1.007,-2.319,-5.432,1.709,1
-0.052,-0.089,1.017,-2.747,-6.47,-0.305,1
-0.057,-0.078,1.006,-1.465,-5.31,-1.343,1
-0.031,-0.079,1.012,-1.892,-5.432,-1.709,1
-0.047,-0.062,1.02,-2.686,-5.066,-2.563,1
-0.036,-0.054,1.013,-1.099,-3.479,-2.625,1
-0.034,-0.059,1.001,-1.282,-3.113,-1.831,1
-0.039,-0.071,0.997,-2.136,-2.563,-0.427,1
-0.046,-0.08,0.996,-2.747,-1.953,0.916,1
-0.05,-0.097,1,-2.686,-1.221,1.587,1
-0.042,-0.111,1.007,-2.625,-0.305,1.77,1
-0.038,-0.113,1.005,-1.953,0.305,1.099,1
-0.035,-0.104,1.001,-1.709,1.099,0.183,1
-0.032,-0.099,1.003,-1.587,1.77,-0.366,1
-0.03,-0.099,1.005,-1.709,2.38,-0.854,1
-0.023,-0.092,1.007,-1.587,2.136,-1.16,1
-0.025,-0.083,1.004,-1.404,1.465,-1.465,1
-0.031,-0.081,1,-1.892,1.16,-1.343,1
-0.032,-0.085,1,-2.563,1.343,-0.671,1
-0.03,-0.092,1.001,-3.113,1.526,0.366,1
-0.03,-0.098,1.005,-3.296,1.831,1.099,1
-0.026,-0.095,1.011,-3.357,1.709,0.977,1
-0.024,-0.09,1.004,-3.479,1.465,0.61,1
-0.024,-0.091,1.001,-3.479,1.465,0.183,1
-0.023,-0.092,1.011,-2.93,1.404,-0.366,1
-0.02,-0.082,1.013,-2.197,0.854,-1.099,1
-0.022,-0.077,1.007,-2.258,0.305,-1.587,1
-0.023,-0.082,1.001,-2.625,-0.244,-1.648,1
0.988,0.5,2.58,15.503,560.913,-12.451,2
0.258,0.953,3.637,38.574,555.664,-9.949,2
-0.014,0.61,4,32.532,498.413,2.197,2
-4,-1.26,3.959,-28.809,-78.979,-5.737,2
-1.116,-1.183,0.553,52.856,-270.752,-125.305,2
0.839,-0.125,0.561,12.695,24.536,-123.901,2
-0.363,0.847,0.86,19.592,-24.719,-124.146,2
-0.159,0.41,1.061,39.734,-52.917,-61.462,2
-0.177,0.053,0.862,25.818,-27.039,1.526,2
-0.121,-0.135,1.031,13.062,-2.747,22.949,2
-0.078,-0.175,1.049,5.676,5.676,30.273,2
-0.03,-0.174,1.008,3.845,3.723,32.959,2
-0.07,-0.179,0.977,1.343,-4.15,28.992,2
-0.027,-0.201,0.992,-2.319,-4.578,21.057,2
0.018,-0.128,1.04,-5.737,-2.93,13.062,2
-0.023,-0.111,0.984,-6.165,-8.545,6.226,2
-0.08,-0.071,0.969,-5.066,-8.545,-0.183,2
-0.057,-0.04,0.991,-5.31,0.183,-5.371,2
-0.069,-0.041,1.019,-5.676,2.625,-6.042,2
-0.068,-0.026,1.031,-4.15,2.38,-5.31,2
-0.059,-0.049,1.017,-0.732,1.343,-2.563,2
-0.065,-0.066,1.001,0.977,0.732,-0.977,2
-0.06,-0.077,1.008,0.488,1.099,-0.793,2
-0.064,-0.05,1.004,0.427,0.671,-1.831,2
-0.057,-0.071,1.02,1.343,0,-2.808,2
-0.071,-0.079,1.014,3.235,-0.549,-2.502,2
-0.035,-0.099,1.053,5.92,-0.549,-1.648,2
-0.061,-0.117,0.972,7.202,-7.385,-1.77,2
-0.048,-0.082,0.965,6.287,-7.874,-3.174,2
-0.041,-0.08,0.951,4.761,-1.099,-1.648,2
-0.031,-0.08,0.986,1.16,5.066,-1.526,2
-0.029,-0.052,0.997,-2.136,6.042,-2.625,2
-0.044,-0.048,0.987,-3.357,4.211,-2.502,2
-0.044,-0.062,1.01,-3.906,5.615,-1.465,2
-0.053,-0.065,1.007,-4.883,6.409,-0.977,2
-0.05,-0.068,1.017,-4.456,5.737,-0.854,2
-0.05,-0.074,1.016,-2.686,3.54,-0.854,2
-0.055,-0.075,1.005,-1.343,2.197,-0.977,2
-0.06,-0.076,1.004,-1.465,3.052,-0.916,2
-0.053,-0.069,1.003,-2.197,4.456,-0.061,2
-0.05,-0.069,1.014,-2.991,5.554,1.16,2
-0.049,-0.071,1.017,-3.235,6.042,1.892,2
-0.049,-0.069,1.009,-3.296,6.409,1.892,2
-0.046,-0.063,1.002,-4.028,6.897,1.648,2
-0.031,-0.067,1.005,-4.517,7.263,1.587,2
-0.036,-0.066,1.008,-4.211,6.897,1.404,2
-0.035,-0.078,1,-4.028,6.531,1.465,2
-0.029,-0.083,0.998,-5.188,6.409,0.977,2
-0.028,-0.082,0.999,-6.531,5.737,0,2
-0.033,-0.064,0.998,-6.714,5.005,-0.671,2
-0.021,-0.063,0.997,-5.432,4.761,-0.977,2
-0.025,-0.063,0.997,-3.418,4.15,-1.282,2
-0.024,-0.064,0.994,-2.136,3.357,-1.526,2
-0.03,-0.066,1.003,-1.404,2.441,-1.709,2
-0.032,-0.066,1.005,-0.854,1.709,-1.831,2
-0.023,-0.062,1.008,-0.671,1.709,-1.831,2
-0.023,-0.063,1.012,-1.038,1.77,-1.648,2
-0.027,-0.06,1.012,-1.831,1.831,-1.404,2
-0.027,-0.059,1.012,-2.136,2.747,-1.16,2
-0.037,-0.062,1.015,-2.625,4.211,-1.099,2
-0.04,-0.06,1.016,-3.235,6.531,-0.916,2
-0.031,-0.057,1.027,-4.7,8.911,-0.793,2
-0.005,-0.096,1.049,-6.287,12.146,-0.61,2
0.002,-0.088,1.061,-10.62,18.311,2.075,2
-0.001,-0.036,1.059,-15.869,26.611,5.371,2
-0.012,0,1.101,-18.25,35.156,4.028,2
-0.041,-0.02,1.167,-18.494,44.861,-1.77,2
-0.125,-0.093,1.266,-22.522,57.983,-9.827,2
-0.195,-0.141,1.354,-30.029,71.167,-19.043,2
-0.209,-0.217,1.516,-34.729,74.951,-28.076,2
-0.308,-0.317,1.672,-38.208,58.655,-35.461,2
-0.322,-0.318,1.722,-45.288,37.842,-40.833,2
-0.24,-0.194,1.697,-51.025,14.954,-42.664,2
-0.214,-0.203,1.681,-47.363,-15.869,-38.879,2
-0.126,-0.194,1.563,-43.762,-48.035,-32.166,2
-0.063,-0.061,1.511,-46.387,-72.632,-28.015,2
-0.075,0.042,1.559,-50.11,-97.534,-29.846,2
-0.158,0.067,1.635,-54.871,-119.69,-30.334,2
-0.252,-0.061,1.736,-63.599,-146.484,-24.963,2
-0.202,-0.168,1.786,-76.965,-180.664,-13.062,2
-0.089,-0.273,1.655,-91.736,-218.14,-0.61,2
-0.004,-0.145,1.523,-100.159,-250.061,7.751,2
0.037,0.009,1.359,-98.145,-275.635,15.93,2
0.119,0.203,1.097,-92.163,-291.016,22.522,2
0.108,0.466,1.037,-79.59,-296.021,22.522,2
0.089,0.382,1.036,-59.57,-300.293,20.447,2
0.211,0.291,0.814,-43.884,-304.443,8.85,2
0.263,0.263,0.503,-25.269,-307.129,-7.996,2
0.302,0.219,0.143,2.808,-304.199,-17.029,2
0.264,0.192,-0.243,31.25,-291.87,-23.682,2
0.239,0.221,-0.422,50.842,-260.986,-31.433,2
0.127,0.219,-0.498,58.716,-227.051,-18.555,2
0.093,0.045,-0.638,51.453,-196.716,4.395,2
0.085,0.045,-0.588,23.987,-140.015,16.113,2
0.236,0.101,-0.909,6.714,-57.251,29.602,2
0.216,0.102,-0.941,1.831,22.827,29.541,2
0.127,0.077,-0.856,3.784,89.661,31.677,2
0.312,-0.048,-0.825,4.333,159.79,31.738,2
0.54,-0.115,-0.876,0.488,231.384,17.334,2
0.8,-0.154,-0.786,1.465,304.077,-6.226,2
0.962,-0.106,-0.671,11.658,371.094,-24.414,2
1.341,-0.045,-0.297,35.4,458.252,-29.541,2
1.528,0.044,0.307,68.42,539.124,-18.372,2
1.419,0.434,1.597,116.76,612.244,8.057,2
1.21,0.576,2.943,183.228,654.175,59.448,2
0.583,0.017,3.772,234.375,634.583,124.939,2
-0.063,-0.838,3.996,227.539,549.316,158.142,2
-0.558,-0.86,3.971,153.503,433.35,127.319,2
-0.162,-0.91,4,73.853,298.279,70.251,2
-0.814,-0.665,3.745,-10.681,-32.715,26.001,2
-0.426,-0.376,1.821,-37.415,-176.086,-25.94,2
-0.121,-0.143,1.457,-32.349,-59.204,-44.495,2
0.074,0.162,1.827,-2.075,19.226,-26.855,2
-0.255,0.267,1.945,43.823,-33.936,6.592,2
-0.242,0.02,2.171,78.796,-97.717,35.583,2
-0.286,-0.173,2.279,71.289,-151.489,45.227,2
-0.188,-0.176,2.429,36.133,-199.341,25.513,2
0.013,-0.091,2.388,2.991,-258.606,0.122,2
0.296,-0.099,2.137,-15.686,-330.505,-20.752,2
-0.007,0.6,4,74.524,622.131,61.829,3
-3.833,-2.439,3.89,57.8,222.107,95.337,3
1.281,-0.281,0.225,-23.437,-47.485,-22.339,3
-0.56,1.054,1.491,-46.143,43.884,-102.6,3
-0.215,0.322,1.433,66.406,11.414,-95.398,3
-0.289,0.271,0.754,100.22,48.34,-44.495,3
-0.419,0.081,1.374,97.9,97.656,1.282,3
-0.521,-0.277,1.963,109.802,91.125,43.396,3
-0.434,-0.438,2.141,89.966,68.909,46.631,3
-0.354,-0.508,2.067,40.833,14.099,22.949,3
-0.149,-0.506,1.957,-31.189,-62.927,-15.869,3
-0.035,-0.486,1.878,-111.633,-139.282,-60.73,3
-0.019,-0.54,1.775,-166.992,-210.205,-89.294,3
0.101,-0.593,1.606,-188.599,-277.1,-89.661,3
0.263,-0.487,1.266,-182.495,-324.097,-73.486,3
0.382,-0.337,0.965,-157.654,-341.553,-54.81,3
0.486,-0.088,0.556,-128.479,-343.872,-46.936,3
0.377,0.169,0.331,-104.248,-327.026,-58.105,3
0.19,0.203,0.427,-81.421,-307.678,-66.467,3
-0.019,0.191,0.76,-66.589,-288.025,-71.594,3
-0.144,0.017,0.845,-54.321,-282.471,-64.453,3
-0.017,-0.094,0.562,-43.823,-274.048,-55.237,3
0.071,-0.131,0.196,-34.241,-259.583,-46.875,3
0.134,0.034,-0.157,-27.893,-246.033,-37.476,3
0.229,0.151,-0.47,-25.391,-228.821,-28.564,3
0.12,0.559,-0.332,-29.541,-198.608,-10.986,3
0.094,0.336,-0.563,-23.499,-172.485,34.241,3
0.159,0.2,-0.929,-20.386,-95.459,52.002,3
0.203,0.29,-0.827,-20.02,2.563,47.791,3
0.047,0.307,-0.407,-7.446,83.557,47.607,3
0.194,0.037,-0.246,9.827,163.818,62.622,3
0.453,-0.169,-0.318,15.137,222.534,66.284,3
0.552,-0.31,-0.329,23.743,271.667,54.321,3
0.669,-0.211,-0.174,43.213,334.167,46.082,3
0.931,-0.118,0.094,76.66,403.198,45.227,3
1.117,-0.147,0.514,112.244,469.971,54.871,3
0.887,0.073,1.316,140.259,529.602,74.768,3
-4,0.949,4,204.712,677.307,97.717,3
1.907,-2.361,3.872,206.604,715.332,141.174,3
0.324,-0.186,-0.066,-53.711,37.17,-1.343,3
-0.516,0.816,1.605,-32.959,-28.687,-81.177,3
0.069,-0.001,0.843,53.284,5.737,-48.096,3
-0.289,-0.066,0.717,58.777,38.818,-38.94,3
-0.308,0.102,1.13,50.049,62.988,-25.024,3
-0.178,-0.116,1.143,55.664,51.331,5.066,3
-0.241,-0.179,1.161,56.702,63.538,7.324,3
-0.167,-0.016,1.129,35.706,99.487,-2.563,3
-0.212,0.129,1.27,-2.258,97.412,-13.611,3
-0.262,-0.003,1.596,-31.494,85.266,-25.146,3
-0.316,-0.188,1.849,-64.087,41.504,-35.095,3
-0.274,-0.312,1.791,-98.938,-36.133,-43.335,3
-0.172,-0.386,1.677,-121.521,-106.384,-47.485,3
0.003,-0.37,1.438,-133.972,-149.17,-48.218,3
0.114,-0.285,1.19,-141.479,-175.842,-61.218,3
0.046,0.113,1.16,-142.883,-188.538,-78.735,3
-0.044,0.057,1.326,-129.578,-191.467,-76.111,3
-0.058,0.092,1.519,-116.333,-197.571,-71.35,3
-0.125,0.063,1.641,-112.122,-213.379,-74.707,3
-0.102,-0.007,1.645,-103.638,-241.211,-74.097,3
-0.09,-0.036,1.597,-87.952,-274.292,-63.538,3
-0.034,-0.006,1.439,-63.904,-302.368,-35.217,3
0.326,0.02,0.946,-28.992,-319.824,6.348,3
0.633,0.167,0.278,5.615,-323.486,29.236,3
0.621,0.241,-0.293,30.884,-314.27,33.508,3
0.523,0.225,-0.654,34.058,-288.208,37.415,3
0.318,0.282,-0.923,26.978,-240.662,50.598,3
0.199,0.239,-0.858,31.921,-149.78,61.646,3
0.189,0.202,-0.766,31.799,-64.392,72.021,3
0.383,0.058,-0.892,30.579,11.719,75.562,3
0.305,0.152,-0.758,32.471,75.806,74.097,3
0.249,0.16,-0.382,44.067,133.85,79.346,3
0.443,0.03,-0.373,61.584,195.19,89.6,3
0.69,-0.111,-0.385,77.332,245.3,101.318,3
0.874,-0.189,-0.416,88.074,275.757,108.398,3
1.021,-0.265,-0.092,94.238,331.787,102.844,3
1.166,-0.28,0.45,89.6,409.668,100.342,3
-0.223,-0.219,2.622,77.637,492.981,95.52,3
-3.926,-1.562,4,55.359,727.112,74.219,3
1.065,0.327,1.003,-110.229,383.179,25.94,3
0.454,-0.293,0.764,-38.269,-29.175,-36.621,3
-0.296,0.423,1.231,13.916,-19.897,-60.242,3
-0.058,-0.039,0.629,32.227,0.366,-30.334,3
-0.28,-0.062,0.956,20.325,14.343,-24.597,3
-0.105,0.025,1.113,22.583,24.231,-9.277,3
-0.053,-0.131,1.032,35.522,26.428,2.075,3
-0.103,-0.208,0.917,40.588,34.79,0.366,3
0.01,-0.213,0.784,22.827,34.546,-1.587,3
-0.021,-0.121,0.91,-6.226,13.306,0,3
-0.048,-0.071,1.029,-21.301,2.93,3.052,3
-0.087,-0.052,1.029,-20.447,-2.319,4.578,3
-0.043,-0.037,1.002,-13.306,-2.869,5.127,3
-0.007,-0.041,0.984,-8.118,-6.104,4.211,3
-0.001,-0.035,1.001,-4.333,-7.996,2.991,3
0.016,-0.024,1.01,-2.808,-8.545,2.319,3
0.034,-0.048,1.013,-3.723,-8.24,-2.014,3
0.017,-0.081,1.036,-5.188,-5.859,-7.202,3
0.012,-0.074,1.022,-5.31,-3.662,-9.644,3
0.011,-0.069,1.02,-5.493,-1.709,-8.789,3
-0.012,-0.068,1.016,-5.676,-1.526,-7.507,3
-0.018,-0.057,1.016,-4.7,-1.587,-5.066,3
-0.014,-0.057,1.018,-3.784,-1.648,-2.502,3
-0.017,-0.06,1.012,-3.54,-2.319,-1.648,3
-0.027,-0.054,1.009,-3.662,-2.686,-0.671,3
-0.034,-0.061,1.013,-4.15,-2.625,1.282,3
-0.016,-0.078,1.027,-5.249,-2.869,2.808,3
-0.04,-0.062,1.008,-6.897,-5.066,1.709,3
-0.045,-0.007,1.001,-8.423,-4.395,1.404,3
-0.037,0.008,1,-8.545,-2.075,5.066,3
-0.051,-0.006,1.001,-9.46,-0.061,7.996,3
-0.056,-0.034,1.025,-9.399,1.892,9.033,3
-0.073,-0.03,1.045,-8.301,0.732,7.507,3
-0.083,-0.021,1.09,-4.15,-0.854,3.54,3
-0.24,-0.132,1.12,2.38,-1.465,-1.77,3
-0.175,-0.127,1.118,-4.272,6.836,-8.484,3
-0.003,-0.083,0.939,-11.23,15.747,-12.817,3
0.102,-0.018,0.868,1.465,9.827,-8.606,3
0.127,0.027,0.879,2.991,1.099,-2.075,3
0.086,0.058,0.928,-2.014,0.061,-0.305,3
-0.044,-0.054,1.003,2.441,-2.197,-0.854,3
-0.006,-0.341,1.218,-31.25,10.864,-26.184,4
-0.012,-0.184,1.005,-31.616,11.902,-23.926,4
0.197,-0.062,0.918,-49.622,16.235,-20.752,4
0.432,0.127,0.857,-36.621,6.409,-14.343,4
0.312,0.047,0.903,-18.494,-6.042,-15.747,4
0.154,-0.004,1.014,-3.052,-6.104,-8.057,4
0.135,-0.037,1.038,0.427,3.174,-0.854,4
0.172,-0.024,1.016,-3.235,7.874,3.296,4
0.212,0,0.972,-6.958,8.118,5.066,4
0.221,0.019,0.931,-9.155,4.944,3.113,4
0.199,0.038,0.939,-6.104,-1.282,-0.732,4
0.15,0.042,0.975,-4.395,-6.714,-2.991,4
0.123,0.025,0.997,4.15,-8.545,-3.723,4
0.133,0.028,1.024,4.822,-5.005,-3.479,4
0.144,-0.036,1,11.78,-1.587,-2.747,4
0.157,-0.1,1.045,10.559,4.15,1.404,4
0.179,-0.139,1.103,8.545,13.306,7.935,4
0.225,-0.162,1.101,0.732,24.292,15.747,4
0.299,-0.061,1.072,-9.949,36.682,23.315,4
0.344,-0.052,1.016,-14.221,44.861,26.672,4
0.345,-0.059,0.993,-21.79,50.049,31.738,4
0.319,-0.024,0.984,-30.823,50.354,34.973,4
0.259,0.003,0.935,-36.56,45.105,33.813,4
0.164,0.021,0.881,-39.978,33.875,29.175,4
0.048,0.062,0.876,-39.49,22.644,23.132,4
0.049,0.176,0.787,-28.564,13.184,14.893,4
0.12,0.129,0.925,7.751,6.653,2.075,4
0.192,0.085,1.114,34.058,18.982,-0.122,4
0.188,0.062,1.092,35.034,32.776,10.681,4
0.142,-0.018,1.014,16.724,33.508,20.508,4
0.184,-0.055,0.97,-11.597,28.748,19.531,4
0.29,0.193,0.996,-44.25,18.311,11.78,4
0.358,0.451,0.86,-44.312,9.46,-2.502,4
0.206,0.762,0.829,-30.457,-1.587,-30.518,4
0.195,0.33,0.59,18.494,-12.939,-73.608,4
0.247,0.108,0.633,89.966,-17.395,-80.505,4
0.287,-0.077,0.767,138.306,-16.357,-72.876,4
0.293,-0.304,1.037,152.832,-26.428,-62.134,4
0.215,-0.36,1.255,116.516,-39.001,-40.71,4
0.206,-0.428,1.145,61.035,-37.659,-27.222,4
0.144,-0.304,1.076,34.058,-27.405,-16.113,4
0.083,-0.224,1.107,27.71,-20.325,-2.747,4
0.218,-0.333,1.011,23.071,-8.911,5.859,4
0.342,-0.326,0.934,5.737,0.977,17.883,4
0.396,-0.252,0.909,-14.16,9.583,28.015,4
0.518,0.113,0.524,-30.212,8.667,31.494,4
0.429,0.318,0.326,22.156,-44.006,9.155,4
0.287,0.069,1.243,129.517,-108.032,-7.507,4
0.01,-0.047,1.354,107.239,-94.849,23.193,4
-0.18,-0.364,1.294,94.482,-77.759,22.095,4
-0.196,-0.378,1.135,55.054,-55.664,-0.366,4
-0.023,-0.367,1.011,5.493,-29.358,-0.854,4
0.068,-0.265,0.986,-22.095,-9.888,10.01,4
0.156,-0.155,0.922,-36.255,-5.737,16.113,4
0.32,-0.072,0.833,-48.523,-7.141,12.939,4
0.406,0.014,0.831,-53.101,-7.874,3.723,4
0.333,0.064,0.925,-43.823,-8.911,-2.563,4
0.222,0.036,0.998,-27.222,-9.216,-3.906,4
0.139,-0.018,1.025,-11.475,-6.287,-2.93,4
0.053,-0.085,1.027,-3.906,-3.174,0.916,4
-0.007,-0.134,1.045,-2.502,3.906,5.859,4
0.002,-0.161,1.043,-6.775,9.949,8.606,4
0.098,-0.151,1.005,-13.977,13.855,8.545,4
0.184,-0.085,0.966,-18.494,14.343,9.216,4
0.223,-0.069,0.976,-12.39,9.583,8.85,4
0.214,-0.081,0.995,-3.174,4.211,6.714,4
0.218,-0.11,0.996,3.662,0.61,3.479,4
0.245,-0.139,0.941,5.981,-1.831,0.244,4
0.2,-0.14,0.92,11.292,-7.812,-2.258,4
0.137,-0.116,0.975,17.7,-16.785,-5.493,4
0.073,-0.094,1.072,19.043,-21.484,-8.667,4
0.05,-0.086,1.086,11.108,-16.907,-11.23,4
0.063,-0.1,1.023,3.174,-11.169,-9.888,4
0.08,-0.099,1.006,-2.441,-5.981,-5.432,4
0.122,-0.073,0.993,-6.775,0.122,-1.221,4
0.147,-0.077,0.955,-6.836,4.15,2.075,4
0.138,-0.076,0.939,-1.831,3.113,4.333,4
0.119,-0.081,0.949,6.409,-0.061,4.822,4
0.134,-0.053,0.942,14.954,-2.625,3.845,4
0.202,-0.016,0.953,25.33,-5.371,-0.366,4
0.242,0.001,0.996,36.743,-7.69,-5.31,4
0.207,-0.057,0.998,43.091,-9.949,-8.545,4
0.162,-0.13,1.01,43.884,-13.123,-8.85,4
0.125,-0.182,1.017,35.706,-10.742,-7.996,4
0.098,-0.214,1.001,25.757,-5.981,-6.592,4
0.083,-0.232,1.006,15.503,-2.747,-5.432,4
0.074,-0.21,1.028,2.441,2.686,-4.272,4
0.095,-0.218,0.996,-12.573,10.01,-5.554,4
0.116,-0.192,0.988,-26.428,16.541,-7.935,4
0.082,-0.172,0.958,-34.424,19.775,-8.972,4
0.082,-0.134,0.916,-34.546,17.212,-10.132,4
0.142,-0.075,0.904,-25.94,9.033,-8.85,4
0.23,-0.039,0.97,-9.705,0,-6.653,4
0.234,-0.044,1.033,6.775,-5.737,-7.019,4
0.204,-0.023,1.01,16.479,-7.751,-8.728,4
0.229,-0.055,1.001,22.217,-8.85,-12.329,4
0.211,-0.118,1.029,22.766,-9.094,-15.991,4
0.178,-0.208,1.034,18.982,-5.798,-15.991,4
0.131,-0.279,1.012,9.949,0.977,-12.329,4
0.07,-0.29,0.993,-4.517,9.155,-8.423,4
0.042,-0.263,0.982,-20.935,17.09,-5.554,4
0.042,-0.239,0.992,-35.706,23.682,-3.296,4
0.016,-0.197,0.977,-49.805,29.297,-1.892,4
0.043,-0.175,0.963,-58.411,31.555,-0.488,4
0.024,-0.136,0.963,-61.829,31.25,1.648,4
0.07,-0.105,0.963,-56.641,26.855,8.545,4
0.143,-0.056,0.976,-48.706,22.4,13.733,4
0.211,0.009,0.971,-40.894,16.724,13.794,4
0.264,0.035,0.977,-32.959,12.146,10.803,4
0.304,0.043,0.998,-22.888,8.667,7.141,4
0.244,0.007,0.987,-15.015,6.409,2.747,4
0.172,-0.023,0.97,-11.841,5.554,-0.977,4
0.147,-0.058,0.979,-11.719,5.92,-3.113,4
0.135,-0.073,0.983,-10.62,6.592,-3.784,4
0.159,-0.056,0.94,-8.789,3.662,-4.578,4
0.265,-0.045,0.918,1.038,-9.277,-6.836,4
0.185,-0.045,0.998,15.869,-20.996,-6.775,4
0.135,-0.081,0.993,15.747,-17.883,-6.287,4
0.167,-0.083,0.964,14.099,-16.418,-6.226,4
0.762,-1.039,0.91,-48.889,-288.574,213.196,5
1.009,-0.988,0.821,-40.527,-326.294,213.928,5
1.039,-0.983,0.695,-31.677,-362.793,208.923,5
1.035,-1.17,0.431,-30.151,-390.93,213.013,5
1.013,-1.454,0.042,-42.908,-411.621,225.22,5
0.924,-1.855,-0.405,-66.223,-427.307,232.544,5
0.785,-2.088,-0.749,-95.825,-428.223,237.976,5
