aX,aY,aZ,gX,gY,gZ,Sample No
0.804,0.473,-0.321,2.197,-0.488,0.122,16
0.808,0.478,-0.324,2.136,-0.427,0.793,16
0.809,0.482,-0.324,1.831,-0.427,0.916,16
0.806,0.484,-0.316,1.282,-0.427,0.488,16
0.802,0.484,-0.311,1.343,-0.549,0.366,16
0.799,0.485,-0.308,1.77,-0.854,0.732,16
0.803,0.492,-0.299,1.892,-0.61,0.977,16
0.81,0.492,-0.296,2.502,-0.183,0.732,16
0.809,0.487,-0.302,3.296,-0.183,0.305,16
0.802,0.48,-0.316,4.333,-0.793,0.366,16
0.799,0.476,-0.329,4.7,-1.221,0.732,16
0.803,0.478,-0.329,3.601,-1.038,1.465,16
0.805,0.49,-0.312,1.892,-0.122,1.953,16
0.803,0.492,-0.301,1.465,0.549,2.075,16
0.803,0.49,-0.308,1.709,0.427,2.014,16
0.798,0.485,-0.322,2.319,-0.122,2.38,16
0.795,0.481,-0.331,2.441,-0.854,2.563,16
0.796,0.487,-0.329,1.404,-0.854,2.808,16
0.796,0.494,-0.313,-0.061,-0.366,2.625,16
0.795,0.495,-0.302,-0.061,-0.061,2.258,16
0.791,0.492,-0.306,1.099,-0.549,2.136,16
0.791,0.486,-0.318,1.953,-1.465,1.892,16
0.791,0.476,-0.33,2.502,-2.075,1.831,16
0.79,0.476,-0.328,1.526,-2.258,1.831,16
0.784,0.476,-0.318,0.427,-2.441,2.014,16
2.181,1.374,-0.262,168.03,120.605,-86.426,17
1.436,1.451,-1.11,188.538,5.859,-38.513,17
0.505,0.907,-1.049,106.812,-73.608,-16.785,17
0.438,0.536,-0.764,28.137,-27.344,-13.672,17
0.708,0.217,-0.52,-4.028,-3.418,-8.545,17
0.847,0.054,-0.323,-17.7,-10.559,-5.005,17
0.836,0.042,-0.172,-36.438,-9.155,-1.038,17
0.791,0.117,-0.117,-50.781,0.977,4.333,17
0.761,0.218,-0.166,-51.392,4.333,7.935,17
0.776,0.303,-0.208,-43.091,1.587,6.287,17
0.77,0.369,-0.162,-36.499,-1.526,2.502,17
0.759,0.441,-0.099,-31.189,-3.54,-0.488,17
0.786,0.503,-0.087,-24.536,-3.235,-2.075,17
0.827,0.541,-0.127,-15.564,-3.906,-3.54,17
0.848,0.542,-0.201,-5.981,-6.287,-5.615,17
0.862,0.522,-0.265,-0.977,-7.446,-7.08,17
0.878,0.499,-0.298,0.366,-7.446,-6.226,17
0.876,0.47,-0.313,-0.977,-6.836,-3.479,17
0.88,0.447,-0.333,-4.7,-5.249,0.549,17
0.887,0.458,-0.332,-10.864,-3.052,5.859,17
0.895,0.473,-0.307,-17.517,-0.854,10.559,17
0.851,0.469,-0.258,-22.949,0.549,14.709,17
0.867,0.532,-0.256,-25.024,-0.854,19.409,17
0.884,0.594,-0.251,-26.733,1.343,19.653,17
0.822,0.615,-0.225,-26.001,5.371,20.203,17
0.855,0.655,-0.201,-22.583,10.01,18.86,17
0.888,0.652,-0.226,-16.907,12.878,13.733,17
0.891,0.64,-0.255,-11.963,10.437,10.01,17
0.871,0.632,-0.27,-10.071,6.409,5.31,17
0.839,0.615,-0.275,-9.338,3.296,0.977,17
0.806,0.589,-0.278,-9.521,1.282,-1.404,17
0.781,0.565,-0.281,-11.23,0.61,-1.77,17
0.766,0.547,-0.289,-13.733,0.977,-0.732,17
0.763,0.532,-0.289,-16.846,1.343,0.916,17
0.769,0.521,-0.283,-19.836,1.953,2.991,17
0.777,0.509,-0.28,-22.583,2.441,4.883,17
0.779,0.497,-0.278,-24.475,2.014,5.92,17
0.783,0.482,-0.273,-25.391,0.916,6.836,17
0.788,0.469,-0.256,-26.001,-0.305,7.202,17
0.797,0.455,-0.25,-25.879,-0.916,7.324,17
0.796,0.436,-0.255,-24.841,-1.709,6.592,17
0.793,0.412,-0.265,-23.437,-2.747,6.409,17
0.792,0.394,-0.278,-22.278,-3.357,6.775,17
0.788,0.384,-0.278,-21.423,-3.845,7.385,17
0.797,0.367,-0.28,-20.752,-3.479,6.958,17
0.8,0.349,-0.29,-19.958,-3.235,6.592,17
0.795,0.334,-0.3,-19.104,-4.028,6.653,17
0.788,0.324,-0.308,-18.127,-4.883,7.08,17
0.791,0.32,-0.307,-17.7,-5.31,7.507,17
0.795,0.331,-0.289,-17.7,-5.432,7.812,17
0.803,0.334,-0.273,-17.151,-4.639,7.446,17
0.809,0.332,-0.277,-15.137,-3.967,6.47,17
0.805,0.323,-0.297,-12.085,-4.333,5.493,17
0.801,0.313,-0.317,-8.972,-5.31,4.761,17
0.799,0.313,-0.33,-7.08,-5.92,4.761,17
0.8,0.324,-0.328,-6.226,-5.798,4.761,17
0.804,0.327,-0.327,-5.432,-5.005,4.089,17
0.806,0.33,-0.333,-3.845,-4.517,3.723,17
0.802,0.335,-0.343,-2.197,-5.066,3.784,17
0.799,0.336,-0.353,-1.099,-5.615,3.845,17
0.799,0.346,-0.354,-0.549,-6.042,4.333,17
0.81,0.361,-0.344,-0.793,-5.127,4.578,17
0.82,0.374,-0.343,-0.427,-3.967,4.395,17
0.823,0.381,-0.348,0.916,-4.15,4.028,17
0.822,0.389,-0.356,1.831,-5.005,3.662,17
0.821,0.399,-0.359,2.075,-5.188,3.662,17
0.819,0.411,-0.353,1.892,-5.31,4.272,17
0.824,0.436,-0.33,0.854,-4.028,5.127,17
0.846,0.455,-0.312,0.427,-1.953,5.127,17
0.856,0.465,-0.318,1.465,-0.854,4.639,17
0.86,0.465,-0.335,3.296,-1.404,4.028,17
0.861,0.463,-0.347,4.272,-2.136,3.357,17
0.857,0.466,-0.348,3.723,-2.563,2.563,17
0.849,0.474,-0.338,2.197,-1.831,2.014,17
0.85,0.483,-0.324,1.038,-0.854,1.831,17
0.853,0.488,-0.32,0.488,0.305,1.404,17
0.85,0.489,-0.326,0.916,0.305,1.404,17
0.848,0.486,-0.331,1.038,0.061,1.343,17
0.848,0.489,-0.329,0.488,0.305,0.916,17
0.852,0.491,-0.318,-0.793,0.854,0.244,17
0.85,0.487,-0.309,-1.526,1.282,-0.488,17
0.842,0.48,-0.305,-1.709,1.16,-1.038,17
0.834,0.475,-0.308,-1.831,0.977,-1.221,17
0.825,0.471,-0.305,-1.953,0.854,-1.221,17
0.825,0.47,-0.298,-2.686,1.526,-1.099,17
0.827,0.469,-0.299,-3.052,2.686,-1.404,17
0.823,0.462,-0.303,-2.93,2.747,-1.709,17
0.811,0.454,-0.307,-2.563,1.831,-1.831,17
0.8,0.454,-0.302,-2.625,1.648,-1.831,17
0.791,0.448,-0.293,-2.502,1.404,-1.526,17
0.79,0.443,-0.292,-2.747,1.831,-1.16,17
0.79,0.44,-0.292,-2.686,2.075,-0.671,17
0.789,0.416,-0.298,-2.441,1.953,-0.427,17
0.785,0.456,-0.299,-2.808,1.282,-1.221,17
0.775,0.428,-0.295,-1.953,0.732,0.488,17
0.79,0.435,-0.295,-1.526,1.099,0.61,17
0.798,0.433,-0.287,-1.648,1.221,1.038,17
0.799,0.434,-0.28,-1.343,0.854,1.16,17
0.799,0.428,-0.281,-0.488,0.488,0.916,17
0.796,0.422,-0.289,0.488,-0.061,0.854,17
0.793,0.421,-0.293,1.221,-0.61,1.16,17
0.807,0.426,-0.292,1.648,0,1.404,17
0.818,0.43,-0.291,1.526,0.854,1.099,17
0.818,0.436,-0.29,1.831,0.916,0.793,17
0.815,0.442,-0.295,2.38,0.61,0.732,17
0.811,0.445,-0.307,3.418,0.183,0.549,17
0.807,0.446,-0.314,3.784,0,0.366,17
0.807,0.446,-0.317,3.601,0,0.183,17
0.806,0.45,-0.318,3.052,-0.061,0.244,17
0.803,0.453,-0.322,2.747,-0.122,-0.061,17
0.801,0.453,-0.324,2.747,-0.549,-0.366,17
0.804,0.454,-0.318,2.563,-0.977,-0.488,17
0.81,0.456,-0.313,2.441,-0.671,-0.549,17
0.814,0.457,-0.312,2.258,-0.061,-0.793,17
0.816,0.457,-0.316,2.319,0,-0.977,17
0.816,0.458,-0.323,2.38,-0.305,-0.854,17
0.815,0.46,-0.326,2.441,-0.549,-0.549,17
0.811,0.465,-0.321,1.892,-0.61,-0.427,17
0.81,0.465,-0.316,1.282,-0.183,-0.671,17
2.14,1.648,1.501,148.376,110.352,-79.529,18
1.545,1.202,-1.298,305.115,64.27,-57.983,18
0.712,1.029,-1.277,196.472,-74.158,-2.319,18
0.512,0.63,-0.822,77.271,-55.847,5.432,18
0.743,0.279,-0.608,18.494,-0.244,4.761,18
0.892,-0.053,-0.437,6.958,-4.944,-3.479,18
0.887,-0.079,-0.208,-13,-13.916,-2.869,18
0.881,0.056,-0.131,-32.898,-3.479,-0.122,18
0.834,0.218,-0.25,-38.574,2.258,0.244,18
0.829,0.352,-0.32,-37.476,-2.136,-3.235,18
0.839,0.432,-0.287,-39.429,-5.249,-8.362,18
0.822,0.474,-0.186,-42.542,-6.897,-12.146,18
0.829,0.479,-0.12,-41.443,-8.972,-13.428,18
0.844,0.477,-0.109,-35.339,-10.437,-13.672,18
0.847,0.48,-0.129,-27.222,-10.925,-13.672,18
0.848,0.486,-0.17,-18.799,-10.437,-12.207,18
0.853,0.48,-0.22,-11.169,-9.033,-8.728,18
0.858,0.466,-0.268,-6.531,-6.348,-3.845,18
0.874,0.479,-0.296,-5.676,-3.601,0.916,18
0.877,0.465,-0.309,-5.981,-1.282,6.958,18
0.886,0.45,-0.329,-6.653,0.793,11.78,18
0.888,0.441,-0.333,-9.521,2.014,14.099,18
0.892,0.474,-0.329,-13.977,2.563,14.893,18
0.896,0.468,-0.325,-16.846,3.296,15.442,18
0.897,0.461,-0.322,-18.921,3.357,14.038,18
0.896,0.478,-0.303,-20.996,2.319,12.634,18
0.897,0.469,-0.291,-19.836,0.305,12.329,18
0.888,0.47,-0.281,-18.188,-1.282,10.864,18
0.877,0.457,-0.281,-16.724,-2.38,9.827,18
0.865,0.473,-0.257,-16.541,-3.235,9.277,18
0.856,0.487,-0.25,-14.709,-3.235,8.728,18
0.844,0.481,-0.249,-12.085,-2.686,7.996,18
0.839,0.472,-0.248,-10.132,-1.709,6.775,18
0.828,0.515,-0.236,-9.521,-0.183,5.371,18
0.837,0.5,-0.236,-7.263,2.441,4.333,18
0.855,0.484,-0.254,-4.883,4.517,2.502,18
0.853,0.471,-0.269,-4.639,4.15,1.587,18
0.847,0.463,-0.276,-5.432,3.296,0.671,18
0.837,0.449,-0.278,-6.409,2.991,-0.488,18
0.826,0.437,-0.268,-7.507,2.625,-1.16,18
0.825,0.43,-0.255,-8.728,2.869,-1.404,18
0.822,0.424,-0.247,-9.521,3.479,-0.854,18
0.817,0.417,-0.248,-9.583,3.723,0,18
0.817,0.416,-0.247,-8.728,3.784,0.916,18
0.822,0.422,-0.24,-8.057,4.15,1.343,18
0.826,0.418,-0.242,-6.897,4.333,0.854,18
0.818,0.405,-0.252,-5.249,3.662,0.366,18
0.809,0.395,-0.266,-3.845,2.808,0.305,18
0.806,0.392,-0.277,-3.54,2.441,0.671,18
0.813,0.394,-0.28,-4.333,2.625,1.16,18
0.816,0.394,-0.28,-5.31,3.235,1.282,18
0.817,0.392,-0.283,-5.676,2.991,1.343,18
0.814,0.388,-0.289,-5.127,1.953,1.343,18
0.813,0.383,-0.292,-4.883,1.099,1.526,18
0.809,0.392,-0.285,-5.188,0.732,2.014,18
0.811,0.398,-0.265,-5.005,1.16,2.38,18
0.824,0.397,-0.266,-3.357,2.319,2.136,18
0.827,0.401,-0.28,-1.892,2.563,2.075,18
0.824,0.396,-0.298,0,1.465,2.075,18
0.824,0.389,-0.319,1.099,0.977,2.441,18
0.826,0.39,-0.333,0.793,0.916,2.869,18
0.83,0.404,-0.334,-0.61,1.343,2.93,18
0.833,0.407,-0.327,-1.465,1.953,2.502,18
0.838,0.411,-0.326,-2.197,2.136,2.014,18
0.836,0.413,-0.328,-2.441,1.648,1.526,18
0.833,0.41,-0.332,-2.319,1.099,1.343,18
0.83,0.41,-0.335,-2.93,1.404,1.77,18
0.835,0.424,-0.331,-4.211,2.319,2.502,18
0.84,0.437,-0.32,-5.127,3.174,2.625,18
0.844,0.437,-0.322,-4.639,3.479,2.136,18
0.846,0.433,-0.33,-3.357,2.991,1.648,18
0.849,0.432,-0.338,-2.808,2.319,1.16,18
0.849,0.433,-0.339,-3.296,2.075,0.549,18
0.845,0.438,-0.324,-4.333,2.197,-0.244,18
0.843,0.434,-0.314,-4.395,2.38,-0.916,18
0.842,0.427,-0.316,-3.662,2.319,-1.221,18
0.844,0.421,-0.322,-3.174,2.258,-1.282,18
0.847,0.419,-0.324,-3.845,2.563,-0.732,18
0.851,0.429,-0.316,-5.005,3.174,-0.305,18
0.85,0.444,-0.295,-5.737,3.845,-0.427,18
0.849,0.445,-0.289,-5.188,4.761,-1.282,18
0.847,0.438,-0.298,-3.723,4.517,-1.831,18
0.841,0.429,-0.311,-2.441,3.906,-1.892,18
0.836,0.429,-0.315,-2.441,3.723,-1.953,18
0.827,0.435,-0.308,-3.174,4.089,-2.075,18
0.813,0.43,-0.303,-2.869,4.211,-2.075,18
0.806,0.424,-0.313,-2.197,3.906,-1.831,18
0.803,0.421,-0.325,-1.831,3.601,-1.282,18
0.802,0.42,-0.329,-2.197,3.601,-0.61,18
0.801,0.428,-0.311,-2.869,3.601,-0.366,18
0.803,0.429,-0.302,-2.93,3.906,-0.305,18
0.806,0.42,-0.308,-1.587,3.174,0,18
0.809,0.413,-0.315,-0.916,2.319,0.366,18
0.814,0.412,-0.317,-1.16,1.831,0.732,18
0.813,0.418,-0.312,-1.709,1.587,0.977,18
0.809,0.421,-0.297,-1.77,1.77,0.793,18
0.812,0.415,-0.298,-0.61,1.709,0.671,18
0.812,0.407,-0.311,0.61,1.282,1.16,18
0.811,0.402,-0.324,1.038,1.16,1.709,18
0.81,0.401,-0.33,0.61,1.221,2.319,18
0.812,0.409,-0.323,-0.305,1.099,2.869,18
0.82,0.415,-0.317,-0.793,1.831,2.563,18
0.823,0.415,-0.322,-0.244,1.892,2.136,18
0.821,0.407,-0.334,0.916,0.732,1.526,18
0.823,0.4,-0.343,0.854,0.183,1.16,18
0.822,0.403,-0.346,0.122,-0.183,0.854,18
0.822,0.403,-0.341,-1.099,0.183,0.427,18
0.829,0.408,-0.333,-1.892,0.305,0.183,18
0.833,0.409,-0.33,-2.197,0.183,0.061,18
0.834,0.411,-0.326,-2.136,0.061,-0.549,18
0.836,0.409,-0.324,-1.831,-0.122,-1.16,18
0.835,0.403,-0.329,-1.465,-0.061,-1.648,18
0.83,0.401,-0.336,-1.16,-0.427,-1.953,18
0.824,0.401,-0.334,-0.916,-0.61,-1.953,18
0.822,0.401,-0.328,-0.854,-0.061,-1.892,18
0.826,0.4,-0.33,-0.977,0.854,-1.953,18
0.825,0.4,-0.338,-0.854,1.282,-1.77,18
0.826,0.4,-0.346,-0.854,0.916,-1.526,18
0.831,0.407,-0.341,-1.404,0.671,-1.221,18
2.031,2.273,3.276,199.463,84.351,-80.139,19
1.629,0.835,-1.352,500.488,58.716,-99.67,19
0.855,1.076,-1.846,339.05,-80.994,-40.344,19
0.655,0.774,-1.107,141.174,-82.947,-12.085,19
0.646,0.394,-0.837,35.95,-5.737,-9.705,19
0.784,-0.115,-0.649,20.996,-14.954,-29.724,19
0.802,-0.229,-0.367,-0.122,-42.786,-32.471,19
0.851,-0.059,-0.189,-32.532,-33.752,-21.667,19
0.818,0.125,-0.181,-52.429,-19.348,-16.479,19
0.766,0.24,-0.234,-54.993,-22.644,-18.921,19
0.774,0.32,-0.214,-54.993,-26.978,-20.813,19
0.806,0.381,-0.129,-59.387,-24.719,-19.47,19
0.834,0.413,-0.034,-63.66,-21.057,-17.09,19
0.855,0.417,0.004,-62.5,-18.25,-14.709,19
0.878,0.427,0.001,-57.007,-15.381,-12.634,19
0.907,0.451,-0.041,-49.316,-12.268,-10.498,19
0.937,0.446,-0.085,-38.513,-10.254,-8.057,19
0.966,0.435,-0.134,-27.771,-8.667,-5.92,19
0.982,0.424,-0.179,-19.165,-7.019,-3.357,19
0.981,0.412,-0.216,-13.367,-5.188,-1.038,19
0.963,0.406,-0.24,-11.169,-2.747,3.052,19
0.97,0.399,-0.253,-11.658,-0.488,7.69,19
0.971,0.402,-0.249,-14.893,1.648,10.559,19
0.961,0.388,-0.249,-18.25,2.319,13.062,19
0.951,0.416,-0.246,-20.813,1.709,14.038,19
0.945,0.431,-0.247,-23.132,1.343,14.771,19
0.928,0.43,-0.259,-23.926,1.709,14.893,19
0.918,0.43,-0.255,-24.475,1.77,14.221,19
0.904,0.43,-0.251,-24.109,1.343,13.611,19
0.89,0.42,-0.242,-22.705,0.793,13.245,19
0.874,0.432,-0.238,-20.752,-0.122,13.489,19
0.868,0.431,-0.25,-18.433,0.122,13.611,19
0.852,0.429,-0.252,-17.883,1.16,13.489,19
0.843,0.479,-0.21,-19.409,3.357,13.062,19
0.875,0.482,-0.208,-17.639,8.118,11.108,19
0.889,0.47,-0.218,-14.343,8.789,8.85,19
0.889,0.463,-0.22,-12.329,6.409,6.775,19
0.891,0.457,-0.224,-11.536,4.883,3.967,19
0.888,0.44,-0.226,-11.414,4.15,1.343,19
0.877,0.421,-0.224,-11.292,3.418,-0.671,19
0.864,0.407,-0.216,-11.536,2.869,-1.587,19
0.857,0.392,-0.208,-11.536,2.502,-1.831,19
0.854,0.376,-0.21,-10.62,2.747,-1.343,19
0.846,0.367,-0.219,-10.254,2.991,-0.61,19
0.84,0.363,-0.222,-9.766,3.052,0.61,19
0.842,0.361,-0.22,-9.277,2.869,2.014,19
0.845,0.361,-0.222,-8.728,2.747,3.174,19
0.845,0.362,-0.227,-8.362,2.808,4.272,19
0.848,0.36,-0.23,-7.874,2.686,4.883,19
0.854,0.363,-0.227,-7.874,2.686,5.249,19
0.854,0.367,-0.224,-7.874,2.93,5.066,19
0.853,0.364,-0.229,-7.324,2.869,4.944,19
0.844,0.36,-0.234,-5.981,1.77,5.371,19
0.843,0.358,-0.239,-5.066,1.587,6.165,19
0.849,0.362,-0.241,-5.005,1.465,6.348,19
0.85,0.362,-0.247,-4.395,1.038,5.92,19
0.851,0.359,-0.25,-3.662,0.366,5.066,19
0.851,0.356,-0.259,-2.93,-0.122,4.333,19
0.851,0.35,-0.262,-2.563,-0.671,3.845,19
0.842,0.346,-0.26,-2.075,-1.099,3.418,19
0.835,0.343,-0.261,-2.075,-1.099,3.601,19
0.833,0.344,-0.262,-1.892,-1.465,4.333,19
0.834,0.351,-0.262,-1.587,-1.465,5.554,19
0.841,0.362,-0.259,-1.77,-1.16,6.775,19
0.853,0.369,-0.26,-1.77,-0.61,7.385,19
0.863,0.368,-0.268,-1.465,-0.61,7.141,19
0.869,0.372,-0.271,-1.648,-1.404,6.592,19
0.872,0.376,-0.259,-1.77,-1.892,5.92,19
0.871,0.372,-0.259,-1.343,-2.319,4.517,19
0.868,0.363,-0.265,-0.854,-2.625,3.784,19
0.864,0.356,-0.276,-0.366,-2.869,3.662,19
0.865,0.359,-0.281,-0.793,-2.93,3.906,19
0.87,0.368,-0.262,-1.465,-2.38,4.15,19
0.883,0.369,-0.254,-1.465,-1.343,3.784,19
0.887,0.368,-0.256,-0.793,-1.282,3.235,19
0.885,0.363,-0.262,0.488,-2.014,2.93,19
0.883,0.355,-0.267,1.099,-2.686,2.93,19
0.877,0.362,-0.263,0.854,-2.563,3.113,19
0.878,0.367,-0.247,-0.122,-1.831,3.052,19
0.884,0.369,-0.239,-0.183,-0.854,2.869,19
0.881,0.375,-0.238,0.549,-0.671,2.869,19
0.882,0.375,-0.244,1.709,-0.977,2.93,19
0.876,0.373,-0.252,2.502,-1.221,2.625,19
0.865,0.376,-0.251,2.502,-1.16,2.441,19
0.858,0.379,-0.249,2.136,-0.916,2.258,19
0.856,0.379,-0.249,2.136,-0.61,2.441,19
0.849,0.384,-0.251,2.258,-0.916,3.052,19
0.847,0.388,-0.25,2.502,-1.099,3.479,19
0.848,0.394,-0.251,2.502,-0.732,3.418,19
0.841,0.396,-0.254,2.319,-0.732,3.296,19
0.831,0.39,-0.259,2.502,-1.343,3.601,19
0.826,0.394,-0.26,2.563,-1.648,4.456,19
0.83,0.409,-0.245,1.953,-1.16,5.798,19
0.842,0.411,-0.235,2.258,-0.366,6.47,19
0.849,0.414,-0.238,2.686,-0.244,6.714,19
0.856,0.414,-0.247,3.174,-0.671,6.47,19
0.862,0.411,-0.253,3.418,-1.404,6.104,19
0.868,0.412,-0.253,3.113,-1.892,5.859,19
0.866,0.425,-0.231,2.197,-1.892,5.615,19
0.869,0.423,-0.214,2.258,-1.343,4.883,19
0.875,0.418,-0.218,3.784,-0.977,4.822,19
0.879,0.415,-0.231,4.761,-0.854,4.883,19
0.882,0.411,-0.245,5.249,-0.732,4.883,19
0.877,0.41,-0.249,4.578,-0.427,4.883,19
0.869,0.419,-0.238,3.174,0.061,4.822,19
0.871,0.422,-0.229,2.991,0.977,4.822,19
0.873,0.42,-0.235,3.296,1.709,4.578,19
0.872,0.414,-0.246,4.333,1.221,4.333,19
0.875,0.411,-0.256,4.761,0.916,3.906,19
0.875,0.412,-0.26,3.967,0.916,3.601,19
0.869,0.414,-0.257,2.869,1.16,3.052,19
0.864,0.414,-0.25,2.197,1.16,2.563,19
0.867,0.419,-0.246,1.648,1.404,2.563,19
0.876,0.42,-0.242,1.404,2.075,2.258,19
0.873,0.428,-0.234,1.404,2.38,1.526,19
0.864,0.424,-0.233,2.014,1.953,0.977,19
0.862,0.414,-0.242,3.296,1.709,0.427,19
0.857,0.415,-0.245,3.479,1.404,0.244,19
0.849,0.416,-0.244,3.174,1.465,0.183,19
1.616,1.185,-0.865,254.761,71.533,-52.063,20
0.927,1.246,-1.176,188.538,-40.955,1.77,20
0.58,0.854,-1.047,88.501,-35.889,8.606,20
0.685,0.507,-0.648,21.362,15.93,0.854,20
0.829,0.11,-0.426,10.62,5.127,-4.517,20
0.943,-0.037,-0.276,-7.446,-10.071,-5.066,20
0.885,0.086,-0.134,-37.598,-8.179,-0.488,20
0.776,0.135,-0.137,-52.063,-3.296,1.77,20
0.713,0.146,-0.166,-50.659,-5.249,0.671,20
0.748,0.206,-0.181,-47.668,-5.859,0.671,20
0.779,0.301,-0.111,-48.096,-5.249,0.122,20
0.796,0.386,-0.029,-46.997,-3.54,-1.465,20
0.817,0.453,0.01,-39.368,-1.648,-2.747,20
0.862,0.5,-0.028,-26.978,-1.953,-4.456,20
0.89,0.54,-0.106,-14.343,-4.272,-5.859,20
0.896,0.543,-0.179,-4.395,-6.897,-6.226,20
0.9,0.53,-0.235,0.244,-7.507,-4.7,20
0.891,0.494,-0.255,1.038,-6.287,-1.587,20
0.889,0.464,-0.264,0,-4.028,3.662,20
0.895,0.441,-0.271,-2.441,-1.038,9.766,20
0.9,0.421,-0.281,-6.531,2.197,14.343,20
0.899,0.439,-0.277,-11.536,4.822,16.602,20
0.896,0.447,-0.262,-15.808,6.042,18.494,20
0.903,0.45,-0.254,-17.761,7.08,18.982,20
0.912,0.44,-0.256,-19.592,7.202,18.066,20
0.909,0.468,-0.249,-21.118,6.226,16.296,20
0.89,0.484,-0.242,-21.423,4.7,15.015,20
0.874,0.499,-0.25,-19.531,3.052,11.475,20
0.87,0.509,-0.249,-18.188,1.648,8.301,20
0.851,0.513,-0.236,-16.357,-0.61,7.019,20
0.835,0.511,-0.22,-15.259,-1.282,4.517,20
0.831,0.535,-0.204,-13.916,0.061,2.747,20
0.833,0.53,-0.195,-12.085,2.136,2.502,20
0.848,0.526,-0.205,-10.864,3.845,2.258,20
0.858,0.525,-0.217,-10.986,4.639,2.136,20
0.866,0.526,-0.223,-12.207,4.822,1.953,20
0.87,0.526,-0.219,-13.611,4.639,1.16,20
0.871,0.518,-0.214,-14.282,4.333,-0.061,20
0.869,0.51,-0.212,-14.587,3.967,-0.977,20
0.865,0.506,-0.204,-15.747,4.028,-1.526,20
0.857,0.505,-0.193,-16.602,4.089,-1.648,20
0.861,0.5,-0.188,-17.09,5.127,-1.526,20
0.856,0.498,-0.187,-17.151,5.615,-1.16,20
0.843,0.492,-0.189,-16.724,5.615,-0.488,20
0.837,0.488,-0.194,-16.052,5.371,0.244,20
0.828,0.489,-0.197,-15.93,5.005,0.854,20
0.818,0.491,-0.202,-16.235,4.944,2.075,20
0.81,0.492,-0.206,-17.09,5.249,3.174,20
0.807,0.494,-0.208,-17.883,5.31,4.761,20
0.806,0.496,-0.208,-18.494,5.432,6.226,20
0.807,0.493,-0.215,-18.616,5.249,7.202,20
0.804,0.486,-0.225,-18.372,4.822,7.751,20
0.801,0.474,-0.24,-17.761,3.784,8.179,20
0.798,0.457,-0.255,-17.334,2.808,8.301,20
0.798,0.441,-0.27,-16.724,1.709,8.728,20
0.799,0.426,-0.285,-16.174,0.854,9.216,20
0.8,0.413,-0.297,-16.602,-0.061,9.216,20
0.797,0.4,-0.307,-16.785,-1.099,9.155,20
0.797,0.387,-0.309,-17.09,-2.258,8.911,20
0.798,0.373,-0.313,-17.517,-2.991,8.667,20
0.801,0.357,-0.317,-17.578,-3.967,8.057,20
0.802,0.343,-0.319,-17.09,-5.188,7.446,20
0.803,0.334,-0.311,-17.212,-6.042,6.531,20
0.806,0.318,-0.302,-16.541,-7.08,5.493,20
0.809,0.304,-0.299,-15.381,-8.118,4.944,20
0.822,0.295,-0.293,-14.343,-8.301,4.639,20
0.833,0.286,-0.286,-13.306,-8.484,3.967,20
0.839,0.279,-0.278,-11.475,-8.545,3.296,20
0.846,0.277,-0.272,-9.827,-8.301,2.747,20
0.856,0.274,-0.272,-7.812,-7.996,2.014,20
0.858,0.271,-0.271,-6.104,-7.629,1.404,20
0.862,0.27,-0.271,-4.822,-6.836,1.038,20
0.869,0.272,-0.266,-3.906,-5.859,0.732,20
0.872,0.279,-0.259,-3.052,-5.249,0.61,20
0.877,0.288,-0.253,-2.38,-4.211,0.61,20
0.881,0.297,-0.254,-1.404,-3.113,0.488,20
0.883,0.306,-0.26,-0.061,-2.319,0.366,20
0.882,0.318,-0.265,1.221,-1.526,-0.183,20
0.879,0.331,-0.266,2.014,-0.977,-0.671,20
0.872,0.35,-0.268,2.625,-0.671,-1.526,20
0.868,0.362,-0.271,3.357,-0.488,-2.014,20
0.865,0.375,-0.276,3.906,0.244,-2.258,20
0.86,0.389,-0.282,3.662,0.61,-2.441,20
0.859,0.403,-0.283,2.991,1.282,-2.441,20
0.861,0.417,-0.282,2.319,1.892,-2.441,20
0.864,0.43,-0.282,1.709,2.625,-2.441,20
0.865,0.439,-0.284,2.014,2.38,-2.625,20
0.859,0.443,-0.287,2.38,1.526,-2.93,20
0.851,0.445,-0.289,2.869,0.977,-3.54,20
0.839,0.449,-0.287,3.113,0.61,-3.906,20
0.829,0.448,-0.286,3.357,0.549,-3.967,20
0.82,0.443,-0.284,3.601,0.183,-3.601,20
0.819,0.44,-0.289,3.662,-0.122,-2.991,20
0.821,0.441,-0.305,3.296,-0.244,-2.563,20
0.829,0.432,-0.302,2.014,-0.793,-2.441,20
0.824,0.431,-0.295,0.732,-0.854,-2.258,20
0.829,0.438,-0.284,-0.977,-0.61,-2.075,20
0.829,0.441,-0.273,-1.709,-0.793,-1.709,20
0.832,0.444,-0.246,-2.014,-1.099,-1.526,20
0.834,0.447,-0.23,-1.16,-1.282,-1.343,20
0.834,0.445,-0.226,0.732,-1.404,-1.038,20
0.837,0.433,-0.23,2.808,-1.709,-0.488,20
0.84,0.429,-0.24,3.845,-1.77,0,20
0.841,0.426,-0.25,3.845,-1.221,0.427,20
0.841,0.422,-0.25,3.357,-0.793,0.854,20
0.841,0.422,-0.249,2.625,-0.854,1.587,20
0.838,0.427,-0.243,2.258,-0.977,1.953,20
0.837,0.43,-0.234,2.258,-0.977,1.953,20
0.84,0.429,-0.231,2.869,-0.916,2.014,20
