aX,aY,aZ,gX,gY,gZ,sample
0.093,-0.149,2.103,671.753,656.372,-67.139,1
2.654,-0.727,1.373,539.734,750.549,7.385,1
2.471,-0.034,-0.265,189.331,383.484,112.976,1
0.859,-0.47,0.968,46.631,42.175,73.364,1
0.594,-0.521,0.746,5.188,-31.86,47.302,1
0.921,-0.066,0.471,-4.944,-7.69,55.786,1
0.823,-0.042,0.549,-17.7,-26.001,64.331,1
0.803,0.108,0.798,-42.236,-54.81,58.228,1
1.151,0.177,1.005,-68.909,-75.928,30.151,1
1.322,0.192,1.327,-88.074,-107.178,5.005,1
1.14,0.052,1.973,-92.651,-127.136,-10.62,1
0.867,-0.081,1.977,-74.768,-77.087,-11.902,1
0.747,-0.114,1.386,-45.044,19.348,-10.315,1
0.552,-0.201,0.709,-14.893,87.524,-19.043,1
0.58,-0.229,0.309,12.817,97.107,-16.785,1
0.556,-0.233,0.241,26.245,83.069,-5.005,1
0.609,-0.184,0.161,24.414,75.684,4.089,1
0.671,-0.154,0.166,12.024,68.176,9.155,1
0.72,-0.114,0.217,-5.066,50.415,14.099,1
0.718,-0.091,0.379,-21.606,29.724,17.517,1
0.73,-0.079,0.482,-32.227,20.935,17.578,1
0.768,-0.093,0.492,-36.133,20.081,16.357,1
0.784,-0.131,0.538,-39.612,16.418,16.357,1
0.777,-0.109,0.601,-44.8,14.587,20.569,1
0.733,-0.08,0.592,-48.035,18.677,26.123,1
0.719,-0.052,0.531,-46.082,23.193,28.442,1
0.722,-0.016,0.503,-40.161,23.315,26.794,1
0.725,0.036,0.477,-33.264,21.057,21.912,1
0.731,0.062,0.48,-26.855,16.296,14.221,1
0.744,0.074,0.513,-21.301,9.521,7.69,1
0.756,0.067,0.545,-17.212,4.028,3.601,1
0.774,0.047,0.593,-14.709,1.526,0.854,1
0.777,0.079,0.629,-13.55,0.671,-0.854,1
0.781,0.085,0.66,-14.038,0.061,-3.357,1
0.793,0.067,0.678,-15.442,-0.366,-5.127,1
0.783,0.032,0.696,-16.785,1.465,-5.249,1
0.77,0.035,0.686,-16.968,6.714,-3.723,1
0.772,0.026,0.603,-15.625,15.32,-2.93,1
0.78,0.002,0.529,-14.221,18.799,-4.333,1
0.795,-0.04,0.512,-13.672,15.93,-6.653,1
0.811,-0.055,0.526,-14.709,12.207,-8.057,1
0.819,-0.052,0.565,-16.418,9.216,-9.155,1
0.816,-0.044,0.595,-16.296,7.507,-10.681,1
0.807,-0.024,0.599,-14.648,8.667,-10.864,1
0.821,-0.021,0.602,-14.099,11.719,-10.864,1
0.822,-0.037,0.594,-13.062,15.076,-12.024,1
0.81,-0.056,0.57,-10.193,17.029,-12.878,1
0.807,-0.062,0.54,-6.409,17.151,-12.512,1
0.809,-0.06,0.524,-4.7,16.479,-11.353,1
0.805,-0.05,0.529,-5.432,15.869,-8.728,1
0.807,-0.045,0.526,-7.08,15.991,-5.737,1
0.81,-0.045,0.505,-7.202,16.968,-4.639,1
0.81,-0.05,0.484,-5.737,16.174,-4.944,1
0.811,-0.062,0.476,-3.967,13.489,-5.31,1
0.82,-0.074,0.459,-2.38,11.719,-5.798,1
0.811,-0.038,0.469,-2.502,9.644,-4.822,1
0.809,-0.016,0.479,-4.272,8.362,-3.601,1
0.817,-0.032,0.482,-5.188,8.057,-4.395,1
0.827,-0.051,0.497,-5.31,6.958,-5.249,1
0.829,-0.053,0.515,-5.005,5.554,-4.944,1
0.833,-0.054,0.526,-3.601,5.981,-4.7,1
0.826,-0.057,0.517,-2.014,6.653,-3.845,1
0.822,-0.051,0.509,-1.526,7.324,-3.052,1
0.825,-0.037,0.514,-1.465,7.141,-2.563,1
0.822,-0.026,0.523,-1.587,5.615,-2.014,1
0.822,-0.031,0.529,-1.526,4.578,-2.014,1
0.827,-0.055,0.525,0.061,4.639,-2.869,1
0.836,-0.065,0.52,2.808,4.272,-3.296,1
0.842,-0.062,0.529,4.578,3.235,-3.174,1
0.844,-0.056,0.543,5.92,2.258,-3.296,1
