aX,aY,aZ,gX,gY,gZ,sample
0.278,0.727,0.582,2.869,-0.244,-1.709,1
0.277,0.728,0.587,3.174,-1.099,-0.183,1
0.278,0.731,0.584,3.357,-1.648,0.854,1
0.276,0.736,0.58,3.052,-1.404,0.732,1
0.268,0.733,0.579,2.258,-1.343,0.061,1
0.27,0.735,0.578,1.465,-0.732,-0.183,1
0.278,0.747,0.572,0.671,-0.671,0.244,1
0.279,0.749,0.576,0.305,-1.099,-0.366,1
0.273,0.743,0.584,0.366,-1.099,-1.038,1
0.27,0.745,0.582,0.366,-0.732,-1.038,1
0.263,0.747,0.58,0.488,-0.366,-0.671,1
0.256,0.742,0.592,0.427,-0.671,-0.122,1
0.254,0.74,0.592,0.671,-0.488,1.221,1
0.252,0.741,0.583,1.099,-0.244,2.563,1
0.252,0.736,0.583,0.61,-0.061,3.418,1
0.253,0.738,0.581,-0.183,0.122,3.601,1
0.255,0.744,0.583,-0.671,0.549,3.479,1
0.264,0.751,0.584,-1.465,1.526,2.441,1
0.278,0.756,0.583,-1.892,3.235,0.977,1
0.276,0.748,0.583,-1.831,4.578,-1.099,1
0.279,0.749,0.583,-2.014,5.92,-2.258,1
0.283,0.748,0.579,-1.77,7.202,-2.991,1
0.273,0.745,0.584,-1.465,7.324,-2.93,1
0.266,0.738,0.592,-0.854,6.958,-2.441,1
0.267,0.74,0.589,0.305,6.531,-0.793,1
0.694,0.876,-0.551,-199.036,39.49,-5.493,2
0.297,0.914,0.693,-245.605,24.292,-35.583,2
-0.47,1.498,1.113,-153.809,9.338,-11.902,2
0.315,1.241,0.308,-11.475,23.621,-42.419,2
0.087,0.739,0.457,57.251,-18.25,-47.18,2
0.013,0.849,0.706,45.898,-54.749,-2.319,2
0.115,1.139,0.687,48.34,-41.26,28.137,2
0.189,1.169,0.584,50.842,-26.611,32.349,2
0.177,1.088,0.562,53.528,-11.414,15.198,2
0.128,1.026,0.47,57.312,9.888,-2.808,2
0.12,0.969,0.293,56.152,28.198,-12.085,2
0.124,0.936,0.177,43.945,35.4,-14.404,2
0.241,0.837,0.35,26.55,44.189,-9.277,2
0.244,0.711,0.507,20.996,38.513,-5.737,2
0.304,0.666,0.522,28.564,30.334,1.282,2
0.378,0.622,0.481,35.4,31.372,8.423,2
0.456,0.591,0.454,36.194,31.006,7.568,2
0.511,0.57,0.441,33.63,31.372,3.906,2
0.537,0.567,0.427,29.724,32.837,-0.183,2
0.535,0.563,0.429,24.597,33.081,-2.991,2
0.526,0.562,0.45,19.165,31.494,-4.028,2
0.506,0.574,0.459,15.381,28.32,-3.479,2
0.477,0.588,0.475,12.085,23.132,-0.488,2
0.459,0.614,0.506,7.874,15.869,5.92,2
0.438,0.661,0.545,4.7,8.972,12.878,2
0.417,0.703,0.57,3.052,3.845,16.663,2
0.387,0.732,0.587,2.686,0.671,17.395,2
0.345,0.738,0.597,2.93,-0.061,14.954,2
0.306,0.728,0.611,2.502,-0.488,10.864,2
0.277,0.72,0.618,1.526,1.831,7.324,2
0.268,0.727,0.611,0.244,5.066,4.7,2
0.273,0.735,0.61,-0.854,7.629,3.052,2
0.288,0.743,0.602,-0.671,8.057,2.747,2
0.312,0.753,0.593,0.366,7.263,3.296,2
0.328,0.761,0.589,1.099,6.104,3.174,2
0.333,0.759,0.595,2.136,4.395,2.563,2
0.339,0.755,0.591,3.418,3.479,2.991,2
0.351,0.755,0.576,4.456,3.845,3.967,2
0.357,0.756,0.561,4.517,4.272,3.967,2
0.368,0.757,0.558,3.723,3.906,3.54,2
0.371,0.76,0.556,3.357,3.479,3.662,2
0.377,0.758,0.552,3.418,2.869,3.54,2
0.38,0.758,0.544,3.54,2.625,3.296,2
0.385,0.759,0.535,3.662,2.38,2.625,2
0.382,0.758,0.536,3.54,1.648,1.831,2
0.377,0.75,0.541,3.54,0.488,1.16,2
0.375,0.74,0.54,3.723,-0.183,0.488,2
0.37,0.733,0.542,3.296,-0.488,-0.549,2
0.359,0.721,0.545,2.991,-0.122,-1.831,2
0.348,0.715,0.54,2.747,0.122,-2.014,2
0.341,0.716,0.53,2.319,0.305,-0.977,2
0.336,0.717,0.534,1.526,-0.427,0.488,2
0.332,0.722,0.545,1.465,-2.136,2.441,2
0.332,0.733,0.545,1.587,-2.808,3.967,2
0.336,0.739,0.549,1.343,-2.258,4.272,2
0.342,0.747,0.55,1.404,-0.793,3.662,2
0.348,0.752,0.543,1.587,0.244,2.563,2
0.349,0.744,0.536,1.648,1.038,0.977,2
0.351,0.743,0.535,1.648,1.465,-0.122,2
0.354,0.745,0.53,1.465,1.831,-0.854,2
0.351,0.737,0.529,1.831,1.465,-1.465,2
0.342,0.727,0.53,1.77,0.854,-1.587,2
0.338,0.727,0.533,1.465,0.549,-0.916,2
0.344,0.726,0.535,1.282,0.061,0.183,2
0.339,0.729,0.532,1.587,0.244,1.038,2
0.33,0.727,0.54,1.282,0.854,0.854,2
0.329,0.728,0.546,1.221,1.587,0.549,2
0.34,0.738,0.531,1.831,2.625,0.854,2
0.348,0.737,0.527,1.587,2.869,0.427,2
0.347,0.728,0.535,1.16,2.136,-0.183,2
0.351,0.731,0.536,1.099,2.136,-0.183,2
0.353,0.732,0.536,0.854,1.892,0,2
0.352,0.732,0.54,1.16,1.77,-0.061,2
0.346,0.732,0.54,1.099,1.709,0.183,2
0.337,0.734,0.545,0.916,2.197,0.488,2
0.332,0.737,0.552,1.038,2.625,0.916,2
0.335,0.742,0.55,1.77,2.563,1.892,2
0.341,0.746,0.54,2.625,2.014,3.174,2
0.346,0.75,0.54,2.563,1.221,3.662,2
0.347,0.751,0.546,2.197,1.038,3.479,2
0.347,0.752,0.547,1.587,1.343,3.113,2
0.345,0.751,0.548,1.343,1.892,2.686,2
0.354,0.75,0.546,1.038,2.014,1.831,2
0.355,0.748,0.544,1.16,2.319,0.671,2
0.352,0.742,0.55,0.854,2.441,-0.427,2
0.352,0.738,0.549,1.587,2.991,-0.366,2
0.354,0.736,0.542,2.563,2.747,0.488,2
0.349,0.731,0.539,2.808,2.075,1.16,2
0.346,0.729,0.545,2.014,2.075,1.648,2
0.347,0.733,0.547,0.977,2.563,1.953,2
0.347,0.733,0.544,0.793,2.686,2.197,2
0.349,0.735,0.545,0.671,2.441,2.258,2
0.347,0.745,0.549,0.977,2.075,1.892,2
0.343,0.745,0.548,1.282,1.953,0.549,2
0.339,0.737,0.548,0.854,2.747,-1.404,2
0.339,0.73,0.539,0.671,3.601,-2.136,2
0.341,0.725,0.531,0.366,3.54,-1.221,2
0.341,0.72,0.532,-0.183,2.93,-0.061,2
0.342,0.725,0.535,-0.732,2.136,1.282,2
0.342,0.732,0.545,-1.099,1.953,2.197,2
0.347,0.736,0.546,-0.488,2.258,2.258,2
0.354,0.735,0.537,0.549,2.869,1.953,2
0.363,0.734,0.529,0.305,3.296,1.831,2
0.365,0.732,0.527,-0.183,3.052,1.709,2
0.362,0.731,0.528,-0.244,2.747,1.77,2
0.364,0.736,0.531,-0.061,1.892,2.258,2
0.361,0.743,0.532,-0.793,1.404,1.953,2
0.353,0.742,0.545,-1.526,1.587,0.671,2
0.341,0.739,0.554,-2.014,2.197,-0.732,2
0.331,0.738,0.552,-1.831,2.869,-1.343,2
0.332,0.737,0.549,-1.099,2.869,-0.854,2
0.337,0.742,0.543,0,2.197,0.061,2
0.342,0.744,0.541,0.793,1.282,0.488,2
0.353,0.747,0.544,1.038,1.343,0.305,2
0.355,0.744,0.542,1.282,1.343,-0.183,2
0.356,0.741,0.541,1.648,1.343,-0.305,2
0.356,0.74,0.538,1.77,1.16,0.122,2
0.362,0.742,0.541,1.709,0.427,0.61,2
0.363,0.744,0.544,1.526,-0.366,0.793,2
0.624,0.595,-0.114,-154.663,-55.908,3.235,3
0.594,1.285,0.459,-167.175,-89.722,4.883,3
-0.005,0.772,0.85,-29.785,-84.961,17.578,3
0.09,0.844,0.655,50.903,-74.402,34.729,3
0.249,1.25,0.579,33.203,-18.616,28.564,3
0.178,1.291,0.621,15.564,9.094,-4.395,3
0.177,1.177,0.663,11.292,16.235,-19.592,3
0.174,0.992,0.514,19.226,23.193,-22.217,3
0.201,0.892,0.419,21.729,30.884,-22.095,3
0.214,0.872,0.409,19.409,37.903,-18.25,3
0.228,0.86,0.39,20.081,39.673,-11.78,3
0.232,0.814,0.382,23.804,35.095,-6.287,3
0.249,0.772,0.417,26.123,27.222,-1.648,3
0.271,0.753,0.43,31.311,20.935,3.479,3
0.314,0.689,0.404,31.86,16.235,4.944,3
0.346,0.663,0.415,28.381,13.55,5.127,3
0.375,0.66,0.397,25.513,14.465,4.883,3
0.401,0.657,0.377,22.4,15.137,4.272,3
0.41,0.661,0.39,17.273,14.282,3.418,3
0.409,0.671,0.421,11.841,13.123,2.625,3
0.411,0.692,0.45,7.263,13.062,1.404,3
0.4,0.715,0.466,5.432,13.489,-0.305,3
0.383,0.72,0.474,4.395,13.733,-2.441,3
0.37,0.727,0.458,3.845,13.733,-2.747,3
0.354,0.735,0.456,2.808,12.573,-1.465,3
0.336,0.744,0.476,1.343,10.315,0.549,3
0.321,0.759,0.494,0.549,8.179,3.296,3
0.312,0.774,0.506,0.305,6.653,5.432,3
0.308,0.782,0.515,-0.122,6.348,5.737,3
0.3,0.781,0.524,-0.488,6.104,4.883,3
0.296,0.773,0.539,-1.038,7.019,3.906,3
0.299,0.781,0.541,-2.258,9.644,2.808,3
0.309,0.794,0.542,-3.479,12.146,1.099,3
0.321,0.796,0.549,-3.235,13.428,-0.061,3
0.33,0.786,0.556,-1.587,13.306,-0.244,3
0.343,0.78,0.551,0,13.062,0.244,3
0.356,0.774,0.54,0.916,12.268,1.099,3
0.369,0.771,0.536,0.854,10.376,2.38,3
0.382,0.769,0.535,0.61,8.667,3.296,3
0.394,0.773,0.525,0.549,7.324,3.601,3
0.396,0.768,0.518,0.732,5.859,3.174,3
0.402,0.765,0.51,0.488,4.639,2.991,3
0.408,0.763,0.504,0.061,3.845,3.296,3
0.41,0.771,0.502,-0.183,2.686,3.845,3
0.404,0.773,0.506,0,1.282,3.967,3
0.4,0.776,0.501,0.977,0.549,3.357,3
0.395,0.778,0.495,1.16,0.244,1.892,3
0.379,0.774,0.496,1.16,-0.183,-0.366,3
0.361,0.771,0.491,1.709,-0.732,-1.465,3
0.348,0.765,0.477,2.136,-1.465,-1.282,3
0.337,0.768,0.477,1.343,-2.014,-0.305,3
0.325,0.778,0.49,0.366,-2.808,1.038,3
0.318,0.79,0.497,0.61,-3.601,2.625,3
0.311,0.794,0.505,1.77,-4.395,3.357,3
0.302,0.789,0.509,2.686,-4.089,3.174,3
0.299,0.795,0.507,2.686,-2.014,1.709,3
0.299,0.794,0.508,2.93,0,-0.061,3
0.305,0.786,0.506,4.395,0.977,-1.282,3
0.313,0.778,0.495,5.615,2.014,-1.221,3
0.325,0.782,0.482,5.371,3.174,-0.61,3
0.334,0.785,0.486,4.333,3.601,-0.244,3
0.34,0.781,0.493,3.479,3.479,-0.061,3
0.339,0.775,0.491,3.235,3.235,0.305,3
0.334,0.77,0.49,3.235,3.052,0.854,3
0.331,0.767,0.495,2.991,2.93,0.854,3
0.329,0.767,0.5,2.625,3.357,0.183,3
0.327,0.76,0.498,3.174,3.906,0.061,3
0.331,0.758,0.494,3.784,3.784,0.61,3
0.345,0.755,0.486,4.517,3.601,1.526,3
0.355,0.759,0.481,4.333,3.601,2.075,3
0.364,0.763,0.482,3.601,3.296,2.014,3
0.367,0.762,0.487,3.235,2.869,1.831,3
0.365,0.755,0.489,3.113,2.441,1.404,3
0.362,0.753,0.493,2.563,2.441,0.977,3
0.357,0.753,0.497,2.014,2.441,0.854,3
0.348,0.755,0.502,1.343,2.625,0.61,3
0.341,0.76,0.505,0.977,3.235,0.488,3
0.333,0.764,0.505,0.854,3.967,0.488,3
0.333,0.776,0.504,0.61,3.723,0.916,3
0.333,0.784,0.513,0.854,2.93,1.709,3
0.338,0.788,0.514,1.343,2.197,2.197,3
0.352,0.794,0.506,1.465,3.113,1.892,3
0.357,0.797,0.499,1.038,3.967,0.488,3
0.348,0.782,0.506,0.61,3.723,-1.16,3
0.337,0.774,0.505,0.793,4.028,-1.526,3
0.33,0.772,0.501,0.977,3.784,-0.977,3
0.322,0.768,0.507,1.587,2.747,0.183,3
0.324,0.768,0.509,2.014,2.136,1.526,3
0.331,0.77,0.507,2.563,1.831,2.747,3
0.336,0.77,0.507,3.052,1.709,3.906,3
0.346,0.771,0.508,3.052,1.831,4.639,3
0.355,0.776,0.502,2.747,2.197,4.333,3
0.366,0.776,0.5,2.136,2.991,3.418,3
0.369,0.775,0.493,1.648,3.54,1.77,3
0.371,0.772,0.497,1.526,3.357,0.854,3
0.374,0.767,0.497,2.136,2.38,0.977,3
0.37,0.764,0.489,2.991,1.77,1.16,3
0.365,0.759,0.488,2.441,1.282,0.366,3
0.355,0.755,0.496,0.854,1.16,-0.366,3
0.341,0.752,0.499,0.305,1.465,-0.366,3
0.339,0.751,0.496,0.122,1.465,0.488,3
0.339,0.757,0.496,0.061,0.549,2.075,3
0.342,0.764,0.502,-0.122,0.061,3.418,3
0.339,0.771,0.504,0.916,-0.549,3.723,3
0.343,0.778,0.508,2.136,-0.854,4.089,3
0.348,0.782,0.515,3.601,-1.587,4.211,3
0.348,0.782,0.522,5.066,-0.977,3.296,3
0.342,0.777,0.531,6.226,1.038,1.404,3
0.327,0.766,0.526,7.69,3.418,0.488,3
0.327,0.751,0.519,9.766,4.761,1.77,3
0.341,0.739,0.502,12.695,5.066,5.188,3
0.364,0.769,0.437,13.184,2.686,8.911,3
0.371,0.771,0.461,7.507,-0.916,7.446,3
0.368,0.767,0.513,2.014,-2.014,3.418,3
0.362,0.773,0.513,0.061,-0.305,0.183,3
0.357,0.766,0.506,0.183,0.977,-2.014,3
0.349,0.753,0.507,0.244,0.793,-2.869,3
0.341,0.75,0.506,0.061,0.549,-2.441,3
0.348,0.756,0.506,0.305,0.061,-1.282,3
1.052,0.678,-0.639,-167.847,-53.772,-6.653,4
0.907,1.006,0.542,-244.324,-86.975,-25.696,4
0.465,1.052,1.102,-124.451,-79.102,-6.714,4
-0.375,0.938,0.839,36.743,-64.941,54.932,4
-0.217,1.348,0.519,49.561,3.662,41.016,4
-0.098,1.455,0.448,37.17,19.897,-3.54,4
0.034,1.179,0.569,16.296,11.353,-30.762,4
0.065,0.997,0.512,12.878,15.93,-37.903,4
0.123,0.887,0.453,14.221,26.428,-36.743,4
0.155,0.863,0.448,18.372,38.269,-30.823,4
0.165,0.849,0.433,28.992,42.725,-21.545,4
0.205,0.809,0.39,39.185,36.865,-10.803,4
0.24,0.734,0.37,42.419,25.513,-0.122,4
0.293,0.66,0.416,39.673,15.869,11.902,4
0.361,0.72,0.508,38.635,10.559,21.912,4
0.425,0.733,0.422,43.945,11.414,25.269,4
0.516,0.711,0.343,37.231,14.404,17.639,4
0.549,0.688,0.366,26.428,15.503,8.301,4
0.569,0.684,0.363,17.578,16.052,2.686,4
0.564,0.693,0.354,12.817,14.404,0.732,4
0.528,0.69,0.381,8.606,9.644,-0.122,4
0.487,0.7,0.412,4.883,5.798,0.183,4
0.441,0.72,0.435,2.319,3.113,1.343,4
0.396,0.743,0.464,0.916,0.366,2.808,4
0.352,0.767,0.492,0.427,-1.343,4.15,4
0.324,0.785,0.505,0.977,-1.709,4.944,4
0.288,0.796,0.514,1.709,-0.488,3.967,4
0.257,0.793,0.528,1.648,1.465,2.197,4
0.232,0.784,0.531,1.648,3.967,0.549,4
0.229,0.775,0.515,1.221,6.104,-0.061,4
0.237,0.765,0.508,0.305,7.568,0.183,4
0.254,0.759,0.516,-0.793,7.446,1.77,4
0.265,0.763,0.524,-1.282,7.08,3.967,4
0.277,0.769,0.521,-0.732,7.08,5.92,4
0.287,0.766,0.523,-0.366,7.507,6.531,4
0.295,0.768,0.527,-0.488,8.118,6.836,4
0.313,0.773,0.524,-0.305,8.85,7.019,4
0.325,0.776,0.514,0.305,9.46,6.592,4
0.348,0.774,0.501,0.549,9.949,5.432,4
0.37,0.775,0.481,0.854,10.864,4.7,4
0.39,0.78,0.463,0.427,10.681,3.601,4
0.4,0.775,0.464,0.061,9.46,2.319,4
0.399,0.766,0.47,-0.61,8.118,1.221,4
0.396,0.767,0.468,-0.977,7.507,0.671,4
0.392,0.768,0.48,-0.977,6.714,0.366,4
0.381,0.768,0.486,-0.977,5.798,-0.061,4
0.371,0.769,0.492,-0.793,5.127,-0.549,4
0.374,0.777,0.492,-0.061,4.456,-0.305,4
0.374,0.789,0.489,1.221,3.723,0.854,4
0.369,0.803,0.493,2.136,2.502,1.648,4
0.36,0.812,0.496,3.113,1.221,2.075,4
0.351,0.809,0.499,3.296,1.038,1.892,4
0.346,0.816,0.507,2.502,2.136,1.587,4
0.338,0.822,0.511,2.563,3.113,1.343,4
0.319,0.818,0.512,4.028,3.418,1.343,4
0.303,0.811,0.515,5.066,3.296,1.099,4
0.301,0.807,0.509,6.042,4.333,1.038,4
0.305,0.806,0.502,6.836,5.859,1.343,4
0.314,0.81,0.498,7.568,6.165,2.258,4
0.32,0.806,0.501,9.216,4.944,2.686,4
0.314,0.798,0.5,10.803,3.845,2.502,4
0.316,0.788,0.501,10.559,4.578,1.77,4
0.319,0.782,0.498,10.132,6.042,1.038,4
0.329,0.768,0.491,9.888,6.714,0.427,4
0.332,0.745,0.486,9.583,6.531,0,4
0.336,0.737,0.485,7.996,6.958,0.427,4
0.352,0.74,0.484,6.47,7.263,0.854,4
0.349,0.732,0.486,5.981,6.165,1.099,4
0.344,0.72,0.496,5.859,5.005,1.465,4
0.337,0.718,0.498,4.944,4.883,1.831,4
0.343,0.725,0.492,3.479,6.348,1.648,4
0.357,0.739,0.486,2.808,6.714,2.014,4
0.358,0.741,0.491,2.869,5.554,2.075,4
0.361,0.744,0.495,2.319,4.7,2.014,4
0.373,0.754,0.495,0.977,5.005,1.404,4
0.376,0.758,0.499,0.244,5.188,-0.061,4
0.368,0.752,0.503,-0.427,4.822,-1.099,4
0.354,0.751,0.505,-1.465,5.066,-1.343,4
0.346,0.76,0.507,-2.197,5.066,-0.977,4
0.341,0.767,0.514,-2.808,4.395,-0.793,4
0.337,0.776,0.518,-2.563,3.662,-0.366,4
0.345,0.786,0.515,-2.136,3.174,0.061,4
0.348,0.791,0.512,-1.343,2.747,0.488,4
0.353,0.793,0.513,-0.793,2.014,1.038,4
0.358,0.795,0.511,-0.488,1.709,1.404,4
0.363,0.797,0.505,-0.671,1.709,0.977,4
0.364,0.792,0.503,-0.488,1.709,0,4
0.366,0.786,0.501,0.061,1.404,-0.793,4
0.363,0.781,0.495,0.244,1.282,-1.343,4
0.363,0.776,0.497,-0.061,1.282,-1.648,4
0.361,0.771,0.502,-0.244,0.854,-1.343,4
0.358,0.766,0.501,0.61,-0.061,-0.549,4
0.356,0.765,0.5,1.343,-0.732,0.488,4
0.354,0.769,0.499,1.343,-0.977,1.343,4
0.349,0.771,0.497,1.77,-1.038,1.77,4
0.349,0.771,0.491,1.648,-1.099,1.892,4
0.354,0.769,0.486,1.038,-0.732,1.038,4
0.35,0.764,0.481,0.427,-0.366,0.244,4
0.345,0.758,0.484,-0.977,0.061,-0.427,4
0.346,0.758,0.485,-2.258,0.366,-0.366,4
0.352,0.766,0.486,-2.258,0.793,0.244,4
0.355,0.769,0.488,-1.587,0.122,0.671,4
0.357,0.768,0.492,-0.732,-0.732,0.671,4
0.356,0.768,0.485,0.183,-0.61,0.366,4
0.353,0.766,0.48,0.732,-0.244,-0.061,4
0.347,0.767,0.479,1.16,-0.061,-0.061,4
0.347,0.767,0.483,0.977,0,0.061,4
0.359,0.772,0.47,0.793,0.427,0.061,4
0.361,0.773,0.472,-0.916,1.343,-1.404,4
0.356,0.769,0.49,-2.625,2.319,-3.052,4
0.354,0.773,0.489,-3.052,3.174,-3.479,4
0.354,0.781,0.486,-2.258,3.418,-3.052,4
0.356,0.782,0.485,-1.16,2.136,-2.319,4
0.358,0.784,0.491,-0.061,1.404,-1.343,4
0.357,0.786,0.493,0.488,1.343,-0.671,4
0.353,0.78,0.482,1.038,0.61,0.366,4
0.36,0.781,0.491,1.953,-1.038,2.747,4
0.362,0.789,0.495,1.77,-1.892,3.784,4
0.366,0.79,0.5,1.465,-0.854,2.808,4
0.985,0.647,-0.831,-164.856,-84.656,-11.597,5
1.377,1.156,0.423,-263.062,-109.253,-10.315,5
-0.222,0.551,1.084,-108.826,-107.727,23.376,5
-0.165,1.02,0.795,2.563,-64.758,64.026,5
-0.08,1.463,0.477,26.184,25.208,32.532,5
-0.113,1.286,0.49,42.725,20.02,-19.287,5
-0.089,1.115,0.577,40.527,6.042,-32.41,5
-0.034,1.03,0.525,42.236,8.24,-27.222,5
0.071,0.98,0.487,44.25,15.686,-19.348,5
0.146,0.989,0.441,51.514,23.315,-12.024,5
0.211,0.982,0.349,56.58,28.137,-8.118,5
0.221,0.889,0.314,50.964,32.166,-6.836,5
0.172,0.755,0.326,37.415,33.875,-4.639,5
0.252,0.736,0.386,27.954,33.142,1.709,5
0.296,0.669,0.415,28.442,24.841,7.202,5
0.378,0.623,0.405,29.419,19.531,12.573,5
0.446,0.612,0.359,29.419,18.86,15.137,5
0.501,0.621,0.341,25.696,19.165,14.771,5
0.537,0.634,0.345,20.203,18.005,12.146,5
0.538,0.666,0.369,14.709,17.578,8.484,5
0.526,0.689,0.393,8.911,19.47,1.953,5
0.5,0.695,0.413,4.761,21.179,-5.005,5
0.453,0.684,0.425,2.258,21.912,-10.803,5
0.406,0.677,0.434,-0.183,21.729,-13.489,5
0.36,0.68,0.463,-2.991,19.287,-12.939,5
0.326,0.689,0.486,-4.395,16.052,-9.338,5
0.304,0.704,0.501,-4.761,12.024,-3.967,5
0.299,0.73,0.52,-4.761,8.606,1.221,5
0.302,0.759,0.538,-4.333,6.348,5.371,5
0.308,0.776,0.541,-3.967,6.348,6.104,5
0.315,0.782,0.544,-3.601,7.446,5.249,5
0.323,0.794,0.541,-3.723,8.667,4.578,5
0.336,0.802,0.539,-3.784,9.46,3.906,5
0.341,0.81,0.534,-3.967,10.193,2.869,5
0.339,0.81,0.542,-3.967,10.071,2.38,5
0.333,0.818,0.548,-3.784,9.583,2.869,5
0.334,0.824,0.547,-3.174,8.911,3.784,5
0.339,0.828,0.542,-2.014,7.629,5.005,5
0.352,0.829,0.528,-0.549,6.653,6.042,5
0.36,0.831,0.524,0.061,5.615,6.287,5
0.36,0.823,0.526,0.549,4.639,5.005,5
0.365,0.809,0.52,1.038,4.7,3.052,5
0.38,0.795,0.498,1.648,5.371,1.465,5
0.387,0.778,0.485,1.953,5.066,0.061,5
0.388,0.766,0.483,1.892,3.174,-0.122,5
