aX,aY,aZ,gX,gY,gZ,sample
3.309,-1.257,-0.358,287.231,-157.288,-76.965,1
1.218,-2.29,-0.856,140.015,-170.227,-71.777,1
2.411,-1.886,-0.527,95.459,-56.091,-63.904,1
1.533,-1.517,0.0,24.536,-26.917,8.362,1
0.799,-0.796,0.301,-36.804,-3.845,92.529,1
0.265,-0.022,0.111,-85.144,18.921,130.737,1
0.129,0.33,0.004,-87.341,13.367,109.314,1
0.16,0.312,-0.021,-60.974,-4.7,63.599,1
0.348,0.143,-0.038,-25.94,-17.517,30.457,1
0.559,0.006,-0.061,8.301,-24.048,16.846,1
0.683,-0.073,-0.012,36.255,-28.015,8.179,1
0.779,-0.175,0.094,53.04,-27.405,-5.737,1
0.855,-0.3,0.196,56.152,-20.813,-20.203,1
0.89,-0.381,0.259,50.11,-11.108,-23.499,1
0.907,-0.422,0.262,39.001,-2.197,-13.489,1
0.909,-0.426,0.246,25.757,3.418,2.197,1
0.929,-0.397,0.214,14.16,6.409,16.357,1
0.937,-0.346,0.199,5.676,7.019,24.17,1
0.95,-0.294,0.19,1.16,6.592,25.024,1
0.951,-0.258,0.188,-0.427,5.92,20.142,1
0.942,-0.248,0.188,-0.305,5.127,11.902,1
0.949,-0.258,0.171,0.977,4.761,3.662,1
0.977,-0.298,0.132,1.404,4.456,-2.502,1
0.997,-0.342,0.114,0.61,1.892,-7.08,1
1.003,-0.375,0.113,-0.366,-1.099,-8.789,1
1.005,-0.395,0.115,-1.221,-2.808,-7.019,1
0.997,-0.415,0.136,-2.014,-4.15,-4.517,1
0.973,-0.435,0.176,-2.808,-5.493,-3.113,1
0.96,-0.432,0.212,-3.723,-5.981,-1.892,1
0.936,-0.424,0.236,-5.371,-6.165,-0.549,1
0.909,-0.411,0.252,-6.775,-5.005,1.099,1
0.896,-0.399,0.258,-8.545,-2.991,2.197,1
0.887,-0.383,0.246,-10.254,-1.526,2.014,1
0.88,-0.385,0.237,-11.292,-1.282,1.16,1
0.887,-0.396,0.224,-11.719,-1.648,-0.427,1
0.905,-0.409,0.209,-10.986,-2.38,-1.343,1
0.917,-0.418,0.203,-8.606,-2.747,-0.977,1
0.915,-0.411,0.196,-6.042,-2.991,0.0,1
0.905,-0.403,0.198,-3.296,-2.991,0.793,1
0.899,-0.391,0.201,-1.16,-2.747,0.732,1
0.895,-0.376,0.201,-0.549,-1.892,0.0,1
0.89,-0.373,0.203,-0.183,-0.854,-0.793,1
0.882,-0.374,0.205,-0.488,-0.427,-2.014,1
0.877,-0.379,0.21,-1.282,-0.366,-3.113,1
0.874,-0.383,0.219,-2.502,-0.549,-3.784,1
0.869,-0.393,0.226,-3.113,-0.61,-4.028,1
0.873,-0.401,0.225,-3.54,0.183,-3.357,1
0.878,-0.397,0.216,-3.723,1.038,-2.38,1
0.884,-0.394,0.202,-3.54,1.648,-0.977,1
0.889,-0.386,0.184,-3.052,1.953,0.244,1
0.894,-0.374,0.176,-2.258,1.343,0.732,1
0.896,-0.357,0.17,-0.671,0.427,0.977,1
0.897,-0.348,0.17,1.038,-0.183,0.183,1
0.886,-0.345,0.186,2.075,-0.854,-1.465,1
0.877,-0.348,0.2,2.625,-0.61,-2.563,1
0.879,-0.358,0.203,2.075,-0.122,-3.235,1
0.883,-0.368,0.204,0.671,0.732,-3.418,1
0.886,-0.38,0.203,-0.977,1.343,-3.54,1
0.888,-0.395,0.201,-3.174,1.831,-3.418,1
0.891,-0.408,0.198,-4.7,2.075,-3.052,1
0.891,-0.415,0.193,-5.432,2.136,-1.648,1
0.886,-0.407,0.191,-5.249,2.075,0.366,1
0.88,-0.39,0.194,-3.784,1.343,2.38,1
0.876,-0.373,0.193,-1.831,-0.061,3.601,1
0.875,-0.366,0.197,-0.488,-1.587,3.113,1
0.888,-0.367,0.2,0.244,-2.869,1.709,1
0.899,-0.375,0.201,0.183,-2.991,0.793,1
0.908,-0.383,0.199,-0.305,-2.502,0.305,1
0.911,-0.386,0.196,-0.793,-1.648,0.305,1
0.911,-0.385,0.196,-0.977,-0.671,0.916,1
0.905,-0.386,0.2,-0.916,-0.061,1.038,1
0.906,-0.389,0.198,-0.305,0.366,1.038,1
0.909,-0.387,0.194,0.488,0.366,1.16,1
0.904,-0.381,0.193,0.854,-0.427,1.099,1
0.908,-0.382,0.191,1.343,-1.343,1.465,1
0.914,-0.383,0.191,1.648,-1.831,1.953,1
0.915,-0.386,0.195,0.916,-2.136,1.953,1
0.91,-0.38,0.199,-0.061,-2.441,1.038,1
0.902,-0.377,0.202,-1.221,-2.502,-0.488,1
0.896,-0.38,0.207,-1.831,-2.197,-2.441,1
0.888,-0.382,0.214,-2.014,-1.892,-3.54,1
0.89,-0.384,0.214,-1.526,-1.16,-4.089,1
0.895,-0.39,0.209,-0.854,-0.671,-4.028,1
0.896,-0.396,0.2,0.061,-0.427,-3.296,1
0.898,-0.402,0.198,1.099,-0.549,-2.563,1
0.895,-0.403,0.197,1.526,-0.977,-1.343,1
0.887,-0.398,0.206,1.099,-1.404,-0.488,1
0.877,-0.395,0.215,0.488,-1.77,-0.305,1
0.867,-0.394,0.223,-0.488,-1.953,-0.427,1
0.866,-0.397,0.227,-1.404,-1.465,-0.671,1
0.875,-0.4,0.218,-2.197,-0.061,-1.038,1
0.884,-0.402,0.209,-2.441,1.282,-1.099,1
0.892,-0.405,0.201,-2.075,2.563,-0.549,1
0.898,-0.397,0.192,-1.648,3.479,0.427,1
0.894,-0.389,0.187,-1.038,3.479,1.343,1
0.889,-0.38,0.186,-0.61,2.747,1.892,1
0.884,-0.37,0.194,0.122,1.16,2.014,1
