aX,aY,aZ,gX,gY,gZ,sample
0.066,0.986,0.153,-21.79,-0.916,24.78,1
0.052,0.966,0.167,-23.926,-1.404,21.301,1
0.037,0.96,0.179,-23.499,-1.77,18.86,1
0.025,0.95,0.181,-21.484,-2.502,17.883,1
0.026,0.943,0.172,-19.592,-3.967,18.921,1
0.027,0.947,0.174,-18.494,-5.737,21.057,1
0.026,0.95,0.171,-17.883,-7.568,24.17,1
0.036,0.946,0.183,-16.174,-9.827,27.344,1
0.049,0.941,0.192,-14.16,-11.658,29.907,1
0.066,0.943,0.19,-11.23,-12.268,31.128,1
0.087,0.957,0.188,-8.85,-11.841,30.273,1
0.089,0.969,0.191,-7.141,-10.925,27.527,1
0.081,0.979,0.214,-5.798,-10.254,23.376,1
0.071,0.978,0.229,-3.052,-9.705,19.287,1
0.06,0.979,0.224,0.427,-9.277,15.869,1
0.055,0.978,0.206,3.784,-8.606,13.184,1
0.049,0.979,0.188,6.165,-8.728,11.108,1
0.038,0.978,0.17,7.08,-8.667,9.827,1
0.022,0.983,0.156,6.714,-8.606,9.338,1
0.014,0.992,0.15,5.92,-8.423,9.644,1
0.002,1.0,0.142,5.188,-8.667,10.62,1
-0.006,1.012,0.145,4.272,-9.399,11.902,1
-0.01,1.031,0.147,2.808,-9.399,13.306,1
-0.006,1.046,0.152,1.77,-9.399,14.282,1
-0.011,1.052,0.152,0.854,-10.254,14.16,1
-0.011,1.058,0.149,0.305,-11.23,13.489,1
-0.013,1.063,0.14,0.061,-12.451,12.268,1
-0.018,1.071,0.131,0.0,-13.367,10.803,1
-0.019,1.075,0.12,-0.427,-13.855,9.094,1
-0.018,1.068,0.096,-0.793,-13.977,7.385,1
-0.025,1.066,0.084,-2.075,-14.282,5.005,1
-0.031,1.063,0.078,-3.662,-14.832,2.502,1
-0.034,1.054,0.07,-5.859,-15.869,0.793,1
-0.038,1.054,0.066,-8.667,-16.418,-0.366,1
-0.037,1.056,0.069,-11.658,-16.907,-0.977,1
-0.036,1.041,0.068,-13.611,-18.127,-1.282,1
-0.025,1.033,0.07,-13.794,-18.677,-1.465,1
-0.012,1.024,0.047,-12.695,-19.531,-1.465,1
-0.001,1.024,0.03,-12.634,-19.592,-1.892,1
0.005,1.016,0.022,-13.489,-19.47,-2.808,1
0.008,1.007,0.018,-14.038,-20.447,-3.784,1
0.0,0.999,0.016,-14.709,-21.057,-5.188,1
-0.005,0.999,0.011,-15.381,-20.996,-6.531,1
-0.008,0.99,0.007,-16.663,-21.24,-6.836,1
0.001,0.989,0.004,-18.921,-20.63,-6.714,1
0.009,0.982,0.004,-21.24,-20.142,-6.531,1
0.015,0.979,0.0,-23.56,-19.775,-6.897,1
0.03,0.975,-0.003,-25.452,-18.127,-6.958,1
0.036,0.964,-0.004,-25.94,-17.7,-7.568,1
0.038,0.954,-0.01,-25.208,-17.639,-8.24,1
0.041,0.949,-0.026,-24.048,-17.09,-8.85,1
0.037,0.942,-0.036,-23.315,-16.541,-9.399,1
0.029,0.941,-0.032,-23.376,-15.869,-10.071,1
0.021,0.94,-0.03,-23.071,-15.442,-9.888,1
0.018,0.942,-0.034,-22.888,-15.381,-8.85,1
0.013,0.945,-0.037,-23.01,-15.015,-7.263,1
0.011,0.95,-0.03,-23.987,-14.709,-5.493,1
0.013,0.951,-0.023,-24.17,-15.015,-3.784,1
0.022,0.955,-0.024,-23.56,-15.381,-2.441,1
0.035,0.955,-0.034,-22.766,-15.747,-1.343,1
0.046,0.958,-0.044,-23.132,-15.137,-1.099,1
0.048,0.957,-0.03,-24.414,-13.428,-2.197,1
0.042,0.95,-0.011,-24.048,-12.573,-3.723,1
0.034,0.948,-0.012,-21.729,-12.512,-5.066,1
0.03,0.954,-0.02,-19.043,-12.207,-6.165,1
0.027,0.957,-0.021,-17.09,-12.024,-6.897,1
0.029,0.962,-0.021,-15.625,-12.024,-7.263,1
0.029,0.961,-0.028,-14.221,-12.39,-7.69,1
0.036,0.962,-0.038,-13.672,-12.085,-8.057,1
0.041,0.96,-0.047,-13.611,-11.475,-8.606,1
0.041,0.959,-0.044,-14.221,-10.559,-9.46,1
0.037,0.959,-0.042,-14.526,-10.01,-10.193,1
0.032,0.955,-0.044,-13.977,-10.254,-10.193,1
0.027,0.956,-0.044,-13.184,-10.498,-9.888,1
0.028,0.956,-0.041,-12.268,-10.742,-8.972,1
0.028,0.955,-0.036,-10.681,-11.292,-7.446,1
0.038,0.957,-0.047,-8.667,-12.024,-6.042,1
0.05,0.962,-0.064,-7.446,-12.146,-5.005,1
