aX,aY,aZ,gX,gY,gZ,sample
0.339,0.039,0.982,-4.639,-0.183,1.099,2
0.338,0.034,0.972,-3.601,0.916,0.671,2
0.337,0.024,0.965,-3.296,1.038,0.488,2
0.337,0.019,0.962,-3.052,0.366,0.549,2
0.336,0.013,0.955,-3.052,-0.549,0.977,2
0.332,0.008,0.954,-3.296,-1.587,1.404,2
0.333,0.003,0.95,-3.601,-2.258,2.136,2
0.333,0,0.954,-4.089,-3.174,2.563,2
0.335,0,0.958,-4.639,-3.601,2.869,2
0.337,0,0.958,-4.272,-3.845,3.113,2
0.339,-0.001,0.956,-3.845,-3.906,2.991,2
0.342,-0.001,0.955,-3.54,-3.784,2.563,2
0.344,-0.002,0.953,-2.869,-3.418,2.136,2
0.341,0.001,0.948,-2.319,-2.869,1.709,2
0.334,0.013,0.945,-2.258,-2.319,1.404,2
0.33,0.016,0.946,-3.052,-2.38,1.953,2
0.332,0.014,0.954,-3.662,-3.418,2.686,2
0.333,0.014,0.954,-3.784,-4.395,3.357,2
0.334,0.011,0.96,-3.906,-5.432,4.15,2
0.339,0.01,0.961,-3.54,-6.592,4.517,2
0.343,0.01,0.969,-2.563,-7.568,4.761,2
0.349,0.005,0.97,-1.099,-7.874,4.211,2
0.342,0.009,0.957,0.183,-7.69,2.869,2
0.342,0.009,0.957,0.183,-7.69,2.869,2
0.335,0.019,0.942,0.732,-6.226,1.953,3
0.334,0.012,0.934,-0.366,-4.639,1.099,3
0.541,-0.927,4,-420.471,66.284,-35.339,3
0.027,-0.505,3.997,-148.315,226.624,12.268,3
-0.148,-0.092,1.344,86.243,126.587,-31.86,3
-0.839,0.218,0.08,169.983,7.568,-9.521,3
-0.234,-0.36,0.223,136.963,-90.576,0.305,3
0.04,-0.432,0.462,74.768,-117.554,18.005,3
0.305,-0.395,0.69,47.791,-75.195,31.189,3
0.386,-0.109,0.639,44.8,-26.917,7.019,3
0.339,0.079,0.565,38.269,-7.812,-26.855,3
0.396,0.192,0.762,20.63,6.287,-35.767,3
0.48,0.246,1.053,9.949,16.052,-23.132,3
0.51,0.278,1.26,13.245,11.353,-10.071,3
0.458,0.23,1.255,21.912,0.732,-0.977,3
0.41,0.179,1.152,24.231,-1.404,6.836,3
0.369,0.148,1.066,17.517,4.639,11.169,3
0.335,0.106,1.025,6.897,11.047,12.085,3
0.31,0.076,1.002,-2.258,13.855,10.986,3
0.317,0.041,0.976,-7.019,13.733,9.277,3
0.343,0.01,0.947,-7.69,11.536,7.751,3
0.385,0.006,0.953,-5.676,8.24,5.493,3
0.404,0.006,0.954,-0.366,4.089,2.502,3
0.403,0.027,0.931,6.287,-0.488,-1.099,3
0.406,0.046,0.933,10.62,-3.845,-2.38,3
0.404,0.063,0.945,11.658,-6.165,-2.563,3
0.393,0.081,0.957,11.169,-7.263,-2.686,3
0.383,0.092,0.958,9.583,-7.385,-2.625,3
0.37,0.087,0.952,6.653,-6.47,-2.258,3
0.356,0.066,0.943,3.357,-4.944,-1.282,3
0.34,0.059,0.933,0.244,-3.662,-0.183,3
0.331,0.031,0.93,-2.197,-2.319,1.16,3
0.321,0.031,0.948,-3.723,-1.648,2.014,3
0.303,0.019,0.95,-3.174,-2.075,2.014,3
0.281,0.019,0.958,-1.831,-2.197,2.014,3
0.264,0.025,0.978,-0.671,-2.319,1.953,3
0.261,0.045,1.003,0.549,-2.93,0.671,3
0.254,0.058,1.013,2.258,-3.662,-1.282,3
0.246,0.073,1.009,3.54,-3.235,-3.296,3
0.252,0.085,1.012,3.357,-1.526,-4.517,3
0.247,0.092,1.002,2.197,0.305,-5.249,3
0.258,0.095,1,0.488,1.587,-5.249,3
0.266,0.101,0.982,-1.465,1.648,-4.639,3
0.273,0.098,0.971,-3.784,1.282,-3.235,3
0.28,0.081,0.965,-5.798,1.526,-1.465,3
0.283,0.076,0.955,-6.775,1.648,0.183,3
0.284,0.069,0.953,-7.019,1.77,2.075,3
0.282,0.05,0.945,-6.165,1.16,3.601,3
0.297,0.048,0.939,-5.066,0.488,4.272,3
0.285,0.012,0.963,-3.113,0.977,5.249,3
0.287,-0.022,0.979,0.61,1.343,5.066,3
0.246,-0.067,0.999,6.958,0.183,4.944,3
0.226,-0.053,1.018,14.954,-1.709,5.981,3
0.218,0.007,1.015,22.583,-6.836,8.911,3
0.158,0.092,0.865,26.794,-18.555,13.977,3
0.156,0.128,0.862,20.874,-32.471,22.339,3
0.22,0.169,0.929,10.437,-41.565,29.541,3
0.278,0.215,0.978,5.859,-49.377,31.311,3
0.311,0.249,0.966,4.944,-48.767,31.311,3
0.343,0.273,0.942,1.892,-39.429,28.442,3
0.359,0.305,0.958,-4.089,-23.621,22.583,3
0.361,0.295,0.971,-10.498,-8.545,15.259,3
0.342,0.285,1.002,-15.381,2.197,8.728,3
0.321,0.271,1.025,-16.846,8.667,4.761,3
0.279,0.236,1.033,-15.503,10.315,2.808,3
0.248,0.225,1.047,-13.062,8.484,2.502,3
0.204,0.2,1.058,-9.583,5.188,4.7,3
0.161,0.18,1.067,-5.737,0.977,8.301,3
0.125,0.149,1.062,-2.625,-3.418,13.062,3
0.122,0.129,1.067,-0.122,-6.042,17.883,3
0.115,0.081,1.051,2.197,-8.057,22.156,3
0.13,0.085,1.049,3.662,-9.033,25.269,3
0.146,0.047,1.046,4.822,-8.24,28.992,3
0.178,0.014,1.048,5.859,-7.385,31.555,3
0.197,0,1.043,8.24,-7.08,32.349,3
0.234,-0.015,1.039,11.841,-7.263,32.166,3
0.253,-0.028,1.028,16.602,-8.606,32.532,3
0.27,-0.026,1.002,21.423,-8.911,31.616,3
0.279,-0.013,0.977,24.841,-9.094,30.518,3
0.281,-0.001,0.947,26.001,-9.033,29.358,3
0.279,0.012,0.923,24.78,-9.033,28.259,3
0.285,0.004,0.919,21.667,-8.972,28.076,3
0.3,-0.013,0.922,18.372,-8.728,27.771,3
0.306,-0.018,0.911,16.418,-7.69,26.611,3
0.318,-0.031,0.901,14.465,-6.104,25.635,3
0.348,-0.065,0.892,11.78,-4.639,24.658,3
0.343,-0.065,0.905,9.399,-3.906,23.315,3
0.371,-0.096,0.901,8.545,-2.319,20.325,3
0.373,-0.102,0.888,8.606,0,16.602,3
0.392,-0.097,0.876,8.911,2.197,12.939,3
0.38,-0.099,0.868,8.728,2.991,9.583,3
0.367,-0.083,0.871,8.362,2.93,5.737,3
0.35,-0.057,0.88,8.118,1.526,2.625,3
0.334,-0.041,0.891,6.958,0.183,0.854,3
0.319,-0.025,0.905,5.066,-1.038,-1.221,3
0.303,-0.009,0.924,3.113,-1.892,-3.052,3
0.283,-0.007,0.941,0.793,-1.526,-4.15,3
0.261,-0.004,0.955,-1.16,-0.916,-5.798,3
0.24,-0.001,0.959,-2.869,0.061,-6.775,3
0.223,0,0.963,-4.578,0.488,-7.324,3
0.21,0,0.98,-5.676,0.122,-6.958,3
0.198,0.001,0.994,-5.737,-0.854,-6.592,3
0.186,0.011,1.004,-5.066,-2.625,-6.042,3
0.178,0.025,1.019,-3.906,-3.662,-5.127,3
0.176,0.037,1.032,-2.197,-4.7,-4.639,3
0.181,0.05,1.04,-0.61,-5.554,-4.395,3
0.177,0.064,1.037,1.099,-5.737,-4.883,3
0.175,0.081,1.026,2.136,-5.066,-5.554,3
0.172,0.094,1.021,1.953,-3.784,-6.042,3
0.173,0.099,1.02,0.977,-2.441,-6.165,3
0.171,0.1,1.022,0.305,-1.099,-6.165,3
0.17,0.099,1.02,0.366,-0.244,-5.798,3
0.172,0.096,1.012,0.854,0.122,-5.005,3
0.172,0.102,1,2.075,-0.366,-3.906,3
0.173,0.111,0.984,2.625,-0.854,-2.808,3
0.183,0.111,0.976,2.197,-1.709,-1.099,3
0.199,0.103,0.979,1.526,-2.747,0.488,3
0.213,0.097,0.978,1.587,-3.784,0.854,3
0.213,0.097,0.978,1.587,-3.784,0.854,3
0.22,0.094,0.97,2.747,-3.906,0.793,4
0.219,0.098,0.962,3.296,-3.235,0.366,4
0.212,0.101,0.952,3.418,-2.014,-0.305,4
-0.114,3.2,1.424,-330.933,-98.022,-100.586,4
0.857,-0.258,4,-361.023,98.267,19.653,4
0.268,-1.013,3.431,-136.658,203.613,-10.071,4
-0.161,-0.281,1.167,29.724,124.512,-24.292,4
-0.214,0.191,0.324,124.084,53.04,-44.8,4
-0.289,-0.516,-0.01,129.395,-29.053,-46.021,4
-0.184,-0.332,-0.107,101.013,-63.782,-5.127,4
0.069,-0.256,0.129,64.27,-66.711,20.264,4
0.281,-0.049,0.513,35.767,-72.632,16.663,4
0.321,0.179,0.76,30.09,-69.214,2.319,4
0.315,0.38,1.017,31.311,-40.649,-7.69,4
0.306,0.449,1.258,32.532,-4.883,-9.949,4
0.34,0.447,1.307,32.654,7.996,-6.714,4
0.391,0.39,1.254,26.489,-0.427,-0.854,4
0.475,0.319,1.219,16.235,-8.972,6.836,4
0.444,0.258,1.116,8.545,-7.812,11.658,4
0.363,0.221,1.044,1.953,-0.488,15.259,4
0.286,0.132,1.042,-2.38,4.639,19.836,4
0.255,0.087,1.055,-2.075,3.357,21.606,4
0.245,0.061,1.016,2.93,1.038,19.958,4
0.259,0.054,0.96,8.545,1.77,15.137,4
0.281,0.057,0.903,11.78,3.967,8.484,4
0.318,0.072,0.874,12.512,6.531,2.136,4
0.365,0.092,0.873,12.39,7.935,-1.892,4
0.395,0.119,0.875,11.78,7.385,-4.028,4
0.42,0.148,0.88,9.888,5.981,-4.761,4
0.418,0.148,0.889,6.287,4.395,-4.333,4
0.408,0.143,0.9,2.747,3.357,-3.845,4
0.385,0.149,0.908,-0.122,3.174,-3.357,4
0.358,0.122,0.912,-2.136,3.052,-2.441,4
0.334,0.104,0.913,-3.113,2.197,-1.099,4
0.31,0.103,0.925,-3.662,1.343,-0.427,4
0.31,0.092,0.938,-3.601,0.854,-0.671,4
0.287,0.112,0.96,-3.235,0.549,-0.854,4
0.295,0.112,0.99,-2.319,0.977,-1.465,4
0.299,0.112,0.989,-0.671,0.488,-2.502,4
0.29,0.152,0.989,0.183,0.793,-3.235,4
0.288,0.153,0.99,0.061,2.686,-4.028,4
0.278,0.148,0.985,-0.122,3.54,-3.967,4
0.245,0.146,0.971,-0.183,3.54,-3.662,4
0.251,0.156,0.978,-0.061,3.967,-3.296,4
0.241,0.132,0.964,0.549,2.502,-1.282,4
0.212,0.152,0.97,0.977,0.488,0.854,4
0.238,0.149,0.976,1.648,-1.16,2.808,4
0.222,0.153,0.985,2.197,-3.296,5.676,4
0.229,0.137,0.992,3.601,-4.089,7.324,4
0.236,0.13,1.018,6.653,-4.761,8.362,4
0.225,0.124,1.039,12.146,-7.996,10.132,4
0.202,0.165,1.036,17.151,-10.437,12.756,4
0.184,0.202,1.012,19.47,-10.986,15.808,4
0.174,0.234,1.036,18.25,-10.376,20.996,4
0.212,0.261,1.062,16.785,-9.033,23.865,4
0.253,0.288,1.063,17.09,-9.399,23.682,4
0.277,0.3,1.066,18.005,-8.301,22.461,4
0.293,0.303,1.073,20.203,-4.15,21.79,4
0.312,0.315,1.072,23.071,0.183,20.996,4
0.319,0.305,1.054,25.818,2.502,20.386,4
0.324,0.294,1.037,27.954,3.845,19.531,4
0.313,0.279,1.018,28.87,4.944,19.531,4
0.307,0.256,1.004,28.992,6.409,20.691,4
0.296,0.232,1,28.748,7.08,22.461,4
0.27,0.212,1.005,28.87,6.531,24.292,4
0.246,0.188,1.001,29.663,5.066,27.405,4
0.229,0.162,0.998,30.09,4.089,31.86,4
0.214,0.134,0.997,30.273,2.136,36.194,4
0.203,0.115,1.005,29.541,-0.549,39.734,4
0.195,0.06,1.002,29.236,-2.441,43.396,4
0.203,0.026,1.006,29.724,-2.869,45.959,4
0.208,-0.017,0.999,31.555,-2.93,47.974,4
0.214,-0.036,0.975,33.813,-3.601,48.584,4
0.232,-0.056,0.949,35.217,-3.662,48.157,4
0.254,-0.09,0.933,35.522,-3.723,48.035,4
0.277,-0.109,0.929,35.217,-3.845,46.753,4
0.302,-0.122,0.914,34.973,-3.662,44.25,4
0.317,-0.136,0.895,34.424,-2.197,42.053,4
0.351,-0.141,0.884,32.776,0.122,39.795,4
0.365,-0.145,0.876,30.212,1.099,36.926,4
0.378,-0.154,0.865,26.55,1.404,33.997,4
0.394,-0.161,0.864,22.583,2.258,31.25,4
0.4,-0.156,0.869,19.348,3.113,28.015,4
0.405,-0.154,0.88,16.663,3.052,24.353,4
0.401,-0.144,0.885,15.564,1.831,21.545,4
0.4,-0.126,0.886,15.991,-0.305,19.287,4
0.412,-0.118,0.884,16.052,-3.357,17.883,4
0.417,-0.099,0.887,15.625,-6.653,17.09,4
0.412,-0.085,0.886,14.465,-9.033,14.954,4
0.412,-0.076,0.885,13.184,-9.094,12.39,4
0.404,-0.071,0.888,11.536,-8.179,9.644,4
0.38,-0.048,0.898,9.155,-7.385,6.836,4
0.353,-0.041,0.899,6.348,-6.531,4.883,4
0.33,-0.033,0.918,3.723,-5.432,3.113,4
0.289,-0.019,0.935,2.014,-5.432,1.892,4
0.273,-0.009,0.952,1.587,-5.371,1.892,4
0.263,-0.011,0.963,1.892,-5.493,1.526,4
0.251,-0.008,0.969,3.052,-6.042,1.099,4
0.242,-0.004,0.961,4.456,-5.981,0.732,4
0.236,-0.006,0.947,5.127,-5.432,-0.244,4
0.226,-0.002,0.938,5.249,-4.456,-1.343,4
0.218,0,0.937,4.272,-2.991,-1.892,4
0.219,-0.003,0.942,2.869,-1.892,-1.892,4
0.213,-0.002,0.946,1.77,-1.648,-2.014,4
0.211,0.001,0.959,0.977,-1.404,-1.892,4
0.216,0.003,0.975,0.488,-1.648,-0.488,4
0.225,0.003,0.99,0.671,-2.441,1.099,4
0.233,0.006,0.987,1.099,-3.479,1.953,4
0.239,0.007,0.991,1.587,-3.967,2.869,4
0.244,0.011,0.996,1.831,-4.089,3.723,4
0.246,0.016,0.999,2.258,-4.395,4.272,4
0.25,0.016,1,2.625,-5.188,4.944,4
0.259,0.011,1.001,3.113,-5.615,5.676,4
0.266,0.008,1,3.723,-5.737,5.859,4
0.271,0.007,0.988,4.15,-5.432,5.066,4
0.27,0.004,0.975,3.54,-4.456,4.15,4
0.272,-0.007,0.971,2.319,-2.869,2.747,4
0.269,-0.017,0.977,1.099,-0.488,1.526,4
0.269,-0.017,0.977,1.099,-0.488,1.526,4
0.262,-0.023,0.98,0.854,0.793,0.793,5
0.262,-0.026,0.978,1.16,0.366,1.221,5
0.262,-0.022,0.975,1.953,-1.465,1.709,5
0.26,-0.016,0.968,2.563,-3.235,2.258,5
0.35,1.7,3.529,-465.454,-89.722,-176.147,5
-0.25,-0.528,4,-299.072,253.662,46.265,5
0.405,-0.729,2.876,-75.5,271.912,11.169,5
-0.118,-0.029,1.164,41.809,107.178,-7.507,5
-0.213,0.218,0.669,108.521,3.54,-9.644,5
-0.002,-0.516,0.273,135.376,-72.266,-17.761,5
0.063,-0.278,-0.01,131.897,-95.886,11.658,5
0.293,-0.151,0.035,104.126,-78.613,31.738,5
0.446,-0.061,0.294,63.782,-72.693,17.883,5
0.441,0.194,0.559,35.4,-59.814,-6.714,5
0.424,0.425,0.894,16.113,-25.696,-19.836,5
0.378,0.519,1.245,5.188,11.841,-20.569,5
0.315,0.48,1.401,6.409,25.513,-12.085,5
0.293,0.404,1.326,11.902,15.93,0.427,5
0.297,0.314,1.192,12.085,0.916,11.902,5
0.295,0.237,1.095,6.409,-5.005,18.921,5
0.289,0.164,1.04,-0.671,-3.296,22.034,5
0.281,0.112,1.021,-4.7,1.526,21.667,5
0.262,0.088,1.001,-4.761,5.554,18.127,5
0.268,0.075,0.985,-2.319,9.521,13.733,5
0.282,0.076,0.951,1.221,11.475,8.911,5
0.295,0.095,0.903,4.395,10.864,4.272,5
0.327,0.119,0.872,5.249,8.179,1.404,5
0.37,0.134,0.865,4.7,4.517,0.549,5
0.405,0.154,0.869,3.357,0.61,0.671,5
0.42,0.157,0.882,1.343,-2.319,1.526,5
