aX,aY,aZ,gX,gY,gZ,sample
2.853,-3.997,-2.843,593.506,169.128,-103.088,1
1.747,-1.521,-0.354,169.861,-146.79,100.586,1
1.407,0.024,-0.416,-27.161,21.973,159.912,1
0.279,0.901,-0.219,-107.605,-20.752,114.868,1
-0.043,0.841,-0.064,-154.297,-51.392,29.48,1
0.352,0.579,-0.622,-165.833,4.883,-37.781,1
0.38,0.427,-0.839,-175.598,-7.202,-81.36,1
0.404,0.282,-0.817,-155.518,-35.583,-90.149,1
0.506,0.036,-0.628,-84.717,-25.024,-77.454,1
0.646,-0.158,-0.398,-9.888,-2.38,-50.354,1
0.749,-0.273,-0.204,30.334,13.672,-26.611,1
0.879,-0.357,-0.148,31.738,25.208,-16.907,1
0.968,-0.448,-0.21,3.357,30.151,-18.738,1
1.016,-0.479,-0.342,-35.522,28.137,-22.827,1
1.046,-0.48,-0.481,-66.65,24.78,-23.437,1
1.081,-0.432,-0.599,-80.811,21.79,-17.151,1
1.106,-0.37,-0.664,-79.529,15.137,-5.798,1
1.093,-0.273,-0.657,-68.542,4.517,6.653,1
1.063,-0.204,-0.588,-53.711,-5.737,17.578,1
1.016,-0.165,-0.487,-42.419,-13.855,26.062,1
0.961,-0.135,-0.378,-37.842,-18.677,31.738,1
0.919,-0.102,-0.3,-40.161,-18.982,34.668,1
0.888,-0.084,-0.254,-49.255,-17.395,35.461,1
0.866,-0.071,-0.226,-62.012,-16.907,35.583,1
0.83,-0.043,-0.224,-75.562,-16.602,35.461,1
0.818,-0.016,-0.245,-87.219,-14.221,32.776,1
0.822,0.005,-0.297,-98.511,-11.597,26.672,1
0.843,0.018,-0.363,-110.718,-12.756,16.113,1
0.888,0.008,-0.438,-121.887,-18.433,2.197,1
0.952,-0.017,-0.489,-127.93,-26.428,-9.399,1
1.006,-0.058,-0.488,-125.549,-33.386,-14.587,1
1.027,-0.082,-0.47,-117.126,-34.607,-11.536,1
1.035,-0.088,-0.444,-106.018,-31.738,-4.15,1
1.019,-0.071,-0.416,-94.543,-28.381,4.7,1
0.997,-0.054,-0.35,-85.022,-26.917,12.878,1
0.988,-0.046,-0.277,-80.078,-25.024,19.287,1
0.965,-0.02,-0.223,-81.848,-22.766,23.926,1
0.945,0.028,-0.194,-88.501,-21.606,26.55,1
0.909,0.079,-0.18,-97.29,-20.081,24.536,1
0.914,0.108,-0.179,-103.21,-17.09,19.897,1
0.929,0.122,-0.179,-106.445,-14.954,14.771,1
0.949,0.131,-0.187,-109.009,-15.442,10.315,1
0.95,0.142,-0.201,-111.145,-18.066,6.897,1
0.953,0.146,-0.186,-107.544,-21.729,5.798,1
0.939,0.141,-0.14,-98.267,-22.644,7.751,1
0.912,0.138,-0.092,-87.524,-18.127,12.451,1
0.886,0.15,-0.069,-78.247,-9.888,18.066,1
0.868,0.178,-0.064,-70.923,-1.892,21.423,1
0.849,0.195,-0.054,-66.528,2.869,21.301,1
0.846,0.199,-0.047,-66.101,5.615,18.555,1
0.849,0.197,-0.053,-69.092,7.446,14.038,1
0.84,0.196,-0.077,-74.341,7.751,8.728,1
0.839,0.201,-0.114,-80.383,6.958,2.869,1
0.869,0.204,-0.161,-85.205,5.066,-2.625,1
0.887,0.202,-0.177,-85.693,0.793,-6.775,1
0.905,0.193,-0.177,-80.566,-1.953,-9.033,1
0.941,0.176,-0.178,-70.618,-0.305,-8.179,1
0.969,0.159,-0.164,-57.312,2.38,-3.662,1
0.961,0.154,-0.134,-44.128,4.211,2.991,1
0.947,0.166,-0.112,-31.982,7.568,10.193,1
0.943,0.188,-0.104,-21.851,11.414,15.625,1
0.937,0.205,-0.098,-14.832,12.756,18.738,1
0.927,0.21,-0.079,-10.437,11.841,18.982,1
0.932,0.208,-0.064,-8.301,11.047,16.785,1
0.953,0.198,-0.054,-7.935,10.498,13.428,1
0.977,0.179,-0.049,-9.338,9.827,10.498,1
0.999,0.158,-0.045,-12.451,8.911,8.423,1
1.014,0.143,-0.054,-16.724,8.85,7.141,1
1.019,0.133,-0.072,-21.118,8.789,6.165,1
1.02,0.116,-0.088,-24.597,8.057,4.7,1
1.026,0.101,-0.111,-27.222,7.568,3.418,1
1.017,0.093,-0.14,-28.381,7.08,2.502,1
1.016,0.089,-0.164,-27.771,5.981,1.343,1
1.024,0.076,-0.187,-25.33,4.639,-0.244,1
1.042,0.06,-0.198,-20.813,3.296,-1.038,1
1.05,0.051,-0.204,-15.32,2.686,0.183,1
1.044,0.046,-0.206,-9.277,2.869,2.258,1
1.044,0.037,-0.206,-3.479,3.479,4.028,1
1.048,0.027,-0.204,0.305,4.028,5.31,1
1.047,0.019,-0.203,2.258,3.479,6.531,1
1.044,0.02,-0.196,2.808,2.625,7.629,1
1.035,0.021,-0.189,2.441,1.526,8.362,1
1.028,0.025,-0.187,1.526,1.038,8.972,1
1.02,0.031,-0.188,0.671,0.549,8.85,1
1.012,0.037,-0.192,0.183,0.061,8.301,1
1.006,0.039,-0.195,0.061,-0.366,6.897,1
1.005,0.038,-0.195,-0.183,-1.16,5.676,1
1.005,0.033,-0.193,-0.061,-1.831,4.395,1
1.001,0.026,-0.189,-0.061,-2.136,3.418,1
1.001,0.018,-0.187,-0.244,-2.258,2.869,1
0.999,0.01,-0.192,-0.61,-2.136,2.441,1
0.999,0.005,-0.196,-0.793,-2.075,1.953,1
0.996,0.002,-0.197,-0.305,-2.136,1.648,1
1.001,-0.007,-0.202,0.366,-1.526,1.709,1
1.001,-0.005,-0.208,0.305,-0.977,2.197,1
0.991,-0.004,-0.213,-0.244,-1.526,2.502,1
0.984,-0.005,-0.214,-0.793,-2.197,1.587,1
0.992,-0.014,-0.212,-1.221,-2.502,-0.244,1
1,-0.02,-0.21,-1.831,-2.563,-1.16,1
0.999,-0.023,-0.209,-2.747,-2.869,-1.343,1
0.992,-0.018,-0.211,-3.784,-2.869,-1.099,1
0.982,-0.011,-0.218,-4.333,-2.747,-1.099,1
0.972,-0.001,-0.22,-4.639,-3.418,-2.075,1
0.968,0.004,-0.218,-4.7,-4.578,-3.235,1
0.97,0,-0.22,-4.7,-5.493,-4.395,1
0.978,-0.005,-0.222,-3.54,-5.432,-4.639,1
0.979,-0.01,-0.217,-1.404,-4.944,-3.601,1
0.985,-0.011,-0.212,1.282,-3.54,-2.319,1
0.976,-0.011,-0.207,3.357,-2.014,-0.793,1
0.97,-0.007,-0.204,4.089,-1.77,0.427,1
0.963,-0.003,-0.195,3.906,-1.892,0.305,1
0.963,-0.002,-0.189,2.686,-1.709,-0.671,1
0.965,-0.004,-0.185,0.854,-1.648,-1.404,1
0.966,-0.002,-0.182,-0.977,-1.831,-2.075,1
0.965,0.002,-0.181,-2.258,-1.77,-2.319,1
0.968,0.005,-0.184,-2.991,-1.404,-2.502,1
0.965,0.006,-0.185,-2.991,-1.282,-2.38,1
0.962,0.009,-0.187,-2.258,-0.854,-2.197,1
0.969,0.004,-0.186,-1.221,-0.854,-2.258,1
4,-4,-3.388,707.947,191.65,-105.896,2
1.703,-3.738,-1.74,541.626,-89.172,-89.783,2
0.897,-0.199,0.795,-140.076,-198.12,76.904,2
0.654,0.231,-0.445,-125.305,2.563,130.005,2
0.599,0.62,-0.22,-78.918,32.471,81.238,2
