aX,aY,aZ,gX,gY,gZ,sample
0.375,2.409,0.405,11.902,-13.184,5.615,1
0.827,2.549,0.4,-4.089,-26.611,31.86,1
1.369,2.525,0.376,-17.151,-37.109,65.491,1
1.911,2.49,0.401,-18.311,-35.339,100.281,1
2.374,2.375,0.607,-11.414,-23.621,134.521,1
2.553,2.156,0.778,-5.859,-8.057,171.936,1
2.423,1.779,0.949,-2.075,9.644,211.121,1
1.945,1.379,1.013,2.686,33.203,245.361,1
1.252,0.956,1.0,5.798,52.979,271.484,1
0.632,0.527,1.024,11.597,51.697,289.368,1
0.167,0.261,1.122,17.517,39.001,298.401,1
-0.191,0.036,1.281,18.616,24.902,299.011,1
-0.391,-0.184,1.456,17.761,12.207,289.612,1
-0.423,-0.307,1.549,14.771,6.653,272.095,1
-0.376,-0.32,1.557,9.644,6.836,251.831,1
-0.288,-0.295,1.539,2.625,11.23,231.323,1
-0.129,-0.315,1.485,-8.362,13.428,212.341,1
0.055,-0.366,1.382,-22.583,11.78,197.083,1
0.205,-0.433,1.244,-34.302,11.047,184.814,1
0.329,-0.443,1.072,-43.396,16.968,174.194,1
0.399,-0.456,0.899,-49.5,25.208,165.955,1
0.349,-0.423,0.762,-51.575,31.982,161.194,1
0.211,-0.409,0.595,-49.133,36.621,158.081,1
0.083,-0.353,0.54,-40.771,39.795,151.917,1
0.045,-0.309,0.529,-32.532,39.307,147.583,1
-0.027,-0.293,0.546,-26.306,38.025,143.372,1
-0.046,-0.219,0.607,-20.142,35.156,139.221,1
-0.095,-0.187,0.691,-17.761,33.386,134.766,1
-0.151,-0.126,0.76,-14.16,30.579,129.7,1
-0.191,-0.097,0.803,-11.658,27.527,123.413,1
-0.192,-0.085,0.84,-11.108,26.184,117.615,1
-0.191,-0.065,0.876,-8.85,27.771,110.84,1
-0.202,-0.098,0.924,-7.629,33.569,102.783,1
-0.189,-0.087,0.975,-6.47,40.71,94.666,1
-0.153,0.0,0.998,-7.812,43.823,89.539,1
-0.133,0.044,1.003,-11.902,43.457,86.426,1
-0.102,0.074,1.001,-12.817,39.063,83.435,1
-0.098,0.092,0.99,-12.634,33.508,82.397,1
-0.067,0.058,0.974,-12.634,26.123,82.031,1
-0.012,0.005,0.953,-14.587,22.461,81.97,1
-0.006,-0.024,0.94,-16.541,27.039,81.787,1
-0.008,-0.025,0.956,-16.785,36.865,79.59,1
-0.021,-0.008,0.987,-18.188,43.945,77.759,1
-0.059,0.03,1.003,-17.09,46.509,75.317,1
-0.098,0.066,1.02,-15.93,44.495,74.036,1
-0.143,0.079,1.033,-16.541,39.734,72.815,1
-0.212,0.086,1.005,-16.296,36.926,68.787,1
-0.246,0.08,0.985,-14.16,37.659,62.378,1
-0.23,0.064,0.97,-15.442,39.673,58.044,1
-0.172,0.042,0.954,-17.395,39.734,57.007,1
-0.125,0.052,0.955,-16.907,37.354,56.396,1
-0.082,0.037,0.987,-17.151,36.011,54.443,1
-0.023,0.006,0.998,-17.395,33.264,53.345,1
0.01,0.014,0.972,-15.564,31.25,52.49,1
0.037,-0.004,0.962,-14.038,33.386,51.086,1
0.037,-0.005,0.932,-12.817,37.537,49.805,1
-0.003,0.004,0.922,-11.902,41.748,49.561,1
-0.034,-0.007,0.937,-10.986,44.556,48.401,1
-0.027,-0.0,0.961,-9.338,42.908,47.424,1
-0.004,-0.014,0.975,-8.911,38.574,47.913,1
0.014,-0.01,0.999,-7.141,35.522,47.424,1
0.032,-0.0,1.008,-5.859,34.729,46.204,1
-0.029,-0.016,0.981,-4.333,32.166,46.021,1
-0.061,0.001,0.963,-1.526,29.785,45.288,1
-0.077,0.021,0.965,-0.305,28.015,44.067,1
0.06,-0.14,1.107,0.671,25.452,41.992,1
-0.179,-0.526,1.215,22.766,13.733,15.991,1
-0.49,0.091,0.938,62.927,-2.93,-18.494,1
-0.58,0.028,1.137,28.503,4.089,6.714,1
-0.572,-0.061,1.163,-5.432,5.554,23.56,1
-0.371,-0.007,1.171,-16.418,2.991,30.151,1
-0.129,0.054,1.091,-21.851,3.845,25.513,1
0.051,0.064,0.986,-20.081,7.263,18.433,1
0.154,0.095,0.895,-13.733,14.282,12.085,1
0.227,0.121,0.824,-7.141,16.724,10.254,1
0.27,0.106,0.812,0.0,11.169,11.353,1
0.18,0.057,0.82,8.423,3.601,12.939,1
0.028,0.008,0.871,17.029,-3.418,17.029,1
-0.138,-0.006,0.96,20.63,-7.385,24.292,1
-0.231,0.078,1.067,19.531,-7.446,29.541,1
-0.231,0.138,1.153,13.245,-1.587,28.259,1
-0.198,0.132,1.143,7.08,7.751,22.949,1
-0.162,0.126,1.073,7.568,15.198,16.907,1
-0.148,0.095,0.989,11.475,17.456,13.306,1
-0.148,0.084,0.942,16.479,13.794,12.451,1
-0.145,0.074,0.963,19.409,6.592,13.0,1
-0.173,0.071,0.988,20.935,0.793,12.634,1
-0.221,0.069,1.0,22.644,-1.404,11.475,1
-0.24,0.075,0.997,23.132,-0.183,10.254,1
-0.242,0.076,0.985,22.034,1.526,9.338,1
-0.215,0.084,1.0,20.508,2.991,7.874,1
-0.162,0.084,1.015,19.287,5.188,5.737,1
-0.135,0.088,1.043,18.555,7.141,3.845,1
-0.125,0.096,1.057,18.372,7.751,1.831,1
-0.116,0.094,1.061,18.372,6.165,0.305,1
-0.111,0.096,1.06,18.86,1.77,-0.122,1
-0.119,0.091,1.063,18.005,-2.563,-0.122,1
-0.131,0.087,1.067,16.724,-5.737,0.549,1
-0.147,0.088,1.06,15.076,-6.897,0.854,1
-0.161,0.08,1.059,13.367,-6.897,0.488,1
-0.163,0.074,1.05,11.597,-6.897,0.427,1
-0.164,0.072,1.051,10.498,-7.019,0.427,1
-0.167,0.07,1.043,9.216,-7.812,0.488,1
-0.174,0.068,1.037,7.629,-8.606,0.61,1
-0.187,0.065,1.033,6.226,-8.85,0.366,1
-0.206,0.056,1.031,5.371,-8.24,-0.427,1
-0.221,0.06,1.018,4.944,-7.324,-0.732,1
-0.231,0.061,0.997,4.578,-6.165,-0.916,1
-0.232,0.063,0.978,4.028,-4.456,-1.526,1
-0.234,0.069,0.954,3.723,-3.723,-1.648,1
-0.236,0.069,0.928,2.808,-3.174,-2.197,1
-0.24,0.066,0.906,1.77,-3.845,-3.113,1
-0.246,0.063,0.909,0.793,-6.348,-3.296,1
-0.248,0.059,0.918,-0.671,-8.606,-3.418,1
-0.243,0.05,0.921,-1.892,-8.728,-3.601,1
-0.234,0.042,0.931,-2.502,-7.08,-4.272,1
-0.216,0.047,0.937,-2.563,-4.883,-5.249,1
-0.205,0.061,0.943,-1.892,-2.869,-6.47,1
-0.19,0.064,0.948,-0.916,-0.916,-7.629,1
0.738,2.119,0.294,36.194,20.935,18.677,2
1.012,2.415,0.35,30.64,26.978,38.513,2
1.34,2.67,0.451,20.63,35.645,63.477,2
1.706,2.859,0.554,6.592,44.189,94.055,2
2.14,2.938,0.654,-6.287,49.377,127.869,2
2.51,2.874,0.783,-19.104,51.88,165.527,2
2.857,2.635,0.856,-28.442,41.87,208.008,2
3.091,2.325,0.941,-33.142,12.085,252.38,2
3.264,1.934,1.043,-38.635,-18.86,298.218,2
3.349,1.424,1.237,-43.091,-27.222,341.37,2
2.996,0.849,1.408,-46.997,0.366,372.559,2
2.196,0.171,1.399,-48.95,50.232,392.761,2
1.113,-0.517,1.202,-42.969,91.736,397.339,2
0.178,-0.835,1.022,-29.907,112.122,390.991,2
-0.429,-1.018,1.026,-15.442,108.643,372.681,2
-0.565,-1.061,1.238,-7.69,82.092,347.046,2
-0.369,-1.11,1.422,-4.7,47.729,316.711,2
-0.165,-1.317,1.569,-5.676,15.198,287.292,2
0.018,-1.44,1.793,-6.226,-1.099,260.559,2
0.156,-1.449,1.936,-6.104,-6.165,235.474,2
0.254,-1.411,2.037,-10.925,-3.296,213.013,2
0.21,-1.363,1.938,-24.292,10.681,194.092,2
0.076,-1.283,1.75,-35.461,30.579,174.683,2
-0.122,-1.177,1.455,-40.222,40.344,156.494,2
-0.33,-1.023,1.145,-43.457,42.236,143.127,2
-0.497,-0.808,0.855,-40.894,43.945,129.456,2
-0.591,-0.591,0.617,-31.86,44.189,114.136,2
-0.568,-0.415,0.473,-21.423,37.109,100.464,2
-0.453,-0.3,0.431,-14.343,28.015,90.759,2
-0.179,-0.267,0.53,-11.414,20.02,84.9,2
0.092,-0.276,0.687,-12.512,12.695,84.412,2
0.183,-0.261,0.749,-10.193,16.052,85.632,2
0.161,-0.174,0.824,-1.343,28.625,85.449,2
0.009,-0.036,0.855,5.676,42.725,83.496,2
-0.163,0.077,0.857,7.08,56.396,79.407,2
-0.24,0.095,0.87,7.263,60.12,72.327,2
-0.261,0.104,0.864,5.432,49.927,68.481,2
-0.226,0.127,0.837,4.15,37.415,67.261,2
-0.151,0.218,0.863,3.479,29.602,65.857,2
-0.099,0.287,0.936,-4.395,32.41,66.956,2
-0.048,0.294,1.021,-14.038,43.335,64.758,2
-0.04,0.278,1.015,-19.531,62.866,58.167,2
-0.117,0.246,0.96,-16.663,79.773,51.208,2
-0.187,0.326,0.865,-5.737,76.05,45.898,2
-0.143,0.376,0.72,-0.793,54.321,44.495,2
0.046,0.372,0.621,-2.014,26.489,47.791,2
0.643,0.22,0.691,-2.808,5.859,51.453,2
-1.323,-3.745,1.499,73.364,-20.691,3.784,2
-0.194,1.306,3.74,269.104,21.057,24.597,2
-0.849,0.455,0.698,52.368,32.471,5.31,2
-0.32,0.126,0.148,-35.278,26.672,-12.817,2
-0.382,-0.717,-0.329,-46.936,59.326,22.034,2
-0.133,-0.566,0.259,12.085,17.395,54.138,2
0.252,-0.311,1.058,41.199,-19.287,62.622,2
0.472,-0.225,1.439,26.123,-15.991,48.523,2
0.335,-0.189,1.243,18.311,23.682,24.719,2
-0.083,-0.17,0.857,29.663,59.509,17.273,2
-0.328,-0.099,0.646,38.025,51.575,25.33,2
-0.248,0.028,0.646,31.067,28.503,36.377,2
-0.136,0.094,0.8,18.005,21.24,39.001,2
-0.162,0.092,0.887,9.888,24.414,34.119,2
-0.232,0.104,0.925,11.841,25.635,26.978,2
-0.176,0.154,0.977,19.714,20.203,22.095,2
-0.069,0.176,0.981,25.574,15.442,17.761,2
-0.081,0.155,0.96,26.672,14.954,12.39,2
-0.12,0.101,0.978,24.536,14.099,8.606,2
-0.138,0.061,1.027,20.63,10.254,7.202,2
-0.118,0.034,1.059,14.282,6.653,8.301,2
-0.1,0.026,1.095,8.484,5.127,9.949,2
-0.066,0.048,1.1,5.981,5.066,11.292,2
-0.017,0.06,1.072,4.7,4.944,12.207,2
0.0,0.066,1.047,3.967,5.249,11.292,2
-0.036,0.067,1.032,2.93,5.371,9.338,2
-0.082,0.065,1.031,1.282,4.639,8.545,2
-0.13,0.065,1.052,-0.366,3.357,8.362,2
-0.173,0.069,1.076,-1.587,1.953,8.667,2
-0.168,0.077,1.094,-2.625,1.099,8.972,2
-0.143,0.084,1.094,-2.686,1.16,9.033,2
-0.11,0.08,1.077,-1.709,2.014,8.301,2
-0.113,0.074,1.047,0.427,2.441,7.263,2
-0.14,0.073,1.029,2.38,2.808,6.042,2
-0.166,0.063,1.016,4.15,3.479,4.639,2
-0.178,0.073,1.014,6.165,4.639,3.723,2
-0.174,0.069,1.006,7.507,4.211,2.747,2
-0.161,0.069,1.004,8.545,2.686,1.77,2
-0.134,0.069,1.011,10.071,1.343,0.61,2
-0.107,0.057,1.002,11.047,0.977,-0.366,2
-0.112,0.051,0.996,11.536,0.671,-0.671,2
-0.124,0.053,1.0,11.902,0.488,-1.099,2
-0.128,0.053,1.016,11.963,0.366,-1.038,2
-0.12,0.057,1.028,11.414,0.244,-1.038,2
-0.104,0.063,1.026,10.681,0.305,-1.587,2
-0.097,0.059,1.029,9.521,0.549,-2.319,2
-0.102,0.063,1.045,8.911,-0.061,-2.686,2
-0.107,0.066,1.044,8.362,-2.869,-2.502,2
-0.11,0.066,1.054,7.446,-5.554,-1.892,2
-0.12,0.062,1.067,6.287,-7.202,-0.977,2
-0.117,0.059,1.06,5.066,-6.653,-0.732,2
-0.116,0.06,1.051,4.333,-4.15,-0.61,2
-0.116,0.068,1.034,3.967,-1.953,-0.549,2
-0.122,0.074,1.01,2.869,-0.854,-0.366,2
-0.134,0.074,0.989,1.526,-0.122,-0.427,2
-0.134,0.068,0.98,-0.244,0.488,-0.061,2
-0.137,0.069,0.974,-1.221,-0.244,0.427,2
-0.12,0.069,0.978,-2.441,-1.892,0.916,2
-0.103,0.064,0.974,-3.723,-4.089,1.404,2
-0.092,0.068,0.974,-4.272,-5.981,1.892,2
-0.091,0.069,0.971,-4.456,-6.958,1.343,2
-0.096,0.063,0.966,-4.883,-6.836,0.549,2
-0.106,0.06,0.969,-4.7,-6.104,-0.061,2
-0.129,0.061,0.977,-4.517,-5.127,-0.671,2
-0.143,0.063,0.978,-4.211,-4.7,-0.977,2
-0.149,0.069,0.983,-4.089,-4.211,-1.099,2
-0.144,0.081,0.982,-4.395,-4.089,-1.16,2
-0.131,0.094,0.983,-4.272,-3.418,-1.282,2
-0.111,0.101,0.976,-4.395,-2.991,-1.526,2
-0.095,0.105,0.975,-5.371,-3.296,-2.014,2
-0.094,0.105,0.971,-6.531,-3.845,-2.38,2
-0.105,0.103,0.982,-7.385,-4.15,-2.747,2
1.732,1.441,0.275,21.484,-50.476,54.382,3
