aX,aY,aZ,gX,gY,gZ,sample
-0.917,-1.363,0.471,123.352,15.747,-127.502,1
-0.902,-1.485,0.494,128.723,24.719,-141.296,1
-0.835,-1.588,0.526,132.08,28.503,-154.053,1
-0.724,-1.678,0.594,133.24,27.588,-163.94,1
-0.594,-1.714,0.682,132.263,25.391,-167.786,1
-0.412,-1.75,0.772,132.141,29.053,-165.955,1
-0.193,-1.772,0.858,134.216,40.1,-158.875,1
0.063,-1.742,0.963,139.954,56.519,-145.996,1
0.255,-1.737,1.05,149.17,73.853,-129.639,1
0.463,-1.728,1.122,149.414,91.187,-112.61,1
0.608,-1.696,1.112,137.817,105.347,-94.055,1
0.672,-1.643,1.03,118.042,111.023,-67.322,1
0.673,-1.532,0.954,94.116,100.525,-34.546,1
0.566,-1.384,0.903,66.528,75.684,-3.296,1
0.4,-1.248,0.852,36.682,44.128,23.743,1
0.206,-1.146,0.828,9.827,9.827,42.725,1
0.007,-1.028,0.835,-11.353,-24.292,51.697,1
-0.144,-0.932,0.844,-28.992,-51.758,54.626,1
-0.236,-0.865,0.835,-43.579,-67.993,54.626,1
-0.293,-0.824,0.819,-53.955,-72.327,54.932,1
-0.326,-0.784,0.789,-57.495,-66.284,56.885,1
-0.352,-0.748,0.76,-53.467,-52.734,60.425,1
-0.363,-0.729,0.729,-44.189,-36.194,62.195,1
-0.343,-0.724,0.712,-34.485,-20.691,62.866,1
-0.311,-0.749,0.702,-25.757,-9.094,63.232,1
-0.281,-0.781,0.702,-17.029,-1.282,63.11,1
-0.249,-0.828,0.711,-8.667,5.31,61.462,1
-0.207,-0.904,0.717,-2.319,9.949,59.998,1
-0.135,-1.017,0.74,0.488,9.888,58.044,1
-0.084,-1.087,0.777,-2.014,5.554,59.143,1
-0.053,-1.146,0.802,-8.362,0.793,63.965,1
-0.054,-1.17,0.814,-16.296,-1.465,67.749,1
-0.052,-1.151,0.8,-23.865,1.404,70.007,1
-0.038,-1.102,0.761,-28.503,9.094,72.021,1
-0.042,-1.073,0.712,-27.71,19.897,72.998,1
-0.049,-1.067,0.654,-21.79,32.288,73.059,1
-0.056,-1.047,0.613,-13.489,40.649,72.144,1
-0.057,-1.001,0.582,-6.104,42.358,69.092,1
-0.026,-0.981,0.55,-0.305,37.781,64.636,1
0.002,-0.999,0.556,2.136,26.733,61.462,1
0.044,-0.984,0.606,1.831,12.329,60.913,1
0.059,-0.932,0.664,-2.258,-0.244,64.758,1
0.021,-0.857,0.714,-7.935,-5.981,70.862,1
