aX,aY,aZ,gX,gY,gZ,sample
3.28,-0.822,4,88.684,-71.655,122.192,1
1.528,-0.257,2.544,-7.08,-31.433,173.645,1
0.421,-0.513,0.813,18.677,62.317,77.026,1
0.801,0.178,0.85,68.298,77.942,22.461,1
1.108,0.139,1.143,101.868,66.223,-15.625,1
0.943,-0.117,0.678,67.932,76.172,-31.006,1
0.738,-0.143,0.362,-7.507,58.899,-7.446,1
0.57,-0.024,0.008,-81.421,23.804,19.043,1
0.514,0.044,-0.127,-118.408,-14.282,34.18,1
0.384,-0.056,-0.152,-109.314,-36.194,27.466,1
0.374,-0.213,0.028,-73.059,-34.607,14.038,1
0.48,-0.259,0.179,-39.978,-23.071,5.188,1
0.473,-0.223,0.289,-22.034,-14.465,0.244,1
0.479,-0.259,0.349,-11.536,-12.207,-2.625,1
0.491,-0.28,0.412,-7.263,-15.076,-5.554,1
0.481,-0.256,0.496,-2.93,-23.376,-10.193,1
0.518,-0.194,0.56,1.038,-30.151,-16.052,1
0.575,-0.149,0.626,3.113,-34.973,-23.621,1
0.611,-0.139,0.684,2.686,-39.307,-31.921,1
0.646,-0.147,0.722,-0.366,-42.725,-39.978,1
0.685,-0.169,0.76,-5.432,-45.654,-46.082,1
0.72,-0.185,0.776,-12.207,-47.974,-48.889,1
0.761,-0.198,0.768,-21.057,-49.561,-48.767,1
0.787,-0.226,0.749,-29.358,-50.11,-46.57,1
0.817,-0.27,0.727,-34.546,-47.913,-42.297,1
0.838,-0.311,0.705,-34.607,-41.748,-36.56,1
0.848,-0.333,0.683,-29.968,-31.738,-29.968,1
0.861,-0.339,0.673,-23.01,-19.409,-23.132,1
0.856,-0.351,0.676,-15.503,-6.958,-17.09,1
0.845,-0.353,0.659,-8.057,3.906,-12.329,1
0.838,-0.333,0.639,-2.136,11.719,-8.24,1
0.826,-0.304,0.627,1.343,15.381,-5.31,1
0.803,-0.281,0.625,1.343,15.381,-4.272,1
0.786,-0.261,0.617,-0.854,12.329,-4.272,1
0.768,-0.246,0.615,-4.15,6.836,-5.859,1
0.752,-0.237,0.615,-7.019,-0.244,-9.216,1
0.745,-0.236,0.632,-11.047,-7.629,-12.39,1
0.739,-0.244,0.642,-14.954,-14.038,-14.526,1
0.736,-0.241,0.631,-16.724,-18.799,-15.93,1
0.74,-0.238,0.626,-16.602,-21.179,-16.907,1
0.741,-0.239,0.633,-15.442,-19.958,-16.724,1
0.741,-0.233,0.64,-13.855,-15.93,-15.625,1
0.741,-0.224,0.645,-11.841,-11.047,-14.038,1
0.737,-0.214,0.645,-10.376,-5.737,-11.902,1
0.732,-0.201,0.648,-10.254,-1.038,-9.766,1
0.729,-0.191,0.647,-11.719,2.258,-7.446,1
0.724,-0.186,0.652,-15.015,4.333,-5.066,1
0.711,-0.19,0.648,-18.799,4.944,-3.479,1
0.7,-0.19,0.629,-21.301,4.395,-2.441,1
0.687,-0.183,0.608,-21.484,3.052,-2.93,1
0.682,-0.18,0.584,-19.531,1.404,-4.639,1
0.686,-0.181,0.567,-17.029,-0.488,-7.629,1
0.698,-0.188,0.565,-13.977,-2.808,-10.254,1
0.71,-0.188,0.574,-11.78,-4.7,-11.902,1
0.719,-0.182,0.587,-10.742,-6.348,-12.756,1
0.729,-0.179,0.605,-10.376,-7.324,-13.245,1
0.732,-0.175,0.615,-10.193,-7.874,-12.817,1
0.738,-0.178,0.62,-10.132,-7.263,-11.841,1
0.74,-0.181,0.625,-9.399,-5.615,-10.803,1
0.743,-0.183,0.628,-8.301,-3.662,-10.01,1
0.74,-0.188,0.629,-7.141,-1.892,-8.85,1
0.733,-0.192,0.634,-5.859,-0.488,-7.69,1
0.729,-0.188,0.636,-5.066,0,-6.714,1
0.73,-0.186,0.648,-4.944,-0.061,-6.104,1
0.727,-0.184,0.648,-5.249,-0.793,-5.493,1
0.723,-0.182,0.651,-6.348,-1.953,-5.005,1
0.717,-0.186,0.652,-8.118,-2.991,-4.639,1
0.712,-0.187,0.647,-9.216,-3.418,-4.089,1
0.703,-0.182,0.65,-9.766,-3.967,-3.845,1
0.701,-0.186,0.645,-9.888,-4.15,-3.601,1
0.698,-0.184,0.646,-9.888,-4.639,-3.54,1
0.698,-0.177,0.643,-9.399,-4.883,-3.845,1
0.696,-0.18,0.647,-9.644,-4.578,-4.089,1
0.7,-0.181,0.645,-9.338,-3.906,-3.906,1
0.701,-0.171,0.642,-8.728,-3.418,-3.906,1
0.702,-0.165,0.649,-8.545,-3.174,-3.906,1
0.701,-0.168,0.651,-8.911,-2.502,-3.906,1
0.702,-0.167,0.647,-9.277,-2.38,-3.54,1
0.703,-0.166,0.645,-9.705,-2.441,-2.686,1
0.702,-0.17,0.649,-10.01,-2.563,-1.892,1
0.701,-0.168,0.646,-10.01,-2.686,-1.221,1
0.698,-0.165,0.647,-9.888,-2.747,-0.061,1
0.693,-0.157,0.657,-10.071,-2.808,0.732,1
0.681,-0.152,0.659,-10.254,-2.136,1.038,1
0.675,-0.15,0.651,-9.888,-0.977,1.343,1
0.676,-0.149,0.651,-9.338,0.061,0.793,1
0.672,-0.148,0.643,-8.911,0.488,-0.488,1
0.67,-0.144,0.639,-8.911,0.122,-1.953,1
0.678,-0.146,0.637,-9.338,-0.854,-2.93,1
0.688,-0.145,0.638,-10.071,-2.441,-3.54,1
0.697,-0.143,0.636,-11.353,-4.028,-3.784,1
0.701,-0.151,0.64,-12.512,-4.944,-3.601,1
0.704,-0.159,0.644,-12.451,-5.066,-3.296,1
0.705,-0.163,0.643,-11.169,-4.578,-2.991,1
0.707,-0.162,0.646,-9.46,-3.235,-2.258,1
0.712,-0.162,0.649,-8.179,-1.587,-1.038,1
0.717,-0.162,0.658,-6.897,-0.061,0.305,1
0.714,-0.158,0.663,-6.226,0.977,1.831,1
0.707,-0.147,0.662,-5.981,1.465,3.235,1
0.694,-0.148,0.663,-5.92,1.953,3.906,1
0.685,-0.15,0.647,-5.554,2.136,3.906,1
0.68,-0.145,0.638,-5.127,1.77,3.296,1
0.676,-0.142,0.641,-5.005,1.16,2.258,1
0.667,-0.147,0.651,-5.066,0.549,0.671,1
0.669,-0.146,0.646,-5.005,-1.099,-0.61,1
0.674,-0.143,0.65,-4.883,-2.869,-1.648,1
0.68,-0.147,0.657,-5.127,-4.089,-2.502,1
0.681,-0.149,0.663,-5.31,-4.883,-2.747,1
0.686,-0.147,0.665,-5.554,-5.615,-2.136,1
0.683,-0.143,0.665,-5.676,-5.066,-1.038,1
0.682,-0.144,0.662,-5.493,-3.784,-0.305,1
0.68,-0.145,0.662,-5.127,-2.014,0.305,1
0.677,-0.147,0.666,-4.395,-0.549,0.916,1
0.672,-0.145,0.664,-3.906,0.732,1.343,1
0.669,-0.147,0.657,-3.235,0.977,1.221,1
0.67,-0.148,0.654,-2.075,0.916,0.427,1
0.672,-0.149,0.662,-1.343,0.366,-0.671,1
0.677,-0.153,0.663,-1.587,-0.793,-1.099,1
0.682,-0.147,0.667,-1.709,-2.441,-1.282,1
3.739,-1.519,4,169.373,71.35,54.504,2
1.481,-0.478,2.218,69.885,53.528,131.531,2
0.649,-0.47,1.218,68.848,77.148,90.576,2
0.878,-0.033,0.623,77.82,121.765,13.306,2
1.473,0.15,0.967,97.473,100.403,-7.141,2
1.336,0.098,0.636,61.401,92.896,-2.502,2
0.992,0.06,0.131,-13.611,83.374,16.907,2
0.914,0.239,-0.159,-96.802,49.744,36.377,2
0.741,0.198,-0.018,-138.306,10.437,48.645,2
0.667,0.012,-0.005,-136.597,-11.414,55.481,2
0.613,-0.114,0.014,-115.356,-13.794,51.147,2
0.57,-0.246,-0.018,-76.66,-5.188,41.748,2
0.547,-0.241,0.021,-38.513,4.7,29.541,2
0.53,-0.342,0.05,-9.583,4.272,22.034,2
0.547,-0.386,0.174,6.287,-2.625,12.756,2
0.57,-0.264,0.324,13.306,-12.756,2.014,2
0.594,-0.107,0.396,15.564,-22.156,-7.202,2
0.625,-0.023,0.485,15.32,-28.015,-14.709,2
0.664,0,0.581,10.254,-30.701,-22.888,2
0.695,0.006,0.642,2.869,-31.067,-31.25,2
0.728,-0.001,0.664,-5.737,-31.006,-38.208,2
0.746,-0.04,0.647,-15.686,-33.203,-42.114,2
0.771,-0.082,0.612,-25.818,-36.072,-43.579,2
0.798,-0.127,0.584,-34.241,-35.217,-41.87,2
0.821,-0.159,0.562,-38.208,-31.799,-40.1,2
0.832,-0.192,0.525,-34.851,-26.245,-37.415,2
0.851,-0.204,0.51,-26.855,-18.494,-32.959,2
0.875,-0.213,0.505,-17.456,-9.155,-28.687,2
0.885,-0.207,0.518,-10.071,1.038,-24.963,2
0.88,-0.208,0.529,-5.188,10.254,-21.057,2
0.879,-0.206,0.516,-0.732,16.602,-17.212,2
0.882,-0.184,0.508,2.014,18.921,-14.954,2
0.879,-0.16,0.507,1.038,17.883,-15.198,2
0.867,-0.14,0.512,-3.052,14.893,-16.541,2
0.86,-0.119,0.516,-8.728,10.254,-18.25,2
0.872,-0.121,0.521,-16.113,4.7,-20.325,2
0.856,-0.152,0.533,-23.01,-0.61,-21.484,2
0.835,-0.171,0.502,-26.55,-5.005,-20.996,2
0.833,-0.151,0.483,-26.245,-8.484,-20.935,2
0.83,-0.129,0.481,-23.865,-10.193,-21.851,2
0.823,-0.107,0.491,-22.766,-10.803,-23.193,2
0.814,-0.082,0.501,-23.621,-11.353,-24.292,2
0.808,-0.058,0.504,-26.855,-13.306,-25.757,2
0.816,-0.053,0.508,-31.311,-16.663,-27.71,2
0.815,-0.082,0.514,-36.011,-19.775,-28.625,2
0.816,-0.139,0.511,-38.452,-20.264,-26.978,2
0.842,-0.169,0.495,-35.034,-17.517,-23.437,2
