aX,aY,aZ,gX,gY,gZ,sample
0.827,-4,-3.7,1043.335,-206.238,265.198,1
0.512,-4,4,1377.258,203.979,245.667,1
0.049,-2.003,3.189,737.61,439.88,146.484,1
-1.342,-0.493,1.417,245.361,167.725,6.104,1
-0.783,-0.906,1.364,89.661,15.076,-94.421,1
-0.161,-1.133,1.047,40.894,10.376,-108.765,1
-0.132,-0.907,0.885,2.014,-7.629,-67.139,1
-0.141,-0.823,0.503,-16.479,-23.56,-42.236,1
0.048,-0.796,0.201,-21.362,-13.428,-26.611,1
0.05,-0.71,0.08,-18.188,-13.062,-16.052,1
-0.005,-0.767,0.11,-8.423,-22.461,-5.554,1
-0.113,-0.886,0.24,1.587,-30.884,9.644,1
-0.205,-0.928,0.313,11.658,-24.353,29.358,1
-0.277,-0.91,0.365,20.996,-9.949,39.307,1
-0.229,-0.878,0.375,26.978,-2.563,30.945,1
-0.115,-0.858,0.404,29.419,-0.977,10.62,1
-0.034,-0.849,0.407,29.053,1.099,-10.01,1
-0.024,-0.867,0.419,24.841,1.648,-26.489,1
-0.042,-0.9,0.445,17.883,0.305,-36.987,1
-0.085,-0.906,0.446,8.545,-2.441,-40.649,1
-0.101,-0.91,0.446,0.488,-4.517,-38.452,1
-0.11,-0.922,0.459,-4.272,-5.92,-32.166,1
-0.092,-0.931,0.451,-7.385,-7.507,-23.865,1
-0.067,-0.957,0.474,-9.827,-10.559,-16.602,1
-0.039,-0.957,0.448,-10.986,-10.742,-9.888,1
-0.026,-0.925,0.429,-11.902,-7.751,-3.052,1
-0.023,-0.894,0.411,-11.475,-4.211,1.831,1
-0.03,-0.868,0.39,-10.742,-1.465,4.211,1
-0.038,-0.86,0.37,-10.559,0.305,3.357,1
-0.062,-0.852,0.362,-11.353,-0.488,-0.183,1
-0.09,-0.841,0.361,-11.658,-3.845,-4.578,1
-0.045,-0.885,0.4,-10.62,-4.211,-9.216,1
-0.048,-0.882,0.408,-11.78,-4.639,-11.475,1
-0.063,-0.883,0.426,-12.817,-3.54,-10.62,1
-0.076,-0.879,0.435,-14.404,-1.404,-8.789,1
-0.1,-0.873,0.427,-17.395,-1.77,-7.324,1
-0.108,-0.867,0.429,-20.752,-2.747,-5.31,1
-0.11,-0.875,0.443,-22.522,-2.38,-3.174,1
-0.109,-0.872,0.454,-23.865,-1.587,-1.343,1
-0.109,-0.871,0.465,-25.085,-0.61,0.549,1
-0.105,-0.864,0.48,-26.367,0.427,1.709,1
-0.094,-0.847,0.491,-26.978,1.16,2.136,1
-0.074,-0.843,0.488,-26.062,1.953,1.831,1
-0.064,-0.844,0.467,-24.719,2.991,1.465,1
-0.081,-0.84,0.493,-23.193,0.549,1.587,1
-0.082,-0.862,0.515,-20.447,-1.526,2.014,1
-0.082,-0.873,0.531,-18.738,-2.502,2.441,1
-0.077,-0.882,0.539,-19.043,-3.784,2.625,1
-0.076,-0.891,0.546,-20.569,-4.517,2.686,1
-0.079,-0.902,0.554,-22.705,-4.517,3.174,1
-0.087,-0.912,0.556,-25.452,-3.601,3.662,1
-0.092,-0.916,0.556,-28.687,-2.441,3.967,1
-0.091,-0.92,0.55,-32.288,-1.709,4.639,1
-0.09,-0.911,0.543,-37.17,-1.404,5.31,1
-0.087,-0.897,0.54,-42.297,-1.709,6.348,1
-0.083,-0.868,0.538,-48.218,-2.136,7.996,1
-0.081,-0.85,0.53,-53.65,-2.625,9.705,1
-0.091,-0.838,0.532,-59.631,-3.357,11.292,1
-0.092,-0.83,0.556,-66.589,-4.944,12.207,1
-0.093,-0.813,0.585,-75.012,-6.165,12.146,1
-0.11,-0.822,0.626,-85.632,-7.751,11.108,1
-0.117,-0.817,0.659,-97.29,-8.362,9.827,1
-0.142,-0.812,0.685,-107.483,-6.165,7.324,1
-0.164,-0.824,0.69,-112.976,1.587,2.686,1
-0.131,-0.795,0.634,-113.098,15.198,-4.089,1
