aX,aY,aZ,gX,gY,gZ,sample
0.469,-1.877,-0.27,-0.122,-25.208,38.574,1
0.371,-2.041,-0.179,3.357,-31.494,55.298,1
0.25,-2.172,-0.055,3.418,-37.231,73.669,1
0.113,-2.232,0.08,-2.38,-39.063,92.224,1
-0.002,-2.197,0.186,-12.939,-35.767,111.633,1
-0.056,-2.119,0.211,-25.574,-25.635,131.836,1
-0.092,-2,0.219,-34.302,-15.076,153.32,1
-0.12,-1.845,0.202,-39.673,-5.676,174.988,1
-0.164,-1.685,0.149,-47.058,3.296,195.068,1
-0.179,-1.475,0.046,-57.495,13,211.06,1
-0.155,-1.256,-0.072,-67.932,21.423,225.525,1
-0.16,-1.063,-0.187,-75.134,27.161,238.22,1
-0.153,-0.856,-0.276,-78.552,29.175,249.878,1
-0.157,-0.677,-0.326,-77.515,29.053,260.437,1
-0.176,-0.489,-0.35,-72.998,26.855,271.179,1
-0.172,-0.322,-0.351,-66.528,25.146,282.654,1
-0.188,-0.198,-0.313,-56.946,23.621,292.908,1
-0.213,-0.051,-0.224,-46.204,22.644,302.246,1
-0.252,0.133,-0.187,-39.246,25.208,309.753,1
-0.268,0.324,-0.149,-37.17,30.579,311.157,1
-0.264,0.607,-0.12,-41.626,35.645,304.443,1
-0.203,0.946,-0.165,-55.664,43.64,288.879,1
-0.071,1.249,-0.303,-78.369,52.551,262.329,1
0.112,1.421,-0.498,-105.591,58.105,228.149,1
0.313,1.457,-0.631,-126.282,56.641,189.392,1
0.438,1.426,-0.714,-134.705,48.767,156.494,1
0.494,1.437,-0.767,-132.812,38.391,134.705,1
0.599,1.504,-0.816,-123.413,31.86,124.084,1
0.67,1.528,-0.808,-110.84,27.771,119.324,1
0.699,1.553,-0.733,-92.224,25.024,117.554,1
0.732,1.549,-0.646,-69.336,25.024,117.737,1
0.79,1.476,-0.585,-49.255,28.381,117.065,1
0.871,1.381,-0.538,-36.804,32.532,112.671,1
0.941,1.269,-0.531,-35.278,36.499,101.929,1
1.009,1.14,-0.522,-40.955,38.94,87.402,1
1.07,1.058,-0.545,-48.889,41.016,74.829,1
1.14,1.02,-0.66,-54.077,42.908,67.932,1
1.232,1.03,-0.784,-52.368,40.161,65.918,1
1.282,1.028,-0.769,-41.748,29.663,67.078,1
1.269,0.991,-0.639,-24.597,16.296,69.397,1
1.211,0.999,-0.467,-8.484,4.7,72.693,1
1.159,1.057,-0.32,0.793,0.061,74.646,1
1.172,1.09,-0.263,3.113,4.211,70.74,1
1.218,1.113,-0.265,2.136,11.414,62.256,1
1.252,1.119,-0.297,0.549,15.015,51.514,1
1.263,1.118,-0.32,0.305,14.282,40.833,1
1.27,1.125,-0.382,1.221,13.794,30.579,1
1.3,1.127,-0.457,1.709,13.977,20.447,1
1.323,1.082,-0.497,2.258,10.742,9.766,1
1.297,1.044,-0.479,4.333,4.211,0.183,1
1.27,1.047,-0.476,7.69,-1.282,-5.798,1
1.263,1.058,-0.498,11.047,-5.005,-10.742,1
1.249,1.07,-0.53,13.611,-9.033,-16.296,1
1.236,1.091,-0.567,15.259,-13.245,-22.217,1
1.201,1.093,-0.551,18.25,-19.592,-28.931,1
1.142,1.097,-0.517,22.766,-26.306,-35.583,1
1.095,1.114,-0.503,27.039,-30.334,-40.955,1
1.074,1.139,-0.512,31.433,-32.837,-45.837,1
1.041,1.115,-0.502,38.086,-35.706,-51.392,1
0.987,1.073,-0.46,46.021,-39.734,-57.068,1
0.935,1.056,-0.423,52.612,-42.969,-61.89,1
0.9,1.054,-0.409,56.396,-44.922,-67.505,1
0.858,1.054,-0.407,59.387,-46.814,-74.28,1
0.814,1.027,-0.373,63.232,-49.744,-81.726,1
0.771,0.966,-0.316,67.688,-52.673,-90.271,1
0.732,0.889,-0.262,69.153,-53.711,-100.098,1
0.675,0.828,-0.206,66.162,-54.138,-109.985,1
0.64,0.793,-0.168,62.073,-51.636,-118.286,1
0.618,0.737,-0.143,59.265,-47.302,-125.427,1
0.596,0.685,-0.148,57.19,-42.847,-131.104,1
0.563,0.651,-0.161,57.739,-39.856,-134.705,1
0.545,0.623,-0.17,61.951,-36.316,-135.254,1
0.536,0.594,-0.204,66.162,-33.081,-136.353,1
0.527,0.547,-0.22,67.932,-31.067,-139.648,1
0.5,0.502,-0.188,69.458,-30.701,-144.531,1
0.455,0.422,-0.123,72.205,-29.846,-150.391,1
0.42,0.337,-0.073,73.73,-26.428,-155.457,1
0.42,0.254,-0.066,71.106,-19.836,-158.63,1
0.428,0.191,-0.079,68.359,-13.428,-160.461,1
0.443,0.146,-0.121,67.627,-8.545,-160.522,1
0.465,0.07,-0.171,68.298,-5.066,-159.058,1
0.481,0.004,-0.204,69.763,-3.113,-157.837,1
0.48,-0.034,-0.213,72.327,-2.136,-156.189,1
0.473,-0.063,-0.222,73.425,-1.465,-154.114,1
0.472,-0.098,-0.229,72.021,-0.671,-153.687,1
0.469,-0.127,-0.219,68.787,-0.549,-155.518,1
0.456,-0.164,-0.216,63.538,0.061,-158.936,1
0.452,-0.208,-0.211,56.763,0.732,-163.818,1
0.458,-0.27,-0.182,49.927,0.427,-169.922,1
0.45,-0.35,-0.171,41.87,0.61,-175.842,1
0.443,-0.439,-0.169,33.142,1.465,-179.321,1
0.448,-0.524,-0.16,26.855,2.38,-178.65,1
0.459,-0.578,-0.175,23.926,3.784,-173.035,1
0.483,-0.611,-0.182,24.841,4.761,-165.039,1
0.488,-0.634,-0.184,28.625,4.15,-156.738,1
0.485,-0.67,-0.182,33.02,3.174,-148.132,1
0.487,-0.708,-0.142,37.659,1.77,-140.625,1
0.478,-0.742,-0.137,38.635,2.197,-135.681,1
0.482,-0.777,-0.152,35.583,4.395,-132.385,1
0.494,-0.816,-0.18,31.128,6.409,-129.7,1
0.512,-0.873,-0.196,27.405,7.568,-127.319,1
0.536,-0.93,-0.191,25.574,7.874,-124.084,1
0.543,-0.996,-0.181,24.17,7.324,-120.483,1
0.549,-1.034,-0.152,22.644,5.981,-114.685,1
