aX,aY,aZ,gX,gY,gZ,sample
-0.354,1.937,0.465,55.908,-36.072,258.85,1
-0.293,1.89,0.551,39.795,-31.738,228.271,1
-0.295,1.953,0.525,33.875,-25.452,196.716,1
-0.315,2.066,0.372,38.635,-1.77,175.964,1
-0.343,2.255,0.207,39.856,10.62,152.527,1
-0.352,2.393,0.194,31.86,8.057,130.737,1
-0.326,2.469,0.247,18.982,10.864,104.614,1
-0.242,2.509,0.276,6.287,23.499,77.698,1
-0.192,2.564,0.266,-3.174,28.015,53.467,1
-0.215,2.62,0.245,-5.981,23.132,28.564,1
-0.202,2.659,0.188,-1.831,25.818,1.343,1
-0.279,2.628,0.19,2.258,29.419,-30.64,1
-0.053,2.678,0.148,4.15,35.767,-54.626,1
-0.096,2.53,0.23,0.244,29.053,-73.608,1
-0.097,2.396,0.245,-0.854,8.728,-117.737,1
-0.151,2.266,0.289,-3.235,-14.221,-148.437,1
-0.085,2.103,0.352,-8.362,-19.348,-163.33,1
-0.069,1.996,0.445,-17.456,-23.376,-173.767,1
-0.06,1.922,0.539,-26.184,-19.958,-185.425,1
-0.066,1.804,0.576,-32.715,-5.859,-200.989,1
-0.042,1.628,0.571,-38.757,11.719,-217.712,1
-0.025,1.412,0.558,-44.434,22.705,-234.253,1
-0.001,1.24,0.541,-47.607,24.902,-246.216,1
0.027,1.059,0.518,-47.18,21.973,-255.188,1
0.035,0.904,0.511,-45.044,19.104,-261.536,1
0.066,0.749,0.501,-43.274,20.569,-265.259,1
0.102,0.635,0.521,-43.091,21.851,-267.822,1
0.131,0.504,0.533,-42.419,23.376,-270.325,1
0.195,0.396,0.556,-42.603,28.32,-270.203,1
0.223,0.295,0.567,-45.593,36.499,-266.968,1
0.233,0.238,0.566,-51.208,45.959,-264.16,1
0.248,0.182,0.499,-55.725,58.167,-262.634,1
0.267,0.112,0.412,-61.584,67.688,-261.658,1
0.265,0.013,0.32,-69.763,71.167,-258.423,1
0.274,-0.072,0.237,-79.102,71.289,-253.662,1
0.297,-0.2,0.163,-86.731,70.923,-247.131,1
0.333,-0.334,0.118,-94.421,71.533,-238.647,1
0.389,-0.439,0.099,-101.074,75.134,-228.149,1
0.445,-0.472,0.076,-102.844,80.261,-217.957,1
0.456,-0.499,0.043,-97.595,85.266,-209.351,1
0.49,-0.491,-0.046,-90.088,91.614,-197.876,1
0.487,-0.555,-0.108,-83.618,90.637,-193.665,1
0.525,-0.648,-0.182,-77.148,88.806,-190.247,1
0.579,-0.78,-0.229,-68.726,87.83,-184.326,1
0.594,-0.848,-0.31,-60.852,85.815,-173.767,1
0.604,-1.002,-0.365,-55.115,77.82,-151.062,1
0.667,-1.103,-0.348,-59.509,71.655,-130.31,1
0.74,-1.044,-0.347,-64.758,68.665,-109.741,1
