aX,aY,aZ,gX,gY,gZ,sample
1.693,-1.326,-0.243,-28.87,217.896,-495.361,0
-1.881,-1.753,-0.291,-2.136,221.741,-505.92,0
-2.027,-2.079,-0.522,13.489,227.173,-493.286,0
-2.128,-2.273,-0.821,22.766,226.44,-460.51,0
-2.189,-2.395,-1.107,28.931,215.088,-417.175,0
-2.217,-2.445,-1.304,38.33,194.275,-370.239,0
-2.183,-2.43,-1.395,44.373,169.067,-317.444,0
-2.148,-2.356,-1.386,43.701,142.212,-258.972,0
-2.062,-2.24,-1.337,37.781,117.676,-198.669,0
-1.989,-2.117,-1.288,24.353,99.426,-141.418,0
-1.906,-2.01,-1.287,5.798,85.388,-89.539,0
-1.825,-1.904,-1.323,-11.963,71.167,-42.786,0
-1.742,-1.81,-1.311,-26.367,55.054,-3.906,0
-1.671,-1.724,-1.236,-32.837,37.659,23.926,0
-1.596,-1.657,-1.134,-29.724,21.606,39.795,0
-1.517,-1.636,-1.113,-22.705,8.911,46.143,0
-1.43,-1.64,-1.134,-14.709,-2.808,48.645,0
-1.351,-1.634,-1.13,-3.601,-15.808,51.27,0
-1.286,-1.613,-1.096,8.728,-28.992,55.542,0
-1.229,-1.583,-1.01,18.372,-39.246,62.5,0
-1.192,-1.554,-0.931,24.597,-44.617,70.801,0
-1.163,-1.545,-0.909,27.649,-46.875,80.078,0
-1.153,-1.551,-0.917,26.55,-48.401,90.82,0
-1.13,-1.552,-0.969,25.269,-51.819,102.539,0
-1.108,-1.522,-1.01,27.893,-58.716,114.441,0
-1.09,-1.464,-0.998,35.767,-68.237,123.718,0
-1.072,-1.401,-0.936,46.082,-78.735,129.15,0
-1.039,-1.366,-0.844,55.237,-88.135,130.493,0
-0.985,-1.362,-0.773,62.683,-95.581,131.226,0
-0.92,-1.347,-0.727,69.458,-100.952,134.521,0
-0.869,-1.31,-0.675,74.829,-105.652,142.273,0
-0.821,-1.276,-0.615,77.332,-109.985,151.917,0
-0.777,-1.249,-0.542,79.346,-114.746,161.926,0
-0.735,-1.222,-0.47,79.712,-118.103,174.133,0
-0.703,-1.193,-0.405,76.66,-118.958,189.514,0
-0.663,-1.149,-0.363,72.327,-118.225,206.604,0
-0.625,-1.08,-0.317,68.848,-116.882,224.06,0
-0.594,-0.993,-0.289,68.054,-114.624,239.563,0
-0.561,-0.896,-0.263,70.496,-111.328,250.183,0
-0.527,-0.76,-0.24,76.904,-108.521,255.31,0
-0.49,-0.631,-0.209,82.336,-105.103,255.127,0
-0.451,-0.527,-0.209,84.473,-100.342,250.977,0
-0.414,-0.45,-0.223,87.646,-97.412,243.042,0
-0.383,-0.408,-0.248,93.872,-95.947,231.75,0
-0.356,-0.365,-0.287,96.008,-94.299,220.398,0
-0.332,-0.345,-0.319,97.656,-93.872,209.717,0
-0.308,-0.334,-0.343,102.173,-94.604,198.486,0
-0.291,-0.35,-0.35,106.873,-95.581,186.584,0
-0.262,-0.349,-0.362,109.619,-99.182,177.368,0
-0.232,-0.373,-0.355,111.877,-104.614,170.105,0
-0.223,-0.382,-0.326,108.765,-109.192,166.443,0
-0.206,-0.423,-0.293,97.717,-113.037,169.617,0
-0.189,-0.468,-0.255,89.05,-115.54,175.72,0
-0.199,-0.505,-0.244,77.515,-116.394,186.279,0
-0.211,-0.535,-0.23,59.448,-115.845,203.613,0
-0.201,-0.542,-0.251,45.471,-116.821,222.656,0
-0.229,-0.519,-0.269,31.921,-119.263,242.371,0
-0.223,-0.487,-0.219,19.653,-122.07,262.024,0
-0.213,-0.369,-0.15,27.832,-124.39,274.841,0
-0.18,-0.378,-0.108,50.232,-121.948,278.809,0
-0.22,-0.276,-0.096,63.049,-120.972,277.893,0
-0.135,-0.256,-0.141,84.229,-120.605,273.193,0
-0.147,-0.123,-0.119,109.192,-130.005,260.559,0
-0.187,-0.08,-0.067,148.987,-140.015,239.319,0
-0.134,-0.095,-0.207,194.702,-149.17,213.684,0
-0.094,-0.084,-0.107,232.849,-166.016,191.223,0
-0.052,-0.094,0.016,270.874,-185.974,171.143,0
-0.042,-0.07,0.18,296.387,-200.439,151.917,0
-0.022,-0.08,0.377,302.673,-205.688,137.756,0
0.017,-0.104,0.529,303.406,-204.59,129.211,0
0.058,-0.116,0.585,310.12,-198.181,123.535,0
0.096,-0.129,0.593,316.04,-192.322,121.033,0
0.146,-0.143,0.565,317.017,-190.247,122.498,0
0.185,-0.193,0.516,316.101,-195.496,126.099,0
0.254,-0.209,0.561,315.002,-207.703,131.836,0
0.328,-0.201,0.714,318.542,-223.877,138.611,0
0.432,-0.14,0.96,319.397,-236.572,148.437,0
0.524,0.029,1.273,312.012,-240.295,166.016,0
0.547,0.287,1.546,290.405,-233.337,192.81,0
0.582,0.627,1.731,265.808,-219.177,222.473,0
0.632,1.056,1.78,238.098,-198.181,249.268,0
0.689,1.45,1.771,200.256,-176.392,266.052,0
0.725,1.824,1.726,168.152,-161.255,270.813,0
0.755,2.156,1.597,155.579,-150.024,256.958,0
0.736,2.411,1.496,159.607,-140.991,220.032,0
0.78,2.475,1.463,172.485,-129.15,169.678,0
0.803,2.427,1.49,177.856,-115.723,115.295,0
0.813,2.273,1.557,172.546,-97.107,65.979,0
0.794,2.078,1.609,159.546,-75.684,27.283,0
0.765,2.011,1.676,139.221,-52.673,3.967,0
0.725,2.014,1.615,114.441,-32.227,-5.493,0
0.734,1.976,1.506,82.153,-13.855,-7.202,0
0.676,1.861,1.395,42.175,-1.465,-3.54,0
0.691,1.777,1.277,1.465,3.296,1.099,0
0.692,1.771,1.231,-24.597,4.7,3.601,0
0.687,1.797,1.224,-41.016,5.371,-5.432,0
0.667,1.741,1.157,-47.974,10.864,-26.794,0
0.638,1.58,1.114,-52.49,18.188,-51.025,0
0.614,1.423,1.067,-55.42,23.437,-74.158,0
0.592,1.255,1.027,-57.19,29.846,-93.384,0
0.568,1.107,0.998,-61.035,38.635,-107.849,0
0.548,0.982,0.955,-66.406,48.157,-116.455,0
0.532,0.893,0.913,-70.313,55.481,-121.643,0
0.525,0.837,0.867,-72.998,61.646,-124.39,0
0.518,0.818,0.81,-75.317,67.322,-125.732,0
0.506,0.789,0.786,-79.224,70.923,-127.93,0
0.492,0.753,0.772,-88.074,73.181,-130.676,0
0.478,0.708,0.752,-98.45,76.66,-132.935,0
0.468,0.67,0.732,-105.103,80.872,-135.986,0
0.456,0.636,0.724,-111.816,85.693,-138,0
0.446,0.617,0.711,-119.263,91.248,-139.771,0
0.438,0.602,0.711,-129.15,95.642,-140.808,0
0.428,0.581,0.706,-140.076,99.976,-141.479,0
0.41,0.556,0.697,-151.55,104.004,-142.273,0
0.377,0.529,0.703,-160.95,108.398,-144.592,0
0.338,0.502,0.696,-167.664,114.563,-149.17,0
