aX,aY,aZ,gX,gY,gZ,sample
0.135,1.371,-0.026,-112.122,48.828,-16.602,1
1.091,1.416,-0.088,-111.938,49.622,-35.889,1
1.055,1.44,-0.101,-116.943,46.753,-54.688,1
1.022,1.428,-0.124,-116.821,42.053,-76.538,1
0.973,1.414,-0.139,-105.225,35.706,-100.83,1
0.902,1.415,-0.172,-84.045,30.09,-130.31,1
0.791,1.377,-0.202,-58.777,24.414,-164.368,1
0.672,1.331,-0.226,-37.048,17.334,-199.707,1
0.567,1.275,-0.23,-24.536,11.23,-234.253,1
0.479,1.178,-0.23,-21.973,7.935,-266.724,1
0.401,1.042,-0.233,-26.306,7.324,-296.021,1
0.327,0.861,-0.232,-33.691,7.874,-323.12,1
0.238,0.617,-0.176,-42.603,7.69,-348.999,1
0.142,0.355,-0.057,-48.157,3.296,-373.901,1
0.049,0.068,0.057,-42.297,-3.296,-396.79,1
-0.033,-0.193,0.134,-23.56,-9.949,-416.687,1
-0.114,-0.42,0.171,3.845,-15.442,-432.007,1
-0.237,-0.619,0.19,36.438,-18.982,-443.298,1
-0.38,-0.867,0.13,63.049,-17.334,-447.937,1
-0.531,-1.181,0.018,67.322,-8.179,-438.11,1
-0.672,-1.594,-0.117,50.171,6.165,-409.18,1
-0.716,-1.998,-0.302,25.024,20.691,-359.497,1
-0.681,-2.216,-0.427,-5.554,32.776,-287.109,1
-0.579,-2.229,-0.46,-43.823,39.246,-202.209,1
-0.468,-2.103,-0.376,-80.505,40.039,-121.155,1
-0.323,-1.899,-0.284,-103.088,40.466,-58.167,1
-0.208,-1.688,-0.231,-109.314,40.222,-20.203,1
-0.112,-1.523,-0.172,-106.995,39.124,-4.089,1
-0.009,-1.408,-0.134,-98.511,35.645,-2.136,1
0.082,-1.357,-0.139,-82.397,29.907,-8.179,1
0.139,-1.345,-0.146,-62.378,23.132,-18.372,1
0.182,-1.353,-0.138,-43.091,14.954,-28.015,1
0.209,-1.353,-0.13,-26.123,6.104,-34.485,1
0.225,-1.336,-0.122,-11.597,-1.099,-36.499,1
0.243,-1.303,-0.113,-1.77,-5.493,-34.18,1
0.266,-1.249,-0.11,4.822,-8.484,-29.236,1
0.292,-1.187,-0.109,9.033,-10.193,-23.682,1
0.323,-1.136,-0.111,11.169,-10.864,-18.311,1
0.348,-1.079,-0.107,11.841,-10.559,-14.221,1
0.37,-1.027,-0.121,11.536,-8.667,-11.658,1
0.383,-1.002,-0.133,8.606,-5.554,-10.01,1
0.4,-0.984,-0.123,2.991,-3.235,-7.629,1
0.411,-0.975,-0.116,-0.854,-0.427,-5.92,1
0.415,-0.968,-0.117,-1.953,2.258,-4.517,1
0.418,-0.955,-0.123,-1.587,4.211,-3.54,1
