aX,aY,aZ,gX,gY,gZ,sample
1.281,1.344,0.566,-10.437,-4.944,81.909,1
1.318,1.451,0.664,-22.278,8.118,65.674,1
1.264,1.46,0.688,-27.039,24.353,44.128,1
1.198,1.456,0.635,-23.193,39.978,19.531,1
1.134,1.47,0.568,-13.916,53.894,-6.653,1
1.074,1.457,0.487,-1.343,66.284,-33.325,1
0.99,1.426,0.395,9.155,74.036,-56.274,1
0.895,1.384,0.31,12.085,80.2,-74.28,1
0.817,1.328,0.244,8.911,83.923,-90.759,1
0.776,1.29,0.23,1.16,85.754,-108.643,1
0.746,1.229,0.235,-10.559,88.196,-121.948,1
0.687,1.138,0.239,-26.611,92.468,-132.568,1
0.624,1.039,0.229,-41.199,95.947,-144.653,1
0.553,0.944,0.207,-51.88,96.558,-159.302,1
0.505,0.804,0.132,-57.129,97.961,-174.805,1
0.429,0.659,0.037,-57.861,96.985,-187.622,1
0.375,0.517,-0.034,-57.129,91.37,-195.251,1
0.318,0.403,-0.098,-53.528,84.351,-198.425,1
0.26,0.394,-0.15,-48.035,77.576,-199.585,1
0.244,0.368,-0.189,-46.387,71.106,-203.491,1
0.198,0.24,-0.152,-55.542,61.035,-208.13,1
0.198,0.119,-0.05,-71.96,53.04,-203.308,1
0.22,-0.001,0.049,-84.106,52.185,-190.918,1
0.217,-0.113,0.112,-86.365,52.246,-181.335,1
0.175,-0.096,0.107,-79.529,52.795,-177.124,1
0.171,-0.076,0.043,-69.397,52.612,-180.054,1
0.187,-0.116,0.006,-61.951,47.913,-187.012,1
0.178,-0.184,-0.031,-56.458,41.443,-193.054,1
0.121,-0.216,-0.101,-47.852,36.804,-196.228,1
0.077,-0.317,-0.208,-37.659,31.372,-199.28,1
0.077,-0.485,-0.236,-35.4,19.653,-200.073,1
0.066,-0.608,-0.259,-39.795,9.399,-192.2,1
0.073,-0.709,-0.291,-45.41,1.16,-176.941,1
0.071,-0.775,-0.267,-52.063,-7.935,-161.987,1
0.152,-0.762,-0.174,-59.631,-16.418,-148.499,1
0.268,-0.745,-0.075,-62.866,-21.545,-139.954,1
0.352,-0.739,-0.051,-58.716,-22.095,-136.292,1
0.349,-0.759,-0.083,-46.143,-20.508,-137.512,1
0.362,-0.814,-0.188,-24.841,-19.897,-145.203,1
0.396,-0.892,-0.323,-4.761,-22.644,-152.283,1
0.411,-0.967,-0.396,2.38,-27.344,-151.062,1
0.464,-0.957,-0.407,-6.775,-36.011,-139.648,1
0.546,-0.942,-0.328,-29.175,-44.25,-121.338,1
0.674,-0.976,-0.139,-53.345,-50.049,-99.609,1
0.817,-0.984,0.007,-67.993,-49.683,-81.665,1
0.951,-0.979,0.088,-68.665,-41.931,-74.036,1
1.008,-0.941,0.11,-57.068,-38.391,-74.524,1
1.071,-0.974,0.039,-40.71,-34.546,-79.956,1
1.098,-1.068,-0.028,-28.442,-31.25,-80.811,1
1.094,-1.163,-0.053,-20.752,-30.151,-76.538,1
1.185,-1.228,-0.099,-15.625,-30.701,-70.801,1
1.233,-1.267,-0.046,-16.785,-31.921,-63.416,1
1.281,-1.316,-0.0,-20.203,-31.128,-52.673,1
1.344,-1.396,0.029,-22.034,-23.132,-38.391,1
1.376,-1.513,0.061,-20.935,-16.541,-27.893,1
1.365,-1.618,0.07,-16.418,-9.338,-18.677,1
1.331,-1.724,0.056,-9.827,-0.977,-5.981,1
1.27,-1.778,0.029,-4.7,6.836,9.583,1
1.188,-1.784,0.021,-4.15,13.062,28.076,1
1.141,-1.832,0.028,-7.141,17.944,48.096,1
1.104,-1.89,0.051,-11.292,23.254,71.045,1
1.036,-1.919,0.057,-13.367,28.87,95.337,1
0.973,-1.917,0.048,-11.23,33.142,118.164,1
0.889,-1.875,0.019,-4.028,34.973,138.611,1
0.817,-1.784,-0.016,6.531,34.79,156.677,1
0.746,-1.642,-0.045,17.212,32.654,172.119,1
0.688,-1.482,-0.06,26.55,28.931,184.448,1
0.653,-1.339,-0.058,34.18,24.048,193.604,1
0.616,-1.211,-0.044,38.33,18.555,202.332,1
0.591,-1.105,-0.017,41.504,14.221,211.06,1
0.541,-0.993,0.013,45.044,12.024,219.116,1
0.483,-0.899,0.0,49.133,12.756,227.173,1
0.431,-0.805,0.004,51.697,14.648,235.657,1
0.367,-0.69,0.002,52.551,15.137,242.615,1
0.339,-0.603,-0.002,52.063,12.695,246.521,1
0.293,-0.518,0.022,50.354,10.071,250.427,1
0.225,-0.417,0.06,48.828,8.179,256.104,1
0.191,-0.345,0.082,51.941,8.057,261.78,1
0.18,-0.273,0.093,59.509,7.996,264.832,1
0.147,-0.166,0.108,67.017,6.409,263.245,1
0.125,-0.058,0.11,73.547,5.066,258.911,1
0.103,0.035,0.096,78.857,3.601,253.235,1
0.077,0.131,0.065,82.642,1.099,245.422,1
0.061,0.189,0.029,84.167,-2.991,234.863,1
0.051,0.214,0.007,81.97,-8.057,225.098,1
0.059,0.216,0.023,77.454,-12.634,217.773,1
0.062,0.211,0.056,74.646,-16.052,211.792,1
0.049,0.201,0.065,75.562,-18.311,205.505,1
0.05,0.211,0.07,77.942,-20.813,199.646,1
0.044,0.25,0.093,80.505,-23.254,195.557,1
0.065,0.297,0.133,83.557,-24.658,192.383,1
0.083,0.358,0.162,85.999,-24.353,189.88,1
0.088,0.448,0.171,87.83,-23.804,186.829,1
0.125,0.508,0.179,87.952,-23.865,182.434,1
0.15,0.604,0.185,85.815,-23.499,177.734,1
0.171,0.716,0.175,81.909,-22.461,170.715,1
0.215,0.777,0.173,75.684,-21.79,162.048,1
0.258,0.795,0.206,67.017,-21.362,151.245,1
0.295,0.815,0.211,60.974,-20.569,141.113,1
0.316,0.866,0.189,56.946,-19.348,135.315,1
0.329,0.935,0.144,54.626,-18.677,131.958,1
0.342,1.055,0.112,53.284,-20.386,129.7,1
0.362,1.277,0.066,49.927,-23.132,125.061,1
0.458,1.484,0.086,39.917,-24.475,112.244,1
0.561,1.533,0.181,29.236,-26.367,93.75,1
0.63,1.449,0.285,21.118,-28.442,79.163,1
0.657,1.391,0.336,18.005,-23.682,68.115,1
0.665,1.366,0.301,24.414,-14.099,53.894,1
0.659,1.372,0.207,37.048,-8.057,36.56,1
0.682,1.398,0.154,45.471,-5.981,22.034,1
0.712,1.426,0.135,48.645,-5.188,11.78,1
0.743,1.411,0.133,48.218,-4.639,4.944,1
0.735,1.372,0.137,44.067,-4.456,1.038,1
0.734,1.343,0.151,38.147,-4.211,-0.122,1
0.75,1.346,0.185,32.288,-5.188,-0.793,1
0.762,1.35,0.212,25.757,-5.676,-2.136,1
0.776,1.357,0.232,18.86,-4.639,-3.845,1
0.798,1.34,0.272,12.512,-3.601,-7.324,1
0.811,1.296,0.305,8.179,-2.075,-12.085,1
1.22,1.162,0.41,-30.945,-4.028,45.898,2
1.21,1.199,0.476,-41.077,3.174,34.668,2
1.187,1.24,0.509,-47.546,13.245,23.315,2
1.174,1.247,0.523,-51.88,23.926,7.202,2
1.155,1.241,0.565,-57.19,33.997,-11.292,2
1.152,1.193,0.581,-59.753,45.593,-31.433,2
1.098,1.082,0.567,-57.068,56.335,-51.575,2
1.041,1.0,0.501,-50.415,66.895,-68.848,2
0.979,0.972,0.413,-43.396,77.759,-85.693,2
0.929,0.93,0.327,-38.147,88.379,-105.53,2
0.844,0.847,0.242,-37.17,96.802,-124.939,2
0.776,0.728,0.146,-38.269,103.088,-141.785,2
0.685,0.651,0.049,-37.17,104.126,-155.823,2
0.634,0.604,-0.05,-33.203,101.807,-165.833,2
0.591,0.545,-0.14,-29.48,98.938,-171.997,2
0.509,0.481,-0.24,-29.175,93.506,-176.575,2
0.473,0.371,-0.289,-35.522,84.961,-179.626,2
0.443,0.269,-0.277,-47.852,74.707,-177.002,2
0.407,0.208,-0.247,-58.777,66.406,-171.631,2
0.382,0.151,-0.222,-64.148,60.364,-168.579,2
0.351,0.117,-0.166,-68.97,55.908,-165.588,2
0.404,0.084,-0.081,-75.134,52.917,-164.551,2
0.418,0.038,-0.015,-76.416,50.964,-166.077,2
0.377,0.049,0.005,-68.909,51.819,-168.823,2
0.37,0.015,-0.021,-55.542,55.298,-176.331,2
0.309,-0.069,-0.085,-39.978,52.673,-185.364,2
0.259,-0.119,-0.185,-28.198,49.011,-188.843,2
0.219,-0.151,-0.284,-22.827,45.349,-186.707,2
0.214,-0.196,-0.303,-28.809,33.142,-183.35,2
0.229,-0.309,-0.25,-40.955,16.296,-178.711,2
0.249,-0.443,-0.167,-50.476,5.249,-169.8,2
0.283,-0.553,-0.082,-50.537,3.174,-158.447,2
0.31,-0.519,-0.024,-44.067,3.54,-149.597,2
0.324,-0.45,-0.048,-35.95,2.075,-149.719,2
0.352,-0.514,-0.056,-32.654,-2.014,-156.006,2
0.39,-0.615,-0.023,-33.447,-4.639,-154.541,2
0.44,-0.673,0.007,-32.288,-0.244,-143.25,2
0.432,-0.63,-0.043,-26.306,3.601,-133.972,2
0.433,-0.587,-0.098,-22.827,0.061,-131.104,2
